1054dcabina4cara
Integration time [ms]:  39.939
Averaging Nr. [scans]: 13
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 0905077U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 668.91;26697.275;   -2.279; 4522.081
 669.06;26598.439;   -1.805; 4623.764
 669.20;26539.076;   -1.802; 4739.310
 669.35;26454.396;   -1.824; 4849.269
 669.50;26431.033;   -1.479; 4963.614
 669.65;26358.221;    0.224; 5072.421
 669.80;26362.285;    1.255; 5191.500
 669.94;26271.846;    0.538; 5292.383
 670.09;26261.934;    0.921; 5410.652
 670.24;26208.813;    1.671; 5517.641
 670.39;26182.373;    1.960; 5646.652
 670.54;26094.572;    1.890; 5777.755
 670.69;26045.230;    0.826; 5927.624
 670.83;25929.604;    1.871; 6080.840
 670.98;25905.582;    1.779; 6259.300
 671.13;25798.967;    0.910; 6428.764
 671.28;25737.055;    0.064; 6626.519
 671.43;25675.934;   -0.576; 6812.193
 671.57;25657.891;   -1.507; 6997.138
 671.72;25671.055;   -0.871; 7159.041
 671.87;25690.594;   -2.479; 7309.462
 672.02;25663.494;   -1.167; 7433.174
 672.17;25703.648;   -0.536; 7561.128
 672.31;25697.912;    0.281; 7653.345
 672.46;25717.100;    1.074; 7729.919
 672.61;25705.473;    3.319; 7800.326
 672.76;25686.988;    3.083; 7890.586
 672.91;25644.857;    2.519; 7985.374
 673.05;25666.900;    1.188; 8109.310
 673.20;25622.924;    0.700; 8223.697
 673.35;25612.396;   -0.450; 8364.967
 673.50;25570.660;   -0.205; 8522.374
 673.65;25518.461;   -1.402; 8687.853
 673.79;25443.715;   -1.224; 8840.717
 673.94;25413.318;   -0.136; 9002.100
 674.09;25314.352;    0.119; 9136.983
 674.24;25244.703;   -0.298; 9285.853
 674.38;25159.230;    1.443; 9421.679
 674.53;25106.330;    0.969; 9569.719
 674.68;25039.803;    0.852; 9710.526
 674.83;25032.088;    0.712; 9885.338
 674.98;24959.803;    0.186;10040.735
 675.12;24987.912;   -0.155;10240.100
 675.27;24982.527;    0.881;10419.230
 675.42;24989.539;   -0.317;10609.634
 675.57;24944.594;   -0.033;10778.793
 675.71;24922.154;   -0.821;10957.862
 675.86;24845.473;    0.719;11113.555
 676.01;24814.813;    1.131;11283.596
 676.16;24706.572;    0.681;11425.821
 676.31;24641.758;   -0.050;11590.995
 676.45;24558.615;   -1.052;11744.479
 676.60;24515.164;   -0.850;11922.186
 676.75;24476.066;    0.481;12112.574
 676.90;24423.385;   -1.717;12316.604
 677.04;24390.879;   -1.605;12536.098
 677.19;24370.813;   -0.564;12769.985
 677.34;24348.506;    0.386;13011.260
 677.49;24329.230;    2.731;13261.490
 677.63;24269.867;    2.262;13482.184
 677.78;24244.572;    1.588;13696.558
 677.93;24186.660;    2.357;13873.659
 678.08;24108.615;    1.607;14033.414
 678.23;24017.252;    1.100;14189.888
 678.37;23934.021;    0.302;14357.710
 678.52;23829.428;   -0.005;14526.250
 678.67;23748.396;    0.055;14728.262
 678.82;23640.330;    0.271;14924.583
 678.96;23545.846;    0.760;15140.767
 679.11;23463.627;    0.995;15367.697
 679.26;23396.045;    0.988;15594.843
 679.41;23280.637;    1.567;15763.545
 679.55;23226.506;    0.293;15934.195
 679.70;23133.561;    1.119;16058.621
 679.85;23034.418;   -1.088;16165.995
 680.00;22971.979;   -0.481;16277.326
 680.14;22894.988;   -1.526;16368.252
 680.29;22806.309;   -0.452;16476.346
 680.44;22798.900;   -0.631;16655.004
 680.59;22720.945;   -0.290;16812.449
 680.73;22677.715;   -1.812;16995.814
 680.88;22651.188;    1.376;17218.203
 681.03;22640.924;    0.407;17457.271
 681.18;22610.703;    2.071;17696.631
 681.32;22609.012;    1.064;17917.652
 681.47;22548.682;   -0.443;18072.889
 681.62;22514.330;   -2.221;18215.309
 681.76;22514.924;    0.567;18367.641
 681.91;22480.748;    8.093;18481.119
 682.06;22436.109;    8.052;18589.051
 682.21;22405.363;    7.940;18721.395
 682.35;22334.924;    8.719;18853.992
 682.50;22301.055;   10.731;19053.338
 682.65;22270.221;   12.186;19313.383
 682.80;22211.340;   10.198;19581.615
 682.94;22121.516;    1.129;19861.346
 683.09;22031.297;    0.740;20185.775
 683.24;21917.076;    0.110;20500.031
 683.39;21872.484;   -0.069;20862.033
 683.53;21788.813;   -1.490;21168.564
 683.68;21738.988;   -0.402;21469.225
 683.83;21689.121;   -0.290;21764.926
 683.97;21706.330;   -0.088;22076.109
 684.12;21722.484;    0.424;22360.316
 684.27;21780.748;    0.674;22668.195
 684.42;21806.088;    0.233;22954.813
 684.56;21811.736;   -0.917;23275.861
 684.71;21796.418;   -1.586;23572.660
 684.86;21827.076;   -1.479;23914.033
 685.00;21796.857;   -1.471;24213.041
 685.15;21772.045;   -1.840;24519.148
 685.30;21683.494;   -1.176;24755.660
 685.45;21496.660;   -0.202;24962.672
 685.59;21214.000;    1.690;25108.641
 685.74;20795.385;    0.874;25228.947
 685.89;20222.703;    1.586;25301.260
 686.03;19608.924;    0.664;25447.768
 686.18;18876.945;    2.519;25566.002
 686.33;18138.770;    1.702;25762.996
 686.48;17507.934;    1.052;25998.936
 686.62;17073.539;    0.893;26265.186
 686.77;16864.021;    2.462;26540.982
 686.92;16875.473;    1.502;26843.033
 687.06;17041.912;    2.671;27076.518
 687.21;17388.660;   -0.564;27318.805
 687.36;17832.900;   -1.167;27474.270
 687.50;18284.703;   -1.307;27583.738
 687.65;18670.879;   -0.071;27695.488
 687.80;18993.363;   -0.279;27852.424
 687.95;19181.164;   -0.643;28019.965
 688.09;19277.406;   -0.479;28217.768
 688.24;19265.824;    0.595;28395.117
 688.39;19247.955;    0.998;28671.947
 688.53;19180.242;    0.633;28986.926
 688.68;19166.418;   -0.221;29350.139
 688.83;19141.691;   -0.071;29712.221
 688.97;19159.209;    0.036;30038.252
 689.12;19203.406;    0.319;30320.469
 689.27;19300.527;   -0.164;30620.156
 689.41;19400.330;    0.538;30886.678
 689.56;19553.715;    1.540;31114.480
 689.71;19671.451;    1.052;31308.107
 689.86;19800.879;   -0.374;31505.424
 690.00;19895.363;   -0.605;31716.488
 690.15;20028.133;   -1.793;32071.480
 690.30;20141.385;   -1.462;32429.555
 690.44;20239.385;   -1.783;32849.871
 690.59;20290.924;   -2.243;33236.715
 690.74;20377.670;   -1.802;33698.977
 690.88;20448.725;   -1.595;34139.355
 691.03;20518.021;   -1.774;34518.262
 691.18;20554.660;   -0.510;34762.574
 691.32;20621.406;    0.626;35009.289
 691.47;20671.582;   -0.033;35156.887
 691.62;20744.748;   -0.231;35375.367
 691.76;20757.736;   -0.481;35506.574
 691.91;20779.076;   -0.793;35656.156
 692.06;20788.594;    0.243;35846.965
 692.20;20837.627;   -0.307;36167.309
 692.35;20845.561;    0.148;36468.125
 692.50;20867.076;    0.540;36813.387
 692.64;20830.703;    0.710;37060.449
 692.79;20793.582;    0.407;37294.188
 692.94;20776.682;    2.919;37580.336
 693.08;20780.660;    2.807;37846.559
 693.23;20728.945;    3.062;37930.688
 693.38;20692.572;    2.607;38003.559
 693.52;20637.824;    3.967;38029.270
 693.67;20640.352;    3.055;38105.813
 693.82;20660.021;    3.805;38227.648
 693.96;20681.055;    2.617;38319.758
 694.11;20719.143;    3.129;38475.117
 694.26;20772.660;    2.740;38784.395
 694.40;20819.803;    2.871;39149.223
 694.55;20899.736;    1.969;39556.730
 694.70;20963.451;    2.938;39980.879
 694.84;21031.033;    2.169;40373.918
 694.99;21073.297;    1.414;40682.164
 695.13;21127.209;   -0.412;40914.176
 695.28;21178.396;    0.233;40993.793
 695.43;21267.516;   -1.079;41015.559
 695.57;21364.373;   -1.976;41037.906
 695.72;21462.549;   -2.393;41079.891
 695.87;21578.439;   -1.890;41255.680
 696.01;21734.330;   -1.726;41618.586
 696.16;21857.779;   -0.310;42108.297
 696.31;21956.967;   -0.460;42723.984
 696.45;21999.451;    0.795;43389.582
 696.60;21989.539;    0.417;44091.320
 696.75;21943.715;    0.519;44703.051
 696.89;21908.615;    0.969;45191.652
 697.04;21809.164;    1.214;45408.480
 697.18;21733.100;    1.740;45500.652
 697.33;21647.275;    1.452;45499.516
 697.48;21581.188;    1.055;45443.613
 697.62;21551.275;    2.195;45319.633
 697.77;21567.121;    3.169;45271.270
 697.92;21527.143;    2.614;45202.688
 698.06;21518.154;    2.626;45337.289
 698.21;21489.473;    2.395;45474.051
 698.35;21490.461;    2.217;45636.148
 698.50;21500.594;    2.300;45812.859
 698.65;21495.912;    2.350;46001.082
 698.79;21472.197;    2.081;46151.336
 698.94;21486.813;    2.198;46324.309
 699.09;21445.779;    2.357;46340.441
 699.23;21426.197;    0.979;46393.137
 699.38;21369.033;    1.310;46421.137
 699.52;21316.791;    1.055;46486.082
 699.67;21269.428;    1.167;46564.773
 699.82;21243.867;    0.140;46699.254
 699.96;21195.318;    0.881;46775.633
 700.11;21201.406;    0.921;46948.355
 700.25;21162.309;    2.214;47053.793
 700.40;21182.066;    2.588;47225.930
 700.55;21169.428;    3.614;47366.879
 700.69;21176.527;    4.198;47526.949
 700.84;21160.066;    5.748;47641.715
 700.99;21151.033;    4.436;47842.234
 701.13;21122.176;    3.205;48036.242
 701.28;21113.318;    2.169;48308.023
 701.42;21093.648;    1.929;48571.270
 701.57;21105.188;    1.379;48884.539
 701.72;21082.527;    1.405;49143.527
 701.86;21107.516;    0.455;49447.109
 702.01;21136.682;    0.529;49693.277
 702.15;21224.221;    1.940;49970.746
 702.30;21288.857;    1.748;50145.309
 702.45;21383.252;    1.207;50332.367
 702.59;21454.264;    2.129;50419.547
 702.74;21505.494;    2.074;50413.996
 702.88;21551.494;    2.043;50421.344
 703.03;21603.121;    1.540;50443.938
 703.18;21584.725;    2.376;50368.184
 703.32;21630.285;    2.064;50427.844
 703.47;21669.955;    1.881;50493.727
 703.61;21723.691;    0.893;50587.215
 703.76;21808.637;    0.462;50796.660
 703.90;21850.461;    0.045;50917.957
 704.05;21859.803;    1.481;50998.793
 704.20;21908.133;   -0.555;51135.719
 704.34;21903.451;    0.186;51214.105
 704.49;21869.539;   -0.021;51234.492
 704.63;21809.955;    0.014;51198.945
 704.78;21752.836;   -0.326;51170.730
 704.93;21703.012;   -0.862;51148.535
 705.07;21697.143;   -0.679;51222.500
 705.22;21669.604;   -1.033;51313.223
 705.36;21655.340;   -0.479;51444.633
 705.51;21638.703;    0.195;51661.449
 705.65;21635.121;   -1.202;51993.156
 705.80;21638.484;   -1.633;52390.813
 705.95;21654.066;   -0.726;52924.215
 706.09;21647.846;   -0.710;53427.059
 706.24;21658.242;   -0.117;54000.035
 706.38;21651.582;    0.824;54523.926
 706.53;21701.979;    0.960;55078.281
 706.67;21715.539;    2.005;55438.535
 706.82;21747.955;    2.702;55725.613
 706.97;21772.637;    3.338;55854.918
 707.11;21783.912;    1.636;55958.691
 707.26;21770.045;    1.652;55911.516
 707.40;21772.133;    0.321;55829.242
 707.55;21678.836;    0.929;55500.715
 707.69;21676.791;    1.360;55397.023
 707.84;21611.188;    0.852;55233.277
 707.99;21551.164;   -0.221;55128.832
 708.13;21492.945;    0.976;54967.375
 708.28;21452.748;    0.779;54830.043
 708.42;21421.691;    0.014;54692.516
 708.57;21463.385;   -0.040;54728.348
 708.71;21420.594;   -0.748;54636.867
 708.86;21456.133;   -0.955;54648.492
 709.00;21461.604;   -1.614;54596.547
 709.15;21512.000;   -1.602;54662.090
 709.30;21539.318;   -0.462;54739.031
 709.44;21554.945;    1.017;54845.215
 709.59;21536.988;    0.243;54983.563
 709.73;21564.133;   -0.088;55194.805
 709.88;21536.066;    1.271;55336.867
 710.02;21504.572;    1.236;55449.480
 710.17;21449.252;    2.310;55508.648
 710.31;21418.066;    1.112;55611.422
 710.46;21371.275;    0.386;55661.574
 710.60;21313.539;    0.407;55609.473
 710.75;21253.561;   -0.071;55524.070
 710.90;21180.748;   -0.650;55342.805
 711.04;21149.033;   -0.081;55264.289
 711.19;21108.572;   -1.164;55134.672
 711.33;21063.582;   -0.690;54950.012
 711.48;21045.803;   -1.221;54856.109
 711.62;21007.055;   -1.205;54756.965
 711.77;20959.121;   -0.879;54696.004
 711.91;20923.230;   -1.824;54723.020
 712.06;20866.813;   -3.155;54677.414
 712.20;20829.385;   -4.005;54750.602
 712.35;20780.396;   -4.298;54908.395
 712.49;20735.803;   -3.557;55040.813
 712.64;20703.648;   -3.840;55183.594
 712.78;20680.945;   -1.710;55293.508
 712.93;20685.494;   -0.479;55454.844
 713.07;20692.021;    1.538;55720.973
 713.22;20654.154;    1.721;55884.301
 713.37;20647.715;    2.424;56048.363
 713.51;20582.021;    2.531;56153.156
 713.66;20512.506;    3.281;56239.090
 713.80;20435.736;    1.969;56330.883
 713.95;20352.197;    1.710;56346.879
 714.09;20253.230;    0.321;56251.730
 714.24;20194.352;    0.729;56195.328
 714.38;20110.418;    0.512;56021.117
 714.53;20049.473;    0.652;55831.375
 714.67;20026.461;    0.407;55661.023
 714.82;20010.088;    0.386;55453.840
 714.96;19974.461;    0.026;55289.004
 715.11;19918.615;    1.643;55150.117
 715.25;19803.428;    1.455;54905.977
 715.40;19638.133;    1.586;54668.137
 715.54;19460.572;    1.845;54478.777
 715.69;19210.967;    2.062;54260.984
 715.83;18897.012;    0.607;54035.082
 715.98;18547.582;    0.595;53820.137
 716.12;18197.803;   -0.707;53633.824
 716.27;17813.033;   -0.652;53423.953
 716.41;17468.133;   -0.688;53296.797
 716.56;17136.637;   -0.405;53148.090
 716.70;16864.221;   -1.440;53084.813
 716.85;16614.703;    0.319;52983.250
 716.99;16411.385;    0.274;52955.738
 717.14;16219.846;    1.119;52919.496
 717.28;16052.923;    0.264;52977.453
 717.43;15898.571;    0.690;53020.852
 717.57;15746.638;   -0.917;53004.766
 717.72;15580.242;    0.262;52985.051
 717.86;15412.923;   -0.307;52997.852
 718.01;15221.956;    0.662;52921.773
 718.15;15056.923;    1.007;52807.176
 718.30;14963.230;    1.824;52682.938
 718.44;14887.736;    1.436;52469.148
 718.59;14823.626;    1.614;52321.840
 718.73;14755.341;    1.112;52156.289
 718.88;14709.912;    1.014;51981.574
 719.02;14698.330;   -0.974;51771.652
 719.17;14688.418;   -1.043;51547.867
 719.31;14660.659;   -0.917;51301.910
 719.46;14613.209;   -1.424;51076.363
 719.60;14623.077;    0.150;50917.508
 719.74;14653.912;   -1.005;50659.355
 719.89;14759.868;   -0.717;50458.805
 720.03;14911.318;    0.843;50270.879
 720.18;15121.890;   -0.231;50142.168
 720.32;15348.330;   -0.576;50013.582
 720.47;15637.978;   -0.717;49993.996
 720.61;15905.341;   -1.186;49854.699
 720.76;16170.989;   -0.155;49783.797
 720.90;16379.890;   -0.386;49654.898
 721.05;16536.484;   -0.783;49526.480
 721.19;16590.836;    0.757;49352.395
 721.34;16636.396;    1.379;49239.824
 721.48;16614.176;    2.490;49008.992
 721.63;16562.418;    1.045;48813.785
 721.77;16483.891;    1.871;48589.355
 721.92;16366.901;    2.664;48443.852
 722.06;16184.594;    2.205;48254.688
 722.20;16014.154;    0.388;48107.406
 722.35;15805.209;    0.614;47913.336
 722.49;15574.286;    0.626;47724.387
 722.64;15328.374;    2.548;47580.105
 722.78;15082.594;    3.169;47548.984
 722.93;14839.494;    2.290;47456.289
 723.07;14669.758;    3.274;47469.824
 723.22;14534.659;    4.214;47404.594
 723.36;14474.945;    3.740;47403.613
 723.51;14426.176;    3.595;47377.344
 723.65;14410.022;    1.826;47343.176
 723.79;14393.033;    0.776;47189.820
 723.94;14404.879;    0.712;47100.645
 724.08;14404.945;    0.871;46957.395
 724.23;14410.550;    0.750;46912.645
 724.37;14380.330;    0.805;46852.449
 724.52;14378.989;   -0.431;46903.738
 724.66;14368.594;    0.281;47002.395
 724.81;14377.450;   -0.021;47174.910
 724.95;14383.230;    0.700;47258.516
 725.09;14416.264;   -0.117;47392.387
 725.24;14440.330;   -0.014;47484.746
 725.38;14465.582;    0.007;47517.559
 725.53;14457.253;    1.100;47442.680
 725.67;14478.374;    1.540;47355.434
 725.82;14497.912;    2.633;47198.918
 725.96;14536.879;    1.721;47129.082
 726.11;14536.198;    1.452;46967.020
 726.25;14543.253;    1.702;46847.414
 726.39;14509.692;    1.786;46704.953
 726.54;14479.077;    2.350;46619.871
 726.68;14389.121;    1.843;46424.801
 726.83;14316.000;    0.302;46374.203
 726.97;14229.209;    2.157;46242.184
 727.12;14168.527;    2.807;46175.520
 727.26;14138.747;    3.538;46125.031
 727.40;14176.747;    2.588;46179.035
 727.55;14230.747;    1.148;46236.191
 727.69;14307.473;    2.140;46379.891
 727.84;14328.682;    2.243;46368.395
 727.98;14336.176;   -0.336;46443.215
 728.12;14313.121;   -0.624;46510.098
 728.27;14245.274;   -0.764;46522.063
 728.41;14146.220;    1.300;46459.105
 728.56;14088.308;    0.417;46496.949
 728.70;14025.341;   -1.138;46424.660
 728.85;14047.121;   -1.040;46462.188
 728.99;14094.615;    0.671;46472.535
 729.13;14168.703;   -0.240;46485.148
 729.28;14284.154;   -0.795;46540.242
 729.42;14366.506;   -3.764;46586.566
 729.57;14384.770;   -1.357;46525.223
 729.71;14401.011;   -0.593;46601.672
 729.85;14376.110;    0.129;46667.098
 730.00;14349.450;    0.121;46766.414
 730.14;14337.165;    2.490;46864.867
 730.29;14307.604;    1.169;46965.984
 730.43;14282.088;    2.090;47068.945
 730.57;14298.989;    1.302;47286.746
 730.72;14322.352;    0.548;47389.906
 730.86;14374.022;    0.302;47395.863
 731.01;14441.868;    0.738;47290.887
 731.15;14520.835;   -1.574;47161.594
 731.29;14575.626;    0.538;46931.223
 731.44;14680.615;    2.464;46760.461
 731.58;14767.846;    2.357;46398.383
 731.73;14898.594;    3.369;46167.109
 731.87;14996.550;    2.910;46004.031
 732.01;15060.791;    1.588;45889.035
 732.16;15077.077;    2.090;45793.020
 732.30;15101.802;    1.026;45749.168
 732.45;15118.483;   -0.690;45719.488
 732.59;15163.473;   -0.060;45829.215
 732.73;15176.945;   -0.062;45850.117
 732.88;15198.813;   -0.736;45857.395
 733.02;15242.088;    0.614;45889.164
 733.16;15301.934;   -0.183;45976.832
 733.31;15377.297;   -0.643;46166.191
 733.45;15431.648;    0.045;46361.441
 733.60;15447.802;    0.195;46483.621
 733.74;15428.044;   -0.593;46544.051
 733.88;15407.450;   -0.024;46575.441
 734.03;15357.494;   -0.917;46528.367
 734.17;15298.747;    0.900;46354.699
 734.31;15211.253;    2.502;46038.645
 734.46;15130.923;    2.490;45613.289
 734.60;15067.561;    1.750;45176.672
 734.75;15020.330;    1.814;44801.660
 734.89;14974.242;    1.826;44511.129
 735.03;14934.791;    1.900;44292.535
 735.18;14908.352;    1.607;44186.148
 735.32;14873.912;    1.138;44105.801
 735.46;14860.659;    0.569;44095.539
 735.61;14810.000;    0.100;44074.852
 735.75;14792.791;    0.226;44102.613
 735.90;14779.406;    0.814;44079.879
 736.04;14778.066;   -0.164;44057.938
 736.18;14765.253;   -0.214;43934.699
 736.33;14789.318;   -1.431;43849.508
 736.47;14791.011;   -0.700;43745.137
 736.61;14846.418;   -0.002;43655.016
 736.76;14867.450;    0.710;43480.258
 736.90;14883.429;   -0.879;43277.340
 737.04;14878.571;    0.014;43007.801
 737.19;14872.176;   -0.831;42752.434
 737.33;14842.527;   -0.538;42453.773
 737.47;14793.450;   -1.631;42137.871
 737.62;14703.187;   -1.290;41840.898
 737.76;14610.242;   -1.012;41621.453
 737.90;14503.582;   -0.719;41450.410
 738.05;14415.385;   -0.183;41416.043
 738.19;14336.770;   -0.281;41475.496
 738.34;14284.835;    0.169;41659.148
 738.48;14226.923;    1.490;41853.984
 738.62;14214.594;    0.226;42091.844
 738.77;14222.352;   -0.852;42298.594
 738.91;14260.571;    0.293;42453.262
 739.05;14290.791;    0.319;42450.422
 739.20;14329.582;    1.283;42307.035
 739.34;14316.198;    2.538;41932.309
 739.48;14354.066;    1.064;41545.203
 739.63;14335.318;    2.033;41063.840
 739.77;14327.209;    2.131;40595.672
 739.91;14280.989;    1.776;40106.602
 740.06;14228.439;    0.569;39691.281
 740.20;14151.626;    0.233;39339.953
 740.34;14110.989;   -1.155;39119.348
 740.49;14030.396;    1.014;38888.898
 740.63;13995.604;    0.160;38762.289
 740.77;13939.011;    1.148;38589.527
 740.92;13910.066;    1.560;38484.289
 741.06;13877.736;    1.871;38345.926
 741.20;13878.989;    1.740;38259.547
 741.35;13880.198;    0.995;38214.031
 741.49;13886.330;   -0.498;38216.387
 741.63;13869.868;    0.929;38175.727
 741.78;13877.890;    0.102;38233.746
 741.92;13881.033;   -0.652;38257.887
 742.06;13927.473;   -0.145;38319.938
 742.20;13942.571;    1.490;38322.480
 742.35;13982.550;    2.150;38318.898
 742.49;14000.506;    2.281;38207.613
 742.63;14035.385;    1.045;38089.605
 742.78;14038.527;    0.690;37870.832
 742.92;14047.077;    0.969;37662.035
 743.06;14008.594;    0.976;37403.230
 743.21;13966.594;   -0.421;37161.578
 743.35;13894.264;   -0.214;36921.879
 743.49;13850.726;   -0.288;36820.539
 743.64;13768.110;    0.852;36651.527
 743.78;13725.187;    1.464;36609.938
 743.92;13655.099;    2.224;36524.832
 744.06;13630.550;    2.312;36512.234
 744.21;13597.912;    1.843;36468.410
 744.35;13597.978;    2.407;36452.004
 744.49;13601.165;    3.395;36379.574
 744.64;13625.582;    2.531;36347.129
 744.78;13610.264;    1.776;36196.430
 744.92;13617.890;    1.093;36116.016
 745.07;13584.110;    1.281;35981.012
 745.21;13586.066;    1.140;35905.977
 745.35;13539.274;   -0.148;35748.191
 745.49;13501.538;   -0.107;35618.965
 745.64;13444.154;   -0.529;35456.734
 745.78;13425.099;    0.331;35362.813
 745.92;13394.747;    0.262;35199.309
 746.07;13384.044;   -0.288;35085.633
 746.21;13360.022;    1.033;34990.707
 746.35;13357.450;    2.245;34926.871
 746.49;13336.286;    2.471;34859.363
 746.64;13340.879;    2.436;34867.652
 746.78;13297.780;    2.319;34792.328
 746.92;13268.483;    1.893;34781.730
 747.07;13225.429;    1.538;34697.801
 747.21;13207.165;   -0.402;34580.547
 747.35;13164.682;   -1.681;34408.164
 747.49;13130.418;   -2.555;34181.898
 747.64;13097.385;   -2.624;33925.973
 747.78;13102.506;   -2.907;33765.613
 747.92;13076.638;   -3.119;33560.012
 748.07;13062.726;   -2.488;33463.156
 748.21;12999.934;   -1.510;33365.297
 748.35;12967.517;   -1.050;33375.035
 748.49;12920.286;   -1.767;33443.660
 748.64;12888.967;   -1.155;33599.270
 748.78;12810.044;   -0.710;33671.699
 748.92;12780.967;    0.150;33851.109
 749.06;12747.626;   -0.176;33995.820
 749.21;12743.517;    0.664;34140.766
 749.35;12721.341;    0.471;34249.668
 749.49;12722.330;    0.969;34325.035
 749.64;12706.308;    2.214;34305.020
 749.78;12703.648;    2.188;34306.883
 749.92;12658.044;    2.690;34181.527
 750.06;12615.517;    3.150;33997.492
 750.21;12570.791;    2.738;33817.020
 750.35;12531.692;    3.750;33596.938
 750.49;12490.352;    3.252;33391.734
 750.63;12448.000;    1.607;33220.422
 750.78;12442.132;    0.824;33103.563
 750.92;12456.659;   -0.155;33052.035
 751.06;12467.187;   -0.233;33050.582
 751.20;12455.824;    0.217;33008.699
 751.35;12464.110;    0.062;32980.410
 751.49;12444.571;    0.626;32924.883
 751.63;12429.780;    1.014;32828.031
 751.77;12403.429;    1.283;32715.014
 751.92;12360.330;    0.681;32516.078
 752.06;12327.209;    0.474;32274.900
 752.20;12316.286;   -0.976;32085.230
 752.34;12295.692;   -2.450;31916.004
 752.49;12282.176;   -2.481;31761.955
 752.63;12282.506;   -2.860;31706.424
 752.77;12271.055;   -2.795;31661.555
 752.91;12287.253;   -2.621;31713.709
 753.05;12284.594;   -3.424;31774.250
 753.20;12273.011;   -3.460;31842.424
 753.34;12244.594;   -1.605;31835.002
 753.48;12248.220;   -2.764;31877.910
 753.62;12224.110;   -1.795;31811.373
 753.77;12211.165;   -1.574;31706.080
 753.91;12167.978;    0.462;31519.326
 754.05;12151.780;    1.236;31390.443
 754.19;12122.396;    1.567;31247.822
 754.34;12114.066;   -0.031;31212.709
 754.48;12060.550;    1.014;31118.660
 754.62;12039.033;    0.093;31130.891
 754.76;12014.352;    1.395;31165.412
 754.90;11994.066;    0.769;31251.225
 755.05;11951.802;    0.967;31281.793
 755.19;11933.846;    1.598;31302.148
 755.33;11913.912;    2.567;31312.145
 755.47;11906.066;    1.807;31335.699
 755.62;11856.110;    2.690;31304.535
 755.76;11824.659;    1.140;31327.566
 755.90;11809.077;    1.052;31366.422
 756.04;11796.088;    0.455;31422.004
 756.18;11768.330;    0.443;31496.203
 756.33;11737.406;   -0.488;31615.814
 756.47;11718.879;    0.833;31771.479
 756.61;11727.824;   -0.488;31968.443
 756.75;11712.813;   -0.300;32077.365
 756.90;11709.494;   -1.174;32193.996
 757.04;11689.648;   -1.300;32293.193
 757.18;11672.264;   -1.202;32390.738
 757.32;11639.187;   -0.148;32365.135
 757.46;11608.044;   -0.879;32240.424
 757.61;11559.846;    0.824;31969.059
 757.75;11525.582;   -1.098;31684.139
 757.89;11445.429;   -0.214;31292.068
 758.03;11328.176;    0.912;30884.139
 758.17;11120.989;    2.119;30450.965
 758.32;10822.462;    1.636;30128.824
 758.46;10409.341;    2.052;29931.193
 758.60; 9876.396;    1.455;29906.615
 758.74; 9191.978;    3.671;29944.088
 758.88; 8380.439;    2.902;30094.109
 759.03; 7496.857;    3.548;30300.002
 759.17; 6610.286;    2.017;30567.328
 759.31; 5753.648;    2.357;30773.002
 759.45; 4968.044;    1.798;30948.215
 759.59; 4284.549;    1.167;31044.641
 759.73; 3742.417;    0.369;31106.242
 759.88; 3370.264;    0.976;31115.412
 760.02; 3166.945;   -1.174;31149.852
 760.16; 3123.934;   -0.957;31137.678
 760.30; 3223.912;   -0.707;31051.586
 760.44; 3477.956;   -0.157;30901.373
 760.59; 3854.901;    0.340;30675.434
 760.73; 4322.396;    1.386;30389.992
 760.87; 4836.615;    0.674;30094.385
 761.01; 5351.363;    1.090;29735.393
 761.15; 5827.824;    1.207;29324.318
 761.29; 6227.802;   -0.176;28979.307
 761.44; 6492.000;   -0.479;28648.729
 761.58; 6615.187;   -0.776;28402.326
 761.72; 6597.934;   -1.355;28258.615
 761.86; 6487.495;   -0.271;28175.031
 762.00; 6322.989;    1.083;28120.748
 762.14; 6118.352;    1.729;28087.965
 762.29; 5919.648;    2.693;28095.596
 762.43; 5768.725;    3.243;28155.793
 762.57; 5665.934;    3.369;28237.672
 762.71; 5630.967;    3.319;28285.982
 762.85; 5664.615;    3.388;28318.557
 762.99; 5728.637;    3.776;28338.365
 763.14; 5831.341;    3.255;28385.861
 763.28; 5967.099;    3.205;28435.822
 763.42; 6114.593;    1.921;28518.520
 763.56; 6274.396;    1.738;28597.916
 763.70; 6457.539;    0.169;28735.053
 763.84; 6647.275;   -0.633;28914.518
 763.99; 6846.637;   -3.088;29170.414
 764.13; 7033.780;   -3.043;29407.545
 764.27; 7224.923;   -2.069;29593.986
 764.41; 7410.483;   -1.681;29706.469
 764.55; 7593.363;   -1.840;29753.453
 764.69; 7758.527;    0.243;29679.193
 764.84; 7913.583;    0.436;29518.785
 764.98; 8057.517;    2.843;29235.859
 765.12; 8222.242;    3.617;28940.215
 765.26; 8368.198;    3.195;28609.012
 765.40; 8508.571;    4.636;28266.301
 765.54; 8661.385;    5.814;27931.889
 765.68; 8824.483;    5.150;27649.605
 765.83; 8974.088;    5.062;27364.127
 765.97; 9129.318;    3.293;27085.615
 766.11; 9284.813;    1.510;26839.889
 766.25; 9460.308;    1.550;26652.395
 766.39; 9618.176;    0.881;26483.518
 766.53; 9759.429;    0.302;26321.996
 766.67; 9891.450;    0.538;26189.869
