1054dcabina4cara
Integration time [ms]:  39.939
Averaging Nr. [scans]: 13
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 0905077U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 355.80; 1965.604;   -1.157; 5159.926
 355.96; 1926.374;   -1.250; 5181.586
 356.12; 1890.044;   -1.919; 5205.536
 356.29; 1848.747;   -2.574; 5224.052
 356.45; 1822.879;   -0.776; 5232.993
 356.62; 1807.033;   -0.955; 5253.090
 356.78; 1796.901;    1.071; 5271.783
 356.95; 1801.407;    1.360; 5304.109
 357.11; 1797.604;    2.110; 5314.088
 357.27; 1787.912;    2.160; 5329.805
 357.44; 1766.044;    2.995; 5349.764
 357.60; 1737.319;    0.788; 5383.529
 357.77; 1714.352;    1.195; 5402.117
 357.93; 1715.121;    0.645; 5421.186
 358.10; 1743.802;    0.300; 5442.536
 358.26; 1811.033;    0.226; 5482.662
 358.42; 1909.473;   -0.033; 5503.736
 358.59; 2046.549;   -1.326; 5536.081
 358.75; 2202.264;    0.824; 5549.669
 358.92; 2355.912;    0.531; 5581.833
 359.08; 2482.747;    0.614; 5600.031
 359.25; 2577.143;    1.864; 5628.100
 359.41; 2630.264;    0.871; 5638.536
 359.57; 2649.802;    1.217; 5679.995
 359.74; 2618.528;    1.681; 5684.774
 359.90; 2571.385;    0.188; 5723.957
 360.07; 2514.747;    0.748; 5743.641
 360.23; 2469.714;    0.350; 5785.805
 360.39; 2421.736;   -0.929; 5802.079
 360.56; 2394.374;    0.540; 5834.338
 360.72; 2375.934;    0.862; 5841.136
 360.89; 2395.253;    1.045; 5883.776
 361.05; 2415.406;    2.348; 5904.431
 361.21; 2458.110;    2.388; 5942.824
 361.38; 2507.231;    3.005; 5957.831
 361.54; 2580.000;    3.245; 5995.614
 361.71; 2653.472;    3.519; 6018.955
 361.87; 2740.659;    1.769; 6068.586
 362.04; 2808.110;    3.110; 6087.593
 362.20; 2862.506;    1.845; 6114.024
 362.36; 2903.363;    2.138; 6146.536
 362.53; 2920.528;    1.674; 6177.881
 362.69; 2932.857;    2.605; 6210.136
 362.86; 2954.417;    0.893; 6256.262
 363.02; 2966.308;    2.976; 6265.755
 363.18; 3000.088;    0.817; 6304.100
 363.35; 3035.231;    0.586; 6330.736
 363.51; 3062.813;   -0.640; 6357.814
 363.68; 3091.187;   -0.748; 6394.355
 363.84; 3111.165;   -2.631; 6430.090
 364.00; 3117.824;   -1.148; 6456.812
 364.17; 3141.978;   -1.612; 6507.357
 364.33; 3169.868;   -0.357; 6545.974
 364.50; 3226.813;   -1.079; 6592.776
 364.66; 3319.055;    0.014; 6624.079
 364.82; 3442.945;   -0.860; 6672.291
 364.99; 3568.769;    0.643; 6701.317
 365.15; 3702.242;    0.188; 6739.652
 365.32; 3808.110;    1.338; 6766.212
 365.48; 3901.758;    0.350; 6816.319
 365.64; 3962.615;    1.938; 6860.164
 365.81; 3992.923;    1.721; 6911.671
 365.97; 3996.857;    2.890; 6953.555
 366.14; 4000.308;    3.055; 6999.109
 366.30; 3989.736;    3.100; 7039.993
 366.46; 3996.220;    0.921; 7107.214
 366.63; 3977.428;    1.176; 7143.136
 366.79; 3971.648;    0.026; 7186.995
 366.96; 3952.813;   -0.110; 7219.393
 367.12; 3938.110;    0.150; 7260.224
 367.28; 3892.769;   -1.090; 7278.660
 367.45; 3860.132;   -2.545; 7321.424
 367.61; 3811.363;   -2.395; 7320.983
 367.77; 3805.275;   -2.279; 7335.424
 367.94; 3802.703;   -2.138; 7345.421
 368.10; 3823.297;   -1.802; 7379.424
 368.27; 3853.297;   -3.071; 7384.650
 368.43; 3943.253;   -3.231; 7453.462
 368.59; 4032.461;   -1.767; 7464.955
 368.76; 4143.429;   -0.393; 7499.243
 368.92; 4236.857;    0.167; 7540.098
 369.09; 4309.626;    0.645; 7576.043
 369.25; 4352.286;   -0.224; 7584.193
 369.41; 4363.517;   -0.164; 7613.090
 369.58; 4324.945;    0.671; 7604.326
 369.74; 4269.846;    0.531; 7627.071
 369.90; 4195.231;    0.995; 7633.850
 370.07; 4137.758;    0.255; 7650.872
 370.23; 4115.451;    0.624; 7671.021
 370.40; 4138.549;    0.112; 7706.167
 370.56; 4181.209;    1.367; 7737.183
 370.72; 4221.011;    0.226; 7763.500
 370.89; 4250.176;    0.500; 7798.012
 371.05; 4267.956;   -0.221; 7855.595
 371.21; 4243.583;    0.405; 7873.574
 371.38; 4188.615;    0.102; 7926.100
 371.54; 4092.286;    1.414; 7950.488
 371.71; 4013.231;    1.474; 7988.462
 371.87; 3960.989;    2.329; 8013.726
 372.03; 3927.077;    2.521; 8040.043
 372.20; 3870.396;    2.329; 8054.945
 372.36; 3809.626;    2.293; 8123.424
 372.52; 3731.055;    2.443; 8123.345
 372.69; 3681.802;    2.179; 8173.652
 372.85; 3615.802;    1.633; 8211.098
 373.01; 3534.242;    0.645; 8254.023
 373.18; 3472.461;    0.043; 8300.897
 373.34; 3450.506;    0.598; 8353.662
 373.51; 3442.352;    0.605; 8356.460
 373.67; 3465.714;    0.017; 8442.520
 373.83; 3450.923;    1.471; 8462.993
 374.00; 3457.934;   -0.164; 8509.357
 374.16; 3491.275;    0.500; 8563.192
 374.32; 3548.176;    1.255; 8637.871
 374.49; 3605.692;   -0.376; 8698.555
 374.65; 3695.253;   -1.231; 8763.586
 374.81; 3804.813;   -0.967; 8798.793
 374.98; 3939.648;   -3.860; 8864.205
 375.14; 4036.901;   -3.119; 8879.412
 375.30; 4104.747;   -3.488; 8931.005
 375.47; 4115.143;   -4.167; 8913.107
 375.63; 4136.835;   -3.669; 8938.995
 375.80; 4146.659;   -3.586; 8956.727
 375.96; 4159.429;   -3.450; 8980.985
 376.12; 4176.505;   -2.262; 8993.060
 376.29; 4250.154;   -0.079; 9070.138
 376.45; 4338.483;    0.186; 9077.230
 376.61; 4475.824;    0.464; 9134.396
 376.78; 4621.780;    2.290; 9153.803
 376.94; 4787.648;    3.417; 9218.881
 377.10; 4923.714;    3.729; 9244.727
 377.27; 5073.670;    2.312; 9306.909
 377.43; 5156.330;    1.110; 9322.697
 377.59; 5228.352;    1.864; 9399.281
 377.76; 5237.165;    1.252; 9451.869
 377.92; 5200.396;   -0.060; 9539.662
 378.08; 5080.022;   -0.176; 9558.250
 378.25; 4936.264;   -0.507; 9627.985
 378.41; 4758.000;    0.595; 9696.412
 378.57; 4591.824;   -0.155; 9761.700
 378.74; 4437.077;   -1.405; 9795.841
 378.90; 4325.055;   -0.526; 9849.528
 379.06; 4238.483;   -0.510; 9851.850
 379.23; 4238.110;   -1.621; 9880.366
 379.39; 4278.659;   -2.062; 9856.126
 379.55; 4364.132;   -1.802; 9821.824
 379.72; 4487.626;   -0.938; 9779.192
 379.88; 4627.517;    0.017; 9767.348
 380.05; 4725.868;   -0.824; 9713.507
 380.21; 4802.549;   -0.298; 9695.510
 380.37; 4821.912;    1.452; 9662.012
 380.54; 4827.473;    1.798; 9684.376
 380.70; 4741.561;    1.690; 9636.078
 380.86; 4608.439;    0.388; 9623.176
 381.03; 4421.868;    0.167; 9560.564
 381.19; 4241.231;    0.407; 9544.100
 381.35; 4051.802;    0.176; 9492.498
 381.52; 3875.165;   -0.602; 9497.005
 381.68; 3675.583;   -0.757; 9451.488
 381.84; 3524.747;   -1.088; 9470.129
 382.00; 3387.450;   -0.224; 9479.364
 382.17; 3271.209;   -0.850; 9520.604
 382.33; 3174.835;   -0.767; 9519.126
 382.49; 3105.714;   -1.612; 9526.700
 382.66; 3044.461;   -1.424; 9482.422
 382.82; 3007.517;   -0.469; 9460.786
 382.98; 3029.692;    1.110; 9452.002
 383.15; 3098.374;    1.588; 9408.271
 383.31; 3204.550;    2.852; 9346.593
 383.47; 3367.165;    2.893; 9333.224
 383.64; 3552.857;    3.329; 9299.869
 383.80; 3788.483;    2.779; 9323.357
 383.96; 4030.439;    2.519; 9296.460
 384.13; 4232.659;    1.064; 9245.862
 384.29; 4399.055;    1.071; 9231.945
 384.45; 4513.802;    1.150; 9213.757
 384.62; 4547.319;   -0.243; 9154.583
 384.78; 4554.417;   -1.202; 9147.414
 384.94; 4506.571;   -1.376; 9062.717
 385.11; 4456.176;   -1.479; 9012.957
 385.27; 4426.703;   -1.529; 8978.384
 385.43; 4410.505;   -2.440; 8929.520
 385.60; 4421.121;   -2.776; 8883.498
 385.76; 4459.209;   -1.869; 8827.100
 385.92; 4516.374;   -0.119; 8780.136
 386.08; 4582.066;   -0.764; 8774.366
 386.25; 4631.978;   -0.367; 8759.926
 386.41; 4665.758;   -0.679; 8764.138
 386.57; 4667.407;   -0.205; 8750.964
 386.74; 4679.912;   -0.079; 8744.138
 386.90; 4697.297;    0.967; 8760.384
 387.06; 4714.989;    0.779; 8752.300
 387.23; 4716.022;    2.652; 8732.012
 387.39; 4705.143;    1.407; 8732.043
 387.55; 4694.791;    3.090; 8725.270
 387.72; 4688.264;    2.731; 8677.472
 387.88; 4717.692;    1.595; 8666.384
 388.04; 4766.989;   -0.583; 8635.938
 388.20; 4822.220;   -1.852; 8589.707
 388.37; 4935.604;   -3.431; 8534.186
 388.53; 5102.703;   -3.386; 8436.240
 388.69; 5299.429;   -3.840; 8314.138
 388.86; 5518.000;   -2.929; 8222.402
 389.02; 5688.044;   -1.945; 8095.433
 389.18; 5823.758;   -0.224; 7961.840
 389.35; 5937.758;    0.169; 7837.643
 389.51; 6014.527;    0.757; 7738.440
 389.67; 6085.846;    1.350; 7675.138
 389.83; 6131.011;    0.176; 7611.107
 390.00; 6205.539;    0.150; 7571.414
 390.16; 6280.769;   -0.252; 7510.393
 390.32; 6415.385;   -0.955; 7493.529
 390.49; 6530.879;   -1.090; 7432.622
 390.65; 6648.220;   -1.707; 7386.910
 390.81; 6704.461;   -0.767; 7319.440
 390.97; 6723.604;    0.140; 7272.014
 391.14; 6676.593;   -0.195; 7227.945
 391.30; 6582.857;   -1.326; 7202.176
 391.46; 6385.165;   -0.871; 7160.622
 391.63; 6156.396;   -1.002; 7194.348
 391.79; 5846.923;    0.119; 7205.183
 391.95; 5487.824;   -1.240; 7228.605
 392.11; 5061.385;   -0.862; 7214.897
 392.28; 4609.670;   -0.155; 7194.519
 392.44; 4163.319;    0.519; 7150.155
 392.60; 3785.626;   -0.755; 7094.414
 392.77; 3484.681;   -0.529; 6957.641
 392.93; 3305.890;   -0.745; 6788.176
 393.09; 3275.802;   -0.376; 6587.974
 393.25; 3418.594;   -1.317; 6388.081
 393.42; 3687.539;   -1.557; 6182.098
 393.58; 4084.923;   -1.679; 6019.367
 393.74; 4498.791;   -0.281; 5827.383
 393.91; 4938.725;    0.683; 5681.709
 394.07; 5361.209;    0.195; 5557.498
 394.23; 5806.945;    0.502; 5507.548
 394.39; 6158.352;    1.462; 5448.279
 394.56; 6438.989;    1.398; 5378.500
 394.72; 6600.725;    2.052; 5272.936
 394.88; 6704.527;    0.950; 5203.995
 395.05; 6707.495;    1.833; 5128.793
 395.21; 6610.066;    2.226; 5058.291
 395.37; 6363.846;    2.881; 4955.459
 395.53; 6042.593;    3.340; 4880.529
 395.70; 5634.132;    2.262; 4816.564
 395.86; 5214.681;    1.379; 4765.005
 396.02; 4816.549;    3.148; 4708.136
 396.18; 4501.011;    0.198; 4665.157
 396.35; 4321.473;    0.376; 4632.717
 396.51; 4279.473;   -0.260; 4584.643
 396.67; 4453.429;   -2.014; 4545.336
 396.83; 4817.143;   -1.831; 4509.776
 397.00; 5260.330;   -0.567; 4459.183
 397.16; 5832.352;   -1.517; 4454.090
 397.32; 6384.945;    0.329; 4418.631
 397.49; 6944.439;    0.055; 4397.014
 397.65; 7474.835;    0.167; 4385.107
 397.81; 7892.703;    1.617; 4346.291
 397.97; 8229.121;    2.043; 4305.783
 398.14; 8562.110;    1.769; 4284.862
 398.30; 8751.011;    2.148; 4194.155
 398.46; 8986.638;    1.626; 4124.462
 398.62; 9132.022;    1.043; 4013.117
 398.79; 9265.802;    0.569; 3897.881
 398.95; 9372.198;    0.700; 3788.012
 399.11; 9457.802;    0.969; 3670.348
 399.27; 9510.659;    2.281; 3554.098
 399.44; 9610.726;    0.798; 3465.072
 399.60; 9657.253;    1.052; 3363.098
 399.76; 9700.879;    1.312; 3278.671
 399.92; 9731.099;    1.871; 3192.717
 400.09; 9806.286;    0.493; 3122.510
 400.25; 9868.682;   -0.548; 3051.536
 400.41; 9974.638;   -2.679; 2986.176
 400.57;10051.626;   -2.110; 2912.764
 400.74;10134.506;   -2.755; 2841.510
 400.90;10245.077;   -3.205; 2775.250
 401.06;10384.835;   -4.088; 2714.671
 401.22;10486.703;   -4.605; 2641.183
 401.39;10599.077;   -2.736; 2576.529
 401.55;10641.209;   -2.062; 2500.774
 401.71;10670.638;   -1.774; 2432.348
 401.87;10684.770;   -0.729; 2373.412
 402.04;10670.242;    0.017; 2319.062
 402.20;10582.527;    0.662; 2255.183
 402.36;10507.033;    0.017; 2198.519
 402.52;10437.033;   -0.271; 2144.383
 402.69;10432.132;   -0.260; 2108.967
 402.85;10421.824;    0.576; 2065.793
 403.01;10448.615;   -0.107; 2019.233
 403.17;10518.967;    0.357; 1978.393
 403.34;10542.770;   -0.240; 1936.500
 403.50;10546.571;    1.433; 1897.155
 403.66;10539.209;    0.607; 1860.319
 403.82;10467.582;    0.948; 1807.793
 403.98;10462.022;   -0.402; 1776.395
 404.15;10405.209;   -0.862; 1743.041
 404.31;10337.450;   -1.774; 1708.167
 404.47;10392.770;   -1.424; 1680.431
 404.63;10449.626;   -1.517; 1651.757
 404.80;10460.770;   -1.138; 1615.926
 404.96;10530.198;   -0.917; 1594.643
 405.12;10464.857;   -0.148; 1553.679
 405.28;10434.462;   -0.145; 1515.319
 405.45;10382.176;    1.348; 1468.212
 405.61;10310.462;    0.740; 1421.214
 405.77;10242.967;    1.748; 1368.279
 405.93;10209.274;    1.902; 1324.176
 406.09;10202.571;    1.795; 1273.812
 406.26;10247.604;    1.512; 1227.824
 406.42;10276.770;    1.995; 1181.079
 406.58;10352.879;    1.321; 1147.195
 406.74;10349.736;    2.271; 1108.202
 406.91;10368.439;    2.045; 1076.243
 407.07;10483.055;    2.195; 1049.345
 407.23;10541.099;    1.436; 1020.929
 407.39;10668.857;    3.119; 1002.898
 407.55;10778.286;    4.093;  982.843
 407.72;10891.450;    4.157;  960.726
 407.88;11068.879;    3.626;  945.433
 408.04;11268.726;    3.262;  932.326
 408.20;11383.824;    2.769;  915.310
 408.37;11499.582;    2.843;  898.679
 408.53;11537.934;    0.836;  876.033
 408.69;11484.198;    0.805;  855.374
 408.85;11366.813;   -0.050;  835.443
 409.01;11173.604;    0.148;  814.450
 409.18;10931.429;   -1.460;  792.186
 409.34;10673.429;   -1.357;  767.488
 409.50;10409.890;   -1.221;  744.167
 409.66;10259.758;    0.205;  725.088
 409.82;10242.550;   -0.793;  707.852
 409.99;10307.450;   -0.414;  687.298
 410.15;10519.473;    0.160;  668.519
 410.31;10716.418;    2.014;  644.831
 410.47;11019.824;    0.740;  628.129
 410.63;11333.604;    2.043;  610.783
 410.80;11585.758;    0.464;  594.595
 410.96;11784.989;    0.433;  577.193
 411.12;11998.594;   -0.821;  563.786
 411.28;12071.538;   -1.100;  548.488
 411.45;12188.703;   -0.507;  539.290
 411.61;12209.692;    0.633;  526.202
 411.77;12222.374;   -0.964;  517.329
 411.93;12210.527;    0.462;  507.460
 412.09;12238.638;    0.636;  501.595
 412.26;12168.682;    2.262;  492.736
 412.42;12120.703;    1.388;  484.205
 412.58;12101.297;    0.510;  476.450
 412.74;12135.780;    0.750;  469.414
 412.90;12153.736;    1.348;  459.955
 413.06;12205.494;    0.017;  451.538
 413.23;12232.242;   -0.186;  439.402
 413.39;12274.813;   -0.269;  427.595
 413.55;12333.165;   -0.233;  416.840
 413.71;12334.682;    0.760;  404.443
 413.87;12269.121;   -0.138;  391.288
 414.04;12171.297;    0.112;  376.738
 414.20;12139.934;    1.271;  363.888
 414.36;12078.901;    1.236;  354.995
 414.52;12104.901;    1.738;  346.888
 414.68;12093.802;    1.836;  337.529
 414.85;12040.901;    1.024;  327.517
 415.01;12101.055;    1.017;  319.700
 415.17;12210.308;    1.624;  313.793
 415.33;12261.626;    0.350;  305.395
 415.49;12341.121;    0.957;  295.117
 415.66;12367.604;   -0.460;  285.671
 415.82;12400.418;   -0.062;  278.517
 415.98;12483.297;   -0.869;  273.071
 416.14;12475.714;   -1.024;  267.688
 416.30;12348.571;   -2.240;  259.995
 416.46;12179.362;   -2.167;  254.107
 416.63;12049.934;   -3.145;  250.062
 416.79;11869.692;   -2.157;  244.574
 416.95;11725.494;   -1.755;  239.824
 417.11;11634.000;   -1.462;  233.955
 417.27;11574.989;   -0.526;  228.100
 417.44;11563.846;    0.900;  224.898
 417.60;11547.033;    1.502;  220.786
 417.76;11518.615;    2.795;  215.621
 417.92;11554.462;    1.283;  211.710
 418.08;11616.594;    1.529;  206.402
 418.24;11616.527;    0.864;  203.833
 418.41;11604.638;    0.995;  200.012
 418.57;11644.044;   -0.802;  195.852
 418.73;11657.341;   -0.862;  192.088
 418.89;11668.176;   -2.412;  189.300
 419.05;11583.318;   -0.138;  185.164
 419.21;11500.923;   -1.926;  183.452
 419.38;11452.462;   -0.757;  179.498
 419.54;11474.198;   -1.640;  177.871
 419.70;11495.758;   -1.367;  175.231
 419.86;11657.758;   -1.517;  173.719
 420.02;11787.978;   -1.224;  172.564
 420.18;12030.330;   -2.517;  172.890
 420.35;12201.956;   -2.100;  171.136
 420.51;12355.868;   -2.707;  171.214
 420.67;12389.033;   -2.176;  168.602
 420.83;12496.352;   -2.212;  168.681
 420.99;12481.956;   -1.662;  166.555
 421.15;12439.561;   -0.193;  164.757
 421.32;12245.648;   -0.310;  161.736
 421.48;12109.846;   -0.212;  159.405
 421.64;11935.890;    0.414;  156.421
 421.80;11756.747;    0.560;  153.576
 421.96;11550.967;   -1.043;  150.183
 422.12;11425.011;   -1.040;  148.214
 422.28;11325.561;   -1.567;  144.507
 422.45;11367.121;   -2.164;  142.224
 422.61;11451.450;   -1.157;  139.660
 422.77;11566.989;   -0.850;  135.957
 422.93;11676.857;   -0.262;  132.660
 423.09;11761.230;    1.493;  128.719
 423.25;11904.418;    1.748;  125.688
 423.42;12094.286;    1.998;  124.005
 423.58;12173.956;    3.243;  120.888
 423.74;12196.835;    2.198;  119.290
 423.90;12216.286;    1.814;  119.126
 424.06;12312.791;    1.198;  118.843
 424.22;12330.220;    3.110;  117.364
 424.38;12257.143;    3.188;  116.776
 424.55;12169.429;    2.500;  114.298
 424.71;12125.055;    2.683;  114.624
 424.87;12120.550;    3.052;  111.621
 425.03;12157.362;    2.455;  109.500
 425.19;12153.956;    3.110;  108.060
 425.35;12250.462;    1.026;  107.643
 425.51;12357.341;    0.433;  103.917
 425.68;12389.494;    0.912;  103.157
 425.84;12437.736;   -0.338;   99.307
 426.00;12425.758;   -0.888;   99.138
 426.16;12361.912;   -0.443;   97.831
 426.32;12280.791;   -2.336;   95.948
 426.48;12133.824;   -0.986;   95.317
 426.64;11957.055;   -1.412;   93.795
 426.81;11898.439;   -1.700;   91.974
 426.97;11965.978;   -1.307;   92.243
 427.13;11985.561;   -0.995;   91.688
 427.29;12021.450;   -1.793;   91.310
 427.45;12099.714;   -0.567;   91.212
 427.61;12163.780;   -1.450;   91.052
 427.77;12203.055;   -0.967;   92.974
 427.93;12247.912;   -0.393;   93.871
 428.10;12147.978;   -1.662;   92.907
 428.26;12115.604;   -1.574;   93.405
 428.42;12060.462;   -0.490;   94.860
 428.58;11937.362;    0.169;   95.767
 428.74;11771.626;   -0.900;   94.812
 428.90;11570.594;   -2.402;   94.424
 429.06;11270.483;   -3.052;   95.012
 429.22;11004.439;   -1.355;   97.376
 429.39;10602.483;   -0.624;   98.069
 429.55;10179.165;    0.007;   98.186
 429.71; 9827.758;   -0.738;   97.260
 429.87; 9579.736;   -0.602;   98.214
 430.03; 9462.088;    0.300;   96.355
 430.19; 9477.934;    0.007;   96.110
 430.35; 9586.132;    0.024;   92.698
 430.51; 9967.692;   -0.755;   91.090
 430.68;10615.802;   -1.995;   87.993
 430.84;11269.582;   -1.393;   85.681
 431.00;12044.242;   -0.110;   83.402
 431.16;12706.330;    1.493;   84.005
 431.32;13114.352;    2.243;   81.793
 431.48;13522.550;    2.464;   81.890
 431.64;13772.462;    3.471;   79.507
 431.80;13729.714;    3.474;   78.814
 431.96;13754.308;    2.738;   79.393
 432.13;13717.670;    2.883;   79.871
 432.29;13744.066;    1.805;   79.783
 432.45;13904.483;    1.883;   80.510
 432.61;13902.879;    1.986;   81.088
 432.77;13930.110;    1.655;   83.595
 432.93;13878.308;    2.833;   84.079
 433.09;13701.055;    3.455;   83.395
 433.25;13418.264;    3.110;   82.212
 433.41;13192.176;    2.893;   82.157
 433.58;13127.318;    3.995;   81.088
 433.74;13098.550;    3.960;   80.433
 433.90;13090.659;    3.614;   78.002
 434.06;13278.594;    2.817;   76.767
 434.22;13531.230;    1.338;   76.336
 434.38;13847.912;   -0.660;   77.014
 434.54;14058.571;   -1.024;   75.736
 434.70;14186.066;   -2.936;   75.471
 434.86;14418.352;   -4.624;   75.593
 435.02;14723.956;   -5.298;   77.405
 435.19;14924.638;   -5.243;   77.298
 435.35;15147.209;   -4.126;   77.871
 435.51;15404.198;   -2.071;   77.726
 435.67;15725.318;   -1.364;   78.652
 435.83;15848.066;   -1.081;   78.717
 435.99;15900.659;   -0.726;   78.967
 436.15;15737.868;    1.405;   77.393
 436.31;15757.890;    0.379;   77.110
 436.47;15695.802;    0.786;   76.774
 436.63;15654.945;    0.169;   76.148
 436.79;15446.396;   -1.652;   75.517
 436.96;15373.187;   -2.260;   75.757
 437.12;15237.912;   -2.033;   74.155
 437.28;15157.538;   -2.764;   73.319
 437.44;14936.550;   -1.310;   74.269
 437.60;14720.439;   -2.745;   73.986
 437.76;14344.857;   -1.948;   73.507
 437.92;14188.264;   -0.164;   74.395
 438.08;14024.550;    0.033;   73.688
 438.24;14099.692;    0.121;   74.890
 438.40;14200.594;   -0.976;   74.764
 438.56;14334.594;   -2.231;   73.624
 438.73;14603.758;   -1.233;   73.831
 438.89;14926.110;   -1.488;   74.729
 439.05;15070.000;   -0.833;   72.345
 439.21;15303.033;   -1.726;   73.252
 439.37;15350.000;   -1.071;   72.393
 439.53;15399.429;   -0.764;   75.205
 439.69;15475.626;   -1.005;   76.640
 439.85;15553.011;   -0.688;   76.319
 440.01;15609.692;   -1.395;   75.440
 440.17;15842.286;   -1.964;   77.490
 440.33;16004.110;   -1.681;   76.412
 440.49;16169.362;   -1.536;   78.643
 440.65;16363.934;    0.262;   77.907
 440.82;16747.297;    1.693;   78.624
 440.98;16795.318;    0.452;   79.698
 441.14;16946.109;    0.807;   80.319
 441.30;17033.297;    0.605;   79.469
 441.46;17061.494;    1.683;   80.833
 441.62;17173.912;    1.938;   79.564
 441.78;17297.494;   -0.774;   79.929
 441.94;17215.100;   -1.233;   79.250
 442.10;17251.604;   -0.993;   78.224
 442.26;17188.066;   -0.890;   79.107
 442.42;17133.188;   -1.307;   79.671
 442.58;17163.230;   -1.376;   79.260
 442.74;17103.385;   -2.755;   79.310
 442.90;16981.912;   -2.119;   79.564
 443.06;16867.297;   -2.736;   80.014
 443.22;16926.133;   -1.614;   80.221
 443.39;17102.109;   -2.126;   80.157
 443.55;17228.945;   -2.329;   81.688
 443.71;17204.000;   -2.917;   82.624
 443.87;17219.539;   -2.071;   83.479
 444.03;17323.736;   -1.860;   83.310
 444.19;17360.637;   -1.224;   83.183
 444.35;17246.594;   -2.145;   84.129
 444.51;17110.439;   -1.643;   83.726
 444.67;16953.627;   -1.202;   83.119
 444.83;16908.506;    0.033;   83.402
 444.99;16729.758;    0.083;   82.852
 445.15;16578.879;   -0.062;   82.107
 445.31;16496.439;   -0.574;   81.710
 445.47;16512.066;   -0.252;   82.002
 445.63;16442.637;   -0.926;   81.824
 445.79;16539.539;   -0.224;   82.631
 445.95;16666.021;   -0.202;   80.910
 446.11;16909.385;    0.214;   80.593
 446.28;17103.164;   -0.574;   79.957
 446.44;17283.934;   -0.262;   79.421
 446.60;17584.703;   -0.183;   79.376
 446.76;17752.154;    0.433;   78.650
 446.92;17775.076;   -0.821;   77.376
 447.08;17827.494;   -2.110;   79.040
 447.24;17860.836;   -2.660;   79.795
 447.40;17945.648;   -1.062;   81.231
 447.56;17856.924;   -1.040;   82.005
 447.72;17641.076;   -1.348;   80.755
 447.88;17724.484;   -1.926;   82.633
 448.04;17838.439;   -0.519;   84.069
 448.20;17861.891;    0.874;   83.890
 448.36;17902.660;    1.938;   83.421
 448.52;17781.188;    2.255;   83.929
 448.68;17857.385;    3.119;   84.069
 448.84;18009.846;    3.226;   86.329
 449.00;18135.318;    3.605;   85.469
 449.16;18243.736;    2.712;   84.490
 449.32;18363.230;    2.014;   83.936
 449.48;18540.000;    0.188;   84.271
 449.64;18704.725;   -2.043;   83.802
 449.80;18932.352;   -2.402;   84.710
 449.96;19116.900;   -1.900;   83.660
 450.12;19145.803;   -2.536;   83.519
 450.28;19158.748;   -3.376;   83.507
 450.44;19164.615;   -2.974;   84.567
 450.60;19083.188;   -2.119;   84.974
 450.77;19062.418;   -0.374;   84.071
 450.93;18937.779;   -0.690;   83.393
 451.09;18765.406;   -1.536;   84.281
 451.25;18636.770;   -0.881;   85.279
 451.41;18501.143;   -0.812;   85.471
 451.57;18292.988;   -1.424;   84.793
 451.73;18143.340;   -1.288;   84.652
 451.89;18040.725;   -1.357;   84.774
 452.05;17890.945;   -2.279;   84.452
 452.21;17742.088;   -1.205;   83.955
 452.37;17617.846;   -1.669;   83.595
 452.53;17555.494;    0.386;   82.840
 452.69;17665.363;   -0.355;   82.529
 452.85;17662.264;   -0.129;   81.955
 453.01;17704.748;    0.426;   81.967
 453.17;17793.516;    1.490;   82.736
 453.33;17907.516;   -0.507;   82.786
 453.49;18026.484;    1.186;   81.117
 453.65;18227.033;   -0.336;   81.300
 453.81;18203.363;   -0.538;   81.431
 453.97;18353.715;   -0.926;   82.433
 454.13;18411.715;   -1.557;   83.498
 454.29;18408.615;   -1.393;   85.367
 454.45;18512.242;   -0.014;   85.574
 454.61;18597.582;    0.102;   87.814
 454.77;18555.670;    0.576;   89.174
 454.93;18666.373;   -0.364;   89.005
 455.09;18757.604;    1.033;   89.250
 455.25;18909.715;    0.312;   89.719
 455.41;19076.242;   -1.224;   88.002
 455.57;19183.340;   -1.860;   88.871
 455.73;19184.373;   -3.043;   88.964
 455.89;19236.352;   -3.707;   88.195
 456.05;19509.428;   -0.910;   89.764
 456.21;19591.779;   -2.640;   90.643
 456.37;19642.527;   -1.567;   90.450
 456.53;19825.539;   -0.507;   91.433
 456.69;19883.715;    0.138;   90.602
 456.85;19877.143;    0.198;   91.529
 457.01;19974.660;    0.890;   92.498
 457.17;19780.309;    0.407;   93.624
 457.33;19767.318;    1.348;   94.460
 457.49;19723.121;    0.083;   94.300
 457.65;19462.000;   -0.043;   93.869
 457.81;19406.461;   -0.479;   95.176
 457.97;19558.176;   -0.595;   95.240
 458.13;19557.318;   -1.440;   96.224
 458.29;19611.670;   -2.281;   95.517
 458.45;19808.439;   -2.155;   95.700
 458.61;19922.615;   -1.443;   97.869
 458.77;20091.691;   -2.079;   98.176
 458.93;20040.594;   -1.957;   97.469
 459.09;19949.582;   -2.326;   98.729
 459.25;19810.527;   -1.881;   98.117
 459.41;19826.813;   -1.917;   98.157
 459.57;19788.021;   -2.157;   97.612
 459.73;19770.373;   -2.688;   96.929
 459.89;19927.188;   -1.729;   97.507
 460.05;20216.000;   -0.907;   98.995
 460.21;20571.803;   -0.871;   99.050
 460.37;20878.637;   -1.307;   99.110
