Dates,Max,std
2007-04-01 00:00:00,0.27,0.0516
2007-05-01 00:00:00,0.27,0.0299
2007-06-01 00:00:00,0.28,0.0305
2007-07-01 00:00:00,0.27,0.0284
2007-08-01 00:00:00,0.26,0.0466
2007-09-01 00:00:00,0.26,0.0386
2007-10-01 00:00:00,0.23,0.051
2007-11-01 00:00:00,0.2,0.0305
2007-12-01 00:00:00,0.17,0.0168
2008-01-01 00:00:00,0.18,0.0292
2008-02-01 00:00:00,0.22,0.0186
2008-03-01 00:00:00,0.26,0.0225
2008-04-01 00:00:00,0.27,0.029
2008-05-01 00:00:00,0.26,0.0415
2008-06-01 00:00:00,0.26,0.032
2008-07-01 00:00:00,0.22,0.037
2008-08-01 00:00:00,0.21,0.037
2008-09-01 00:00:00,0.17,0.0509
2008-10-01 00:00:00,0.17,0.0412
2008-11-01 00:00:00,0.16,0.0227
2008-12-01 00:00:00,0.12,0.0112
2009-01-01 00:00:00,0.2,0.0469
2009-02-01 00:00:00,0.22,0.0274
2009-03-01 00:00:00,0.24,0.0317
2009-04-01 00:00:00,0.25,0.0425
2009-05-01 00:00:00,0.25,0.0435
2009-06-01 00:00:00,0.26,0.0288
2009-07-01 00:00:00,0.25,0.0259
2009-08-01 00:00:00,0.25,0.0336
2009-09-01 00:00:00,0.22,0.0517
2009-10-01 00:00:00,0.21,0.0328
2009-11-01 00:00:00,0.17,0.0166
2009-12-01 00:00:00,0.16,0.0234
2010-01-01 00:00:00,0.17,0.0415
2010-02-01 00:00:00,0.21,0.0527
2010-03-01 00:00:00,0.24,0.0392
2010-04-01 00:00:00,0.27,0.0306
2010-05-01 00:00:00,0.25,0.023
2010-06-01 00:00:00,0.24,0.0269
2010-07-01 00:00:00,0.22,0.0594
2010-08-01 00:00:00,0.24,0.0391
2010-09-01 00:00:00,0.23,0.0398
2010-10-01 00:00:00,0.22,0.0307
2010-11-01 00:00:00,0.17,0.0213
2010-12-01 00:00:00,0.14,0.0101
2011-01-01 00:00:00,0.18,0.0218
2011-02-01 00:00:00,0.2,0.018
2011-03-01 00:00:00,0.23,0.0193
2011-04-01 00:00:00,0.26,0.0276
2011-05-01 00:00:00,0.26,0.0194
2011-06-01 00:00:00,0.26,0.0481
2011-07-01 00:00:00,0.27,0.0375
2011-08-01 00:00:00,0.27,0.0266
2011-09-01 00:00:00,0.26,0.0421
2011-10-01 00:00:00,0.22,0.0257
2011-11-01 00:00:00,0.18,0.021
2011-12-01 00:00:00,0.16,0.0126
2012-01-01 00:00:00,0.17,0.0184
2012-02-01 00:00:00,0.2,0.0417
2012-03-01 00:00:00,0.24,0.021
2012-04-01 00:00:00,0.26,0.0214
2012-05-01 00:00:00,0.25,0.0441
2012-06-01 00:00:00,0.25,0.0476
2012-07-01 00:00:00,0.25,0.0415
2012-08-01 00:00:00,0.24,0.0515
2012-09-01 00:00:00,0.25,0.0244
2012-10-01 00:00:00,0.24,0.0266
2012-11-01 00:00:00,0.18,0.0274
2012-12-01 00:00:00,0.17,0.013
2013-01-01 00:00:00,0.18,0.0254
2013-02-01 00:00:00,0.24,0.0227
2013-03-01 00:00:00,0.26,0.0477
2013-04-01 00:00:00,0.27,0.0352
2013-05-01 00:00:00,0.26,0.0349
2013-06-01 00:00:00,0.25,0.0407
2013-07-01 00:00:00,0.26,0.0341
2013-08-01 00:00:00,0.25,0.0367
2013-09-01 00:00:00,0.21,0.0573
2013-10-01 00:00:00,0.2,0.0461
2013-11-01 00:00:00,0.18,0.0271
2013-12-01 00:00:00,0.15,0.0209
2014-01-01 00:00:00,0.15,0.019
2014-02-01 00:00:00,0.19,0.0188
2014-03-01 00:00:00,0.26,0.0396
2014-04-01 00:00:00,0.27,0.0305
2014-05-01 00:00:00,0.26,0.0429
2014-06-01 00:00:00,0.27,0.0317
2014-07-01 00:00:00,0.27,0.0333
2014-08-01 00:00:00,0.27,0.0267
2014-09-01 00:00:00,0.25,0.0363
2014-10-01 00:00:00,0.23,0.0355
2014-11-01 00:00:00,0.2,0.0195
2014-12-01 00:00:00,0.17,0.0266
2015-01-01 00:00:00,0.18,0.031
2015-02-01 00:00:00,0.22,0.0352
2015-03-01 00:00:00,0.25,0.0385
2015-04-01 00:00:00,0.25,0.038
2015-05-01 00:00:00,0.25,0.0406
2015-06-01 00:00:00,0.25,0.0277
2015-07-01 00:00:00,0.25,0.0221
2015-08-01 00:00:00,0.25,0.0226
2015-09-01 00:00:00,0.23,0.0516
2015-10-01 00:00:00,0.21,0.0536
2015-11-01 00:00:00,0.18,0.0346
2015-12-01 00:00:00,0.15,0.0256
2016-01-01 00:00:00,0.16,0.0418
2016-02-01 00:00:00,0.2,0.0276
2016-03-01 00:00:00,0.24,0.0611
2016-04-01 00:00:00,0.27,0.0496
2016-05-01 00:00:00,0.28,0.0345
2016-06-01 00:00:00,0.28,0.037
2016-07-01 00:00:00,0.29,0.0272
2016-08-01 00:00:00,0.29,0.0259
2016-09-01 00:00:00,0.28,0.0226
2016-10-01 00:00:00,0.25,0.037
2016-11-01 00:00:00,0.2,0.0397
2016-12-01 00:00:00,0.2,0.0196
2017-01-01 00:00:00,0.2,0.0164
2017-02-01 00:00:00,0.23,0.0265
2017-03-01 00:00:00,0.27,0.0389
2017-04-01 00:00:00,0.29,0.0329
2017-05-01 00:00:00,0.27,0.0235
2017-06-01 00:00:00,0.3,0.0356
2017-07-01 00:00:00,0.29,0.029
2017-08-01 00:00:00,0.28,0.0407
2017-09-01 00:00:00,0.26,0.0439
2017-10-01 00:00:00,0.24,0.0279
2017-11-01 00:00:00,0.2,0.0193
2017-12-01 00:00:00,0.16,0.0163
2018-01-01 00:00:00,0.16,0.0205
2018-02-01 00:00:00,0.22,0.0183
2018-03-01 00:00:00,0.26,0.0248
2018-04-01 00:00:00,0.26,0.0227
2018-05-01 00:00:00,0.29,0.0249
2018-06-01 00:00:00,0.31,0.0405
2018-07-01 00:00:00,0.3,0.0194
2018-08-01 00:00:00,0.31,0.027
2018-09-01 00:00:00,0.3,0.0126
2018-10-01 00:00:00,0.26,0.0337
2018-11-01 00:00:00,0.22,0.0414
2018-12-01 00:00:00,0.22,0.0258
2019-01-01 00:00:00,0.22,0.0259
2019-02-01 00:00:00,0.27,0.0358
2019-03-01 00:00:00,0.31,0.0304
2019-04-01 00:00:00,0.3,0.0373
2019-05-01 00:00:00,0.28,0.0318
2019-06-01 00:00:00,0.31,0.0369
2019-07-01 00:00:00,0.31,0.025
2019-08-01 00:00:00,0.33,0.0273
2019-09-01 00:00:00,0.31,0.0325
2019-10-01 00:00:00,0.27,0.0426
2019-11-01 00:00:00,0.23,0.0227
2019-12-01 00:00:00,0.18,0.0231
2020-01-01 00:00:00,0.2,0.0309
2020-02-01 00:00:00,0.25,0.0233
2020-03-01 00:00:00,0.29,0.0295
2020-04-01 00:00:00,0.31,0.02
2020-05-01 00:00:00,0.3,0.0287
2020-06-01 00:00:00,0.34,0.0326
2020-07-01 00:00:00,0.33,0.0266
2020-08-01 00:00:00,0.32,0.0277
2020-09-01 00:00:00,0.29,0.0497
2020-10-01 00:00:00,0.28,0.0289
2020-11-01 00:00:00,0.22,0.0255
