Dates,Max,std
2017-03-01 00:00:00,57.58,7.4147
2017-04-01 00:00:00,57.21,6.2109
2017-05-01 00:00:00,53.02,3.4728
2017-06-01 00:00:00,56.69,4.5984
2017-07-01 00:00:00,55.5,5.2332
2017-08-01 00:00:00,55.52,7.2296
2017-09-01 00:00:00,50.34,8.2326
2017-10-01 00:00:00,49.41,4.2733
2017-11-01 00:00:00,43.93,2.5449
2017-12-01 00:00:00,38.79,2.3656
2018-01-01 00:00:00,38.32,3.5466
2018-02-01 00:00:00,45.86,2.9144
2018-03-01 00:00:00,51.62,2.8591
2018-04-01 00:00:00,52.9,2.6467
2018-05-01 00:00:00,55.45,3.774
2018-06-01 00:00:00,56.5,5.0444
2018-07-01 00:00:00,56.09,2.461
2018-08-01 00:00:00,57.75,4.0202
2018-09-01 00:00:00,56.62,2.4138
2018-10-01 00:00:00,48.7,6.0748
2018-11-01 00:00:00,41.0,7.6264
2018-12-01 00:00:00,39.13,3.6881
2019-01-01 00:00:00,40.46,3.9256
2019-02-01 00:00:00,48.31,4.4753
2019-03-01 00:00:00,52.42,3.5079
2019-04-01 00:00:00,52.25,4.8032
2019-05-01 00:00:00,52.65,4.9985
2019-06-01 00:00:00,56.52,6.3711
2019-07-01 00:00:00,58.73,4.3897
2019-08-01 00:00:00,60.01,2.3116
2019-09-01 00:00:00,55.24,5.8571
2019-10-01 00:00:00,50.25,7.0162
2019-11-01 00:00:00,45.08,2.9384
2019-12-01 00:00:00,38.41,3.8268
2020-01-01 00:00:00,40.2,5.2106
2020-02-01 00:00:00,47.18,2.8775
2020-03-01 00:00:00,52.49,3.3619
2020-04-01 00:00:00,55.17,2.0236
2020-05-01 00:00:00,56.05,2.9085
2020-06-01 00:00:00,58.8,5.033
2020-07-01 00:00:00,58.26,4.2742
2020-08-01 00:00:00,56.73,4.9369
2020-09-01 00:00:00,52.84,8.5196
2020-10-01 00:00:00,51.89,3.5838
2020-11-01 00:00:00,43.48,3.4425
