Lon	I-H-1127	I-H-1138	I-P-1140	O-H-1124	O-P-1128	O-H-1136
635.32	21129.663	16580.29	18102.862	35813.247	23518.917	28419.653
635.47	21063.893	16552.696	18060.432	35742.969	23462.487	28355.035
635.62	20974.941	16475.459	17981.941	35607.58	23367.843	28241.81
635.77	20974.96	16474.839	17973.917	35617.245	23365.202	28236.345
635.92	20957.2	16448.179	17939.63	35588.741	23325.312	28203.454
636.07	20999.691	16482.121	17986.779	35682.681	23387.472	28278.791
636.22	21025.969	16515.76	18032.924	35749.946	23417.903	28331.651
636.37	21108.42	16564.738	18098.849	35874.707	23499.058	28441.146
636.52	21138.852	16580.159	18113.368	35924.634	23522.653	28477.413
636.67	21215.516	16652.582	18182.076	36042.463	23610.285	28579.846
636.82	21247.843	16671.261	18205.745	36096.743	23651.073	28629.304
636.97	21297.39	16733.839	18265.223	36196.159	23716.686	28723.872
637.12	21291.39	16729.886	18257.028	36177.52	23700.071	28704.807
637.27	21312.337	16733.007	18271.821	36202.974	23724.425	28729.064
637.42	21285.942	16719.163	18258.79	36181.438	23724.469	28710.26
637.57	21286.81	16719.525	18269.327	36193.489	23731.382	28714.173
637.72	21281.328	16694.636	18248.197	36167.33	23705.879	28695.361
637.87	21263.883	16696.555	18240.555	36184.279	23695.356	28698.543
638.02	21240.057	16666.376	18206.487	36156.608	23659.464	28655.893
638.17	21222.496	16665.803	18197.099	36149.967	23652.254	28656.275
638.32	21190.04	16646.249	18160.512	36092.964	23613.27	28625.128
638.47	21154.269	16624.61	18127.423	36043.06	23557.171	28563.565
638.62	21103.358	16574.643	18074.315	35947.776	23500.26	28502.315
638.77	21043.485	16526.618	18019.452	35842.913	23435.397	28414.848
638.93	20953.559	16450.777	17930.58	35681.623	23329.932	28297.262
639.08	20846.306	16373.173	17842.8	35514.745	23227.755	28177.228
639.23	20795.463	16320.947	17801.1	35424.452	23155.266	28094.421
639.38	20742.757	16269.846	17757.318	35357.529	23107.681	28009.505
639.53	20675.979	16205.024	17692.958	35240.837	23025.936	27933.706
639.68	20634.797	16175.116	17657.842	35179.191	22986.621	27880.27
639.83	20576.032	16145.472	17621.847	35110.78	22938.032	27829.011
639.98	20557.084	16138.591	17607.25	35082.842	22925.92	27801.108
640.13	20530.191	16109.785	17594.467	35032.412	22893.949	27757.764
640.28	20515.707	16104.949	17568.246	35019.049	22887.75	27746.674
640.43	20461.29	16061.102	17513.081	34923.157	22807.553	27682.706
640.58	20424.201	16053.618	17499.685	34900.245	22798.794	27660.091
640.73	20386.341	16021.142	17465.735	34838.802	22743.505	27611.099
640.88	20367.985	16003.205	17453.228	34833.657	22728.601	27597.061
641.03	20359.945	15985.166	17451.342	34802.166	22711.527	27572.748
641.18	20374.368	15996.05	17449.193	34820.433	22707.599	27585.423
641.33	20377.162	15985.766	17454.623	34805.666	22703.207	27586.931
641.48	20403.949	16012.443	17487.388	34866.541	22743.904	27621.113
641.63	20443.726	16024.331	17501.759	34920.89	22764.584	27661.32
641.78	20489.413	16072.808	17537.071	34990.862	22814.774	27718.71
641.93	20518.009	16094.701	17558.943	35031.833	22836.537	27755.955
642.08	20556.098	16129.076	17596.153	35102.471	22880.669	27815.856
642.23	20567.615	16143.209	17611.934	35135.197	22917.615	27845.824
642.38	20570.359	16141.756	17618.238	35153.438	22904.822	27847.041
642.53	20544.007	16123.16	17588.853	35101.874	22871.634	27811.974
642.67	20510.02	16110.119	17570.998	35041.055	22830.856	27775.889
642.82	20457.905	16062.906	17536.159	34978.501	22772.829	27718.489
642.97	20434.63	16057.279	17516.62	34965.577	22758.366	27699.048
643.12	20392.326	16014.821	17481.174	34918.414	22713.008	27654.272
643.27	20401.239	16021.997	17494.833	34953.196	22722.161	27674.842
643.42	20342.352	15997.242	17460.34	34871.471	22673.01	27618.803
643.57	20339.669	15999.152	17463.987	34881.339	22688.065	27634.372
643.72	20341.185	15991.987	17477.812	34898.22	22697.163	27630.032
643.87	20350.404	16003.381	17482.283	34899.898	22708.601	27639.789
644.02	20317.933	15968.779	17451.351	34848.857	22669.691	27604.406
644.17	20278.104	15957.367	17428.752	34804.17	22627.246	27569.686
644.32	20185.666	15884.425	17344.799	34644.37	22513.909	27442.602
644.47	20128.074	15837.579	17297.622	34570.316	22454.667	27377.986
644.62	20069.699	15792.72	17255.82	34500.183	22379.566	27302.193
644.77	20025.62	15762.862	17200.488	34418.454	22329.972	27241.245
644.92	19950.412	15696.203	17139.83	34313.246	22251.927	27139.609
645.07	19878.236	15646.378	17074.115	34171.115	22170.851	27028.763
645.22	19816.131	15589.263	17004.274	34042.129	22092.637	26938.165
645.37	19760.856	15550.141	16961.965	33961.469	22045.999	26884.174
645.52	19732.898	15519.656	16932.25	33913.796	22019.029	26841.392
645.67	19689.659	15475.516	16888.263	33810.626	21965.79	26771.484
645.82	19625.333	15426.861	16843.85	33714.893	21891.905	26698.708
645.97	19597.597	15389.652	16809.608	33648.454	21843.399	26659.554
646.12	19577.635	15358.548	16797.075	33622.887	21809.307	26619.889
646.27	19558.276	15329.76	16777.979	33582.673	21788.298	26590.606
646.42	19535.779	15302.494	16750.824	33546.525	21754.482	26546.339
646.57	19534.416	15293.635	16742.558	33538.988	21740.043	26532.195
646.72	19477.662	15262.091	16703.607	33473.598	21685.947	26475.738
646.87	19448.665	15226.787	16664.898	33418.997	21654.908	26428.601
647.02	19387.306	15180.877	16605.955	33321.789	21601.789	26349.997
647.17	19362.054	15172.262	16585.493	33289.132	21587.636	26341.899
647.32	19327.354	15154.64	16571.585	33267.95	21564.345	26317.52
647.47	19326.987	15158.999	16568.538	33272.7	21564.569	26317.075
647.62	19301.345	15145.906	16545.665	33235.126	21541.411	26299.73
647.77	19292.012	15146.046	16540.86	33246.034	21539.706	26300.563
647.92	19283.141	15143.306	16540.602	33241.625	21531.647	26292.823
648.06	19296.106	15170.183	16569.085	33294.878	21550.436	26329.36
648.21	19204.873	15093.082	16485.455	33150.039	21442.346	26211.258
648.36	19120.507	15022.761	16404.607	32993.035	21344.685	26087.212
648.51	18962.83	14899.434	16289.126	32735.467	21178.545	25903.896
648.66	18821.112	14792.595	16167.144	32515.53	21033.024	25723.112
648.81	18663.885	14656.886	16028.688	32235.776	20845.094	25498.094
648.96	18546.162	14568.018	15930.919	32047.523	20720.138	25353.611
649.11	18418.272	14468.459	15829.712	31836.757	20580.581	25189.009
649.26	18425.164	14478.317	15846.625	31848.725	20580.373	25187.119
649.41	18476.963	14532.907	15904.71	31960.721	20647.885	25286.336
649.56	18627.419	14645.539	16032.835	32213.922	20810.758	25484.846
649.71	18761.303	14733.688	16148.611	32418.336	20943.479	25653.051
649.86	18973.329	14892.725	16318.879	32751.087	21165.066	25936.341
650.01	19096.565	14984.685	16429.498	32976.588	21297.729	26099.828
650.16	19224.554	15088.916	16531.86	33197.52	21425.872	26269.366
650.31	19271.721	15118.084	16559.602	33284.534	21479.787	26351.69
650.46	19244.882	15084.058	16519.179	33229.277	21430.597	26290.619
650.61	19162.123	15019.167	16441.871	33094.232	21334.189	26177.695
650.75	19074.647	14957.119	16369.69	32961.02	21236.711	26066.184
650.9	18933.432	14849.552	16252.08	32748.266	21100.135	25892.299
651.05	18827.508	14779.694	16157.101	32573.178	20983.684	25763.969
651.2	18724.671	14698.156	16075.012	32397.88	20883.902	25636.947
651.35	18670.352	14651.373	16027.637	32303.803	20825.736	25549.231
651.5	18649.435	14634.04	16008.216	32272.139	20809.15	25519.029
651.65	18669.879	14651.164	16028.658	32313.482	20835.373	25555.088
651.8	18716.331	14689.023	16053.485	32382.288	20876.44	25616.034
651.95	18756.358	14725.512	16090.259	32468.315	20916.051	25666.403
652.1	18793.179	14743.497	16112.046	32515.222	20944.452	25709.189
652.25	18825.228	14757.811	16121.064	32572.746	20969.228	25741.076
652.4	18827.357	14762.555	16129.083	32579.248	20978.808	25755.105
652.55	18843.409	14780.255	16151.376	32603.497	20988.77	25791.3
652.7	18821.242	14769.144	16121.913	32560.824	20971.33	25757.957
652.85	18787.346	14750.697	16103.489	32528.577	20959.874	25728.204
652.99	18756.94	14721.764	16068.38	32477.71	20927.731	25699.765
653.14	18729.128	14701.798	16053.358	32452.38	20918.095	25678.644
653.29	18667.205	14661.919	16015.479	32365.072	20868.633	25611.83
653.44	18608.685	14635.378	15973.532	32288.027	20808.466	25557.499
653.59	18523.485	14566.199	15900.199	32154.672	20693.397	25436.155
653.74	18424.601	14493.492	15819.425	32004.031	20566.359	25295.086
653.89	18300.54	14384.529	15712.375	31786.979	20418.364	25128.067
654.04	18201.511	14311.324	15627.675	31602.302	20299.621	24992.082
654.19	18071.395	14201.186	15507.625	31356.91	20130.889	24784.988
654.34	17953.12	14100.647	15401.043	31152.592	19982.262	24617.977
654.49	17805.792	13965.693	15261.144	30886.913	19813.464	24403.649
654.64	17659.321	13845.045	15123.727	30643.584	19663.012	24201.188
654.78	17447.882	13675.167	14947.321	30297.837	19441.355	23929.564
654.93	17136	13428.406	14671.483	29762.197	19094.548	23493.691
655.08	16715.242	13089.208	14329.802	29049.55	18643.615	22921.845
655.23	16291.322	12767.245	13977.268	28356.686	18190.883	22373.543
655.38	15863.157	12422.224	13600.048	27620.498	17698.432	21776.662
655.53	15472.82	12117.71	13276.743	26985.435	17265.304	21256.227
655.68	15078.407	11815.539	12953.451	26314.868	16842.473	20741.364
655.83	14818.63	11613.322	12729.19	25854.059	16541.971	20386.344
655.98	14753.639	11575.122	12691.672	25783.947	16478.583	20327.54
656.13	14900.316	11704.634	12808.854	26056.095	16635.173	20539.986
656.28	15155.247	11906.84	13025.939	26484.147	16919.796	20895.477
656.42	15495.254	12176.892	13327.968	27069.013	17303.254	21356.111
656.57	15842.527	12451.527	13620.648	27643.823	17687.78	21820.78
656.72	16231.695	12756.498	13943.179	28321.278	18115.651	22352.993
656.87	16579.272	13012.403	14238.974	28923.996	18507.864	22835.327
657.02	16914.662	13265.53	14504.08	29463.674	18859.937	23266.859
657.17	17103.591	13410.217	14673.009	29787.613	19068.492	23512.042
657.32	17245.945	13516.77	14799.539	30046.297	19230.693	23701.881
657.47	17327.671	13588.846	14863.506	30181.758	19330.286	23832.913
657.62	17416.447	13666.216	14946.7	30354.117	19426.82	23964.204
657.76	17458.173	13690.733	14988.118	30437.096	19471.776	24022.052
657.91	17495.273	13737.394	15027.109	30505.691	19509.955	24068.527
658.06	17444.732	13702.744	14998.018	30438.468	19467.084	24030.414
658.21	17467.826	13712.099	15010.693	30474.242	19486.154	24055.714
658.36	17434.921	13680.712	14984.118	30424.612	19449.669	24011.812
658.51	17424.154	13669.528	14974.099	30414.221	19434.969	23997.012
658.66	17400.877	13635.459	14947.129	30353.558	19400.195	23953.019
658.81	17389.507	13640.242	14946.396	30330.825	19402.253	23936.253
658.96	17374.923	13617.066	14930.846	30295.956	19383.781	23908.781
659.1	17414.077	13651.407	14958.836	30364.143	19432.979	23964.473
659.25	17417.213	13654.564	14948.916	30375.959	19424.575	23986.629
659.4	17475.573	13704.066	14984.902	30455.836	19468.979	24063.813
659.55	17506.797	13721.995	15018.721	30517.852	19510.115	24108.127
659.7	17543.79	13762.659	15055.933	30605.856	19571.22	24185.132
659.85	17577.221	13776.375	15072.969	30654.826	19584.19	24231.606
660	17608.737	13806.462	15092.132	30724.077	19629.968	24287.177
660.15	17623.236	13811.488	15103.378	30750.246	19623.17	24287.685
660.3	17663.641	13841.191	15144.224	30823.246	19678.235	24336.235
660.44	17657.82	13829.502	15147.853	30829.975	19684.875	24338.754
660.59	17667.302	13841.819	15163.313	30864.401	19697.895	24366.798
660.74	17679.24	13843.45	15165.362	30884.582	19700.23	24373.582
660.89	17685.639	13863.541	15184.2	30928.233	19720.497	24406.409
661.04	17698.65	13876.264	15194.044	30955.814	19732.429	24434.308
661.19	17727.117	13900.094	15219.083	31020.875	19786.06	24506.302
661.34	17710.966	13899.042	15216.427	31016.7	19777.757	24523.636
661.49	17717.116	13907.588	15208.511	31026.918	19768.897	24527.952
661.63	17725.533	13922.269	15205.28	31054.609	19777.863	24554.466
661.78	17731.075	13926.252	15218.823	31070.108	19780.878	24565.383
661.93	17714.908	13900.876	15197.206	31051.502	19760.953	24540.942
662.08	17702.174	13888.075	15199.02	31035.098	19745.338	24536.219
662.23	17645.145	13843.508	15154.739	30951.584	19674.838	24448.893
662.38	17618.078	13814.881	15122.397	30893.99	19643.133	24395.332
662.53	17571.411	13781.423	15085.664	30824.093	19601.763	24323.027
662.67	17544.498	13746.179	15054.618	30762.738	19563.486	24279.508
662.82	17498.8	13709.163	15008.525	30695.218	19520.449	24215.163
662.97	17477.47	13704.162	14980.03	30644.548	19502.524	24178.591
663.12	17437.49	13681.832	14944.096	30602.699	19468.547	24113.15
663.27	17457.305	13699.339	14956.834	30623.284	19490.669	24136.756
663.42	17443.733	13693.173	14952.228	30621.338	19481.117	24128.668
663.57	17475.259	13723.27	14991.27	30701.677	19520.359	24196.292
663.71	17463.12	13726.977	14992.405	30701.427	19513.251	24188.976
663.86	17481.77	13752.506	15010.66	30735.968	19522.517	24234.274
664.01	17525.688	13771.787	15048.38	30811.116	19559.292	24290.403
664.16	17573.96	13810.192	15092.873	30883.851	19602.884	24363.654
664.31	17598.306	13836.405	15125.394	30949.097	19640.306	24405.394
664.46	17653.235	13874.653	15161.598	31028.577	19690.378	24457.829
664.61	17648.81	13876.799	15158.711	31005.712	19684.392	24462.976
664.75	17710.018	13915.084	15202.821	31098.457	19744.699	24536.106
664.9	17698.669	13909.603	15195.866	31096.448	19747.833	24521.976
665.05	17671.597	13905.454	15176.267	31057.575	19726.454	24487.751
665.2	17641.262	13885.12	15151.164	31024.538	19698.516	24455.032
665.35	17619.084	13856.633	15121.863	30971.436	19654.336	24426.358
665.5	17560.083	13799.456	15072.488	30871.092	19583.356	24339.917
665.64	17550.088	13780.078	15060.738	30864.815	19567.715	24324.748
665.79	17468.378	13726.961	15004.434	30741.06	19497.544	24226.72
665.94	17462.128	13718.139	15001.7	30732.677	19480.853	24214.81
666.09	17449.424	13699.391	15003.808	30736.215	19476.566	24224.951
666.24	17482.528	13709.44	15024.693	30776.331	19507.759	24260.001
666.39	17458.092	13692.983	15015.247	30760.092	19496.62	24240.874
666.53	17482.479	13728.162	15047.678	30806.612	19533.206	24297.755
666.68	17486.013	13729.869	15046.463	30797.816	19541.507	24285.54
666.83	17505.254	13747.242	15065.001	30844.2	19559.627	24319.782
666.98	17486.391	13728.885	15043.192	30817.445	19547.994	24289.479
667.13	17454.258	13706.973	15031.368	30770.609	19532.412	24244.83
667.28	17396.725	13656.757	14979.725	30685.713	19467.471	24183.901
667.42	17394.13	13661.832	14969.041	30662.085	19468.678	24164.788
667.57	17391.507	13648.902	14945.847	30648.013	19451.264	24160.046
667.72	17409.998	13660.428	14961.175	30704.768	19478.616	24203.383
667.87	17421.959	13657.86	14962.277	30711.738	19473.586	24206.674
668.02	17468.906	13676.566	15003.951	30754.488	19515.457	24284.269
668.17	17497.529	13699.892	15011.606	30795.704	19520.365	24327.958
668.31	17539.986	13735.075	15041.273	30855.767	19554.668	24367.174
668.46	17535.973	13724.973	15038.226	30867.688	19537.006	24360.818
668.61	17502.486	13715.376	15035.332	30848.288	19519.628	24343.607
668.76	17440.035	13677.475	14985.057	30752.102	19453.639	24272.002
668.91	17419.564	13659.664	14959.532	30716.004	19427.564	24248.906
669.06	17344.399	13621.047	14895.399	30625.256	19345.123	24142.651
669.2	17313.329	13581.076	14863.582	30571.572	19313.593	24088.56
669.35	17245.252	13543.088	14813.527	30464.045	19252.045	24018.89
669.5	17223.467	13531.962	14806.644	30441.182	19234.149	24014.655
669.65	17180.831	13502.534	14763.875	30368.194	19189.028	23948.622
669.8	17183.46	13506.415	14759.207	30361.79	19176.909	23951.745
669.94	17123.814	13469.429	14713.275	30268.144	19119.968	23878.023
670.09	17122.079	13463.892	14710.529	30269.595	19121.77	23889.925
670.24	17071.868	13439.461	14679.659	30195.229	19063.977	23840.054
670.39	17058.974	13417.095	14664.084	30190.14	19045.655	23815.436
670.54	17009.846	13372.516	14610.648	30086.967	18989.21	23736.319
670.69	16977.69	13336.998	14579.328	30046.395	18958.086	23692.658
670.83	16906.305	13279.393	14530.755	29925.844	18885.229	23592.381
670.98	16889	13261.276	14521.408	29898.848	18863.639	23563.133
671.13	16811.311	13205.628	14452.684	29765.529	18778.76	23461.035
671.28	16773.133	13176.222	14421.584	29705.397	18749.793	23404.76
671.43	16717.543	13152.961	14387.18	29618.928	18698.488	23355.709
671.57	16701.562	13148.562	14387.815	29616.198	18689.034	23350.507
671.72	16714.453	13154.662	14394.86	29619.223	18692.85	23374.771
671.87	16729.655	13173.006	14407.952	29659.985	18715.194	23402.073
672.02	16715.321	13154.167	14374.233	29634.903	18697.849	23378.101
672.17	16741.294	13175.854	14407.635	29696.46	18731.009	23413.669
672.31	16749.389	13175.928	14406.851	29699.082	18720.049	23423.379
672.46	16764.696	13178.992	14417.19	29725.793	18731.069	23420.717
672.61	16760.021	13166.472	14396.296	29710.945	18724.66	23403.769
672.76	16743.169	13153.159	14382.038	29707.081	18725.105	23382.181
672.91	16704.69	13107.711	14350.591	29649.239	18685.063	23355.514
673.05	16709.767	13115.538	14379.406	29679.351	18699.703	23369
673.2	16679.3	13097.003	14351.926	29625.609	18675.761	23335.618
673.35	16670.966	13087.461	14338.274	29624.505	18661.911	23324.835
673.5	16639.853	13059.535	14307.732	29582.777	18630.689	23296.92
673.65	16611.742	13033.952	14282.084	29533.017	18594.556	23259.238
673.79	16571.378	13002.971	14244.224	29447.708	18528.148	23192.179
