Lon	I-H-1043	I-H-1048	I-P-1116	O-H-1040	O-H-1046	O-P-1113	I-H-1114
462.12	10885.772	9116.641	19087.838	22299.443	23990.453	20744.355	19515.75
462.28	10996.686	9204.587	19292.149	22515.213	24252.795	20973.565	19736.643
462.44	11066.145	9254.991	19409.485	22639.024	24407.354	21098.442	19847.815
462.6	11075.608	9267.465	19440.783	22656.992	24438.531	21126.289	19882.553
462.76	11098.289	9286.827	19481.409	22690.905	24492.729	21168.739	19930.905
462.92	11090.353	9281.946	19471.264	22650.506	24468.924	21143.672	19917.694
463.08	11116.259	9296.05	19502.104	22683.686	24497.995	21164.468	19950.632
463.24	11122.953	9301.184	19495.074	22685.832	24488.602	21153.283	19953.986
463.4	11088.737	9267.033	19425.659	22611.067	24392.495	21087.583	19882.583
463.56	11044	9233.044	19345.001	22514.395	24274.44	21003.692	19812.616
463.72	11053.643	9235.501	19348.456	22533.159	24287.335	21013.632	19811.05
463.88	11046.754	9226.567	19335.491	22515.612	24250.424	20994.754	19785.655
464.04	11132.764	9296.862	19487.709	22695.664	24444.391	21179.303	19935.664
464.2	11143.727	9310.309	19502.925	22715.749	24475.441	21209.486	19956.913
464.36	11141.243	9295.013	19477.727	22709.507	24456.606	21192.264	19932.1
464.52	11171.385	9322.583	19515.243	22774.835	24504.549	21222.067	19959.692
464.68	11252.251	9378.153	19644.075	22929.262	24660.625	21359.889	20078.492
464.84	11335.859	9441.078	19773.254	23080.409	24822.912	21524.825	20220.166
465	11452.485	9538.738	19960.177	23318.376	25070.352	21754.452	20424.397
465.16	11512.165	9584.813	20058.483	23443.483	25190.252	21861.395	20539.197
465.32	11599.511	9641.94	20199.247	23603.732	25338.435	21993.083	20667.029
465.48	11709.683	9732.661	20401.761	23810.979	25564.606	22209.683	20876.321
465.64	11719.209	9731.792	20425.274	23824.483	25591.274	22237.835	20897.098
465.8	11732.961	9747.279	20460.685	23841.027	25629.861	22266.015	20939.422
465.96	11676.173	9691.481	20360.041	23708.744	25480.678	22127.459	20827.514
466.12	11688.6	9692.721	20386.479	23714.512	25474.688	22131.149	20842.403
466.27	11623.855	9641.976	20273.131	23576.955	25322.207	21990.746	20705.613
466.43	11757.128	9769.029	20529.644	23858.205	25632.183	22277.392	20970.666
466.59	11707.065	9727.56	20449.57	23767.461	25543.746	22192.68	20878.449
466.75	11823.021	9829.866	20665.296	24007.878	25786.823	22440.69	21108.339
466.91	11938.09	9922.805	20861.87	24262.397	26037.716	22667.925	21303.364
467.07	12104.685	10062.476	21169.026	24600.311	26406.641	22995.85	21605.696
467.23	12207.205	10145.282	21345.93	24808.963	26643.887	23192.557	21793.008
467.39	12391.061	10291.533	21681.028	25175.743	27049.544	23559.237	22151.632
467.55	12380.678	10280.206	21647.448	25148.458	27026.282	23531.128	22116.106
467.71	12580.958	10445.958	22004.42	25547.661	27445.772	23901.485	22480.211
467.87	12754.198	10595.484	22299.165	25891.516	27835.055	24213.923	22784.747
468.03	12964.544	10763.038	22662.994	26306.06	28285.094	24612.808	23152.016
468.19	13054.496	10842.287	22829.574	26501.353	28481.595	24803.892	23333.265
468.35	13134.194	10914.447	22997.964	26687.36	28678.085	24994.106	23488.833
468.51	13179.091	10939.497	23061.641	26757.201	28740.696	25053.717	23526.871
468.67	13265.432	10996.893	23213.729	26938.156	28907.696	25214.178	23682.178
468.83	13457.45	11147.527	23542.285	27317.627	29304.506	25570.054	24006.945
468.99	13433.666	11121.786	23511.5	27265.732	29244.545	25531.291	23962.852
469.15	13403.068	11100.661	23470.453	27201.223	29166.475	25481.651	23913.002
469.3	13384.928	11076.17	23430.147	27160.687	29128.071	25433.851	23870.511
469.46	13320.735	11020.306	23301.965	27024.119	28968.58	25279.58	23742.889
469.62	13300.119	11011.097	23265.779	27002.867	28933.108	25255.547	23721.965
469.78	13290.859	11005.771	23262.463	26973.672	28927.891	25235.86	23688.661
469.94	13172.205	10909.513	23039.622	26737.458	28670.644	25016.292	23469.173
470.1	13216.874	10944.445	23114.103	26828.785	28751.224	25098.488	23534.324
470.26	13293.6	10997.984	23241.281	26974.588	28897.227	25240.369	23662.875
470.42	13402.465	11090.696	23424.486	27184.047	29112.422	25436.871	23833.982
470.58	13591.911	11239.768	23748.34	27540.856	29508.022	25782.592	24163.252
470.74	13804.295	11399.515	24114.274	27950.756	29967.35	26161.032	24519.196
470.9	14059.656	11607.601	24551.073	28468.161	30500.688	26635.128	24978.161
471.06	14296.12	11797.625	24986.405	28929.218	31007.702	27083.889	25408.999
471.22	14521.52	11979.311	25380.893	29372.093	31490.333	27502.575	25806.048
471.38	14717.1	12145.638	25718.024	29764.397	31926.045	27869.836	26162.946
471.54	14996.844	12366.899	26220.042	30333.042	32553.261	28420.493	26670.69
471.69	15188.945	12526.934	26561.911	30749.956	32975.427	28799.044	27012.46
471.85	15222.959	12559.475	26618.771	30825.707	33041.398	28881.904	27083.002
472.01	15241.11	12568.373	26644.318	30836.275	33060.648	28924.396	27108.099
472.17	15301.786	12607.972	26735.576	30949.808	33168.884	29030.224	27209.126
472.33	15247.649	12550.473	26648.484	30849.275	33052.285	28925.089	27119.957
472.49	15228.206	12532.591	26639.404	30822.382	33028.052	28901.788	27097.613
472.65	15165.828	12478.322	26536.422	30699.541	32897.191	28766.256	26998.399
472.81	15169.196	12476.35	26562.195	30695.592	32922.143	28780.141	27009.24
472.97	15260.474	12554.068	26754.804	30881.353	33151.398	28966.222	27195.595
473.13	15322.722	12612.425	26878.535	31029.117	33301.908	29096.787	27323.248
473.29	15376.006	12663.446	26997.897	31153.676	33453.26	29215.072	27424.49
473.45	15505.031	12776.272	27223.481	31408.438	33739.073	29471.053	27657.25
473.61	15645.525	12895.646	27461.129	31696.426	34033.108	29737.602	27903.59
473.76	15875.702	13094.328	27887.252	32166.844	34526.361	30213.107	28331.349
473.92	16038.145	13221.233	28164.826	32475.156	34844.672	30520.024	28627.903
474.08	16178.646	13341.273	28407.47	32760.119	35124.558	30802.955	28862.603
474.24	16364.817	13483.905	28744.289	33141.871	35530.992	31160.982	29192.773
474.4	16518.468	13607.512	29004.875	33437.523	35846.269	31448.798	29453.238
474.56	16721.393	13766.767	29356.383	33814.537	36265.151	31809.734	29779.502
474.72	16802.203	13825.621	29491.599	33948.644	36414.886	31953.896	29906.994
474.88	16800.308	13815.22	29467.738	33927.515	36382.878	31914.496	29885.847
475.04	16886.092	13890.302	29621.949	34103.125	36572.047	32076.158	30030.137
475.2	16972.301	13949.367	29769.795	34263.555	36741.422	32218.18	30174.498
475.36	16983.509	13965.257	29780.554	34272.279	36751.006	32229.97	30204.74
475.51	16997.55	13975.979	29805.859	34300.275	36772.123	32238.505	30229.199
475.67	16994.695	13977.496	29807.87	34309.659	36752.3	32250.695	30252.495
475.83	17066.179	14029.53	29947.364	34459.056	36911.431	32377.772	30360.331
475.99	17204.968	14135.156	30184.826	34740.505	37198.923	32650.375	30589.759
476.15	17316.859	14212.078	30363.363	34950.529	37409.099	32841.947	30773.166
476.31	17532.162	14382.744	30742.438	35385.281	37852.625	33252.031	31165.305
476.47	17846.01	14624.395	31270.977	35985.086	38486.031	33821.383	31689.746
476.63	18186.526	14906.471	31854.822	36652	39189.934	34475.844	32289.692
476.79	18454.855	15129.899	32346.9	37209.624	39787.757	35007.152	32779.648
476.95	18710.379	15347.905	32800.74	37710.182	40333.432	35485.721	33258.248
477.11	18899.693	15502.692	33128.791	38083.342	40741.166	35842.803	33587.826
477.26	19101.202	15668.62	33490.468	38477.577	41162.323	36232.765	33947.62
477.42	19230.452	15762.112	33691.77	38709.528	41415.926	36448.946	34141.618
477.58	19208.911	15758.966	33678.481	38681.153	41385.371	36446.668	34118.891
477.74	19198.128	15735.326	33658.479	38653.6	41347.733	36412.401	34084.94
477.9	19194.997	15705.844	33601.142	38598.622	41290.579	36352.845	34048.579
478.06	19196.691	15694.066	33580.605	38581.308	41244.012	36346.703	34022.758
478.22	19276.56	15756.154	33724.945	38716.625	41382.211	36490.582	34158.187
478.38	19351.593	15816.218	33865.349	38870.755	41544.712	36650.439	34293.044
478.54	19464.932	15914.064	34098.106	39091.68	41795.723	36888.317	34509.985
478.69	19632.094	16032.194	34394.994	39407.522	42133.787	37182.279	34791.393
478.85	19796.347	16167.545	34708.558	39749.16	42501.074	37505.667	35099.558
479.01	20044.704	16387.134	35186.728	40288.97	43053.474	38036.341	35554.286
479.17	20213.561	16520.451	35479.705	40633.186	43412.178	38363.803	35852.943
479.33	20297.158	16589.961	35649.332	40807.136	43614.718	38529.148	36021.816
479.49	20358.866	16648.657	35749.977	40899.106	43719.809	38612.45	36101.196
479.65	20393.005	16673.059	35766.366	40947.292	43768.542	38650.796	36149.225
479.81	20466.027	16737.972	35874.984	41080.113	43904.027	38791.215	36268.929
479.97	20468.47	16743.382	35875.415	41067.505	43910.688	38801.688	36281.438
480.13	20490.408	16760.42	35907.232	41083.397	43944.498	38829.572	36308.607
480.28	20581.237	16836.895	36092.752	41268.842	44139.37	39009.842	36488.842
480.44	20713.802	16949.087	36329.395	41526.001	44400.505	39257.098	36727.911
480.6	20855.982	17059.289	36589.783	41821.431	44725.588	39547.619	37018.048
480.76	21008.254	17194.265	36900.197	42132.935	45069.549	39868.912	37295.33
480.92	21157.977	17301.811	37154.637	42410.68	45377.821	40127.723	37548.614
481.08	21354.09	17461.463	37485.596	42800.002	45762.245	40488.858	37882.397
481.24	21429.698	17518.895	37583.147	42934.05	45895.171	40586.522	38000.026
481.4	21505.475	17579.178	37712.629	43086.024	46053.672	40733.168	38126.617
481.55	21520.652	17574.158	37695.07	43078.058	46058.211	40743.191	38116.785
481.71	21548.038	17584.026	37729.653	43110.872	46059.137	40771.641	38126.278
481.87	21524.994	17545.883	37662.928	43063.323	45990.951	40704.104	38075.323
482.03	21520.269	17538.148	37639.333	43044.333	45951.853	40682.072	38059.787
482.19	21494.717	17504.441	37597.838	42989.353	45866.389	40631.232	37992.869
482.35	21575.705	17562.377	37775.694	43129.924	46024.166	40802.123	38131.092
482.51	21645.276	17618.3	37909.847	43254.374	46169.651	40928.124	38256.968
482.67	21735.396	17692.527	38086.242	43430.758	46335.812	41088.097	38415.351
482.82	21722.947	17694.783	38070.025	43424.794	46342.396	41081.486	38402.376
482.98	21773.387	17744.057	38162.43	43519.871	46426.594	41177.344	38496.684
483.14	21776.839	17759.224	38202.73	43557.499	46474.925	41229.972	38527.827
483.3	21841.523	17799.535	38296.632	43657.898	46588.312	41348.906	38621.961
483.46	21813.815	17777.387	38255.133	43618.824	46527.86	41315.563	38577.465
483.62	21793.79	17755.317	38212.372	43580.536	46483.172	41286.227	38543.856
483.78	21791.225	17742.182	38206.786	43594.391	46483.118	41306.379	38543.27
483.94	21888.917	17799.323	38379.059	43746.04	46653.333	41480.696	38716.301
484.09	21958.392	17854.14	38496.37	43870.218	46784.964	41615.874	38813.601
484.25	21979.605	17859.593	38547.066	43907.715	46818.703	41653.187	38865.496
484.41	21873.556	17769.347	38362.216	43692.677	46616.872	41460.181	38687.138
484.57	21753.884	17656.335	38139.057	43447.136	46367.225	41243.948	38498.936
484.73	21495.368	17442.94	37695.631	42928.686	45800.358	40761.995	38027.237
484.89	21063.324	17103.136	36968.017	42092.4	44916.751	39980.115	37286.575
485.05	20554.82	16693.732	36083.787	41120.182	43881.26	39051.514	36388.139
485.2	20030.743	16260.402	35194.467	40107.995	42802.678	38096.678	35494.655
485.36	19526.604	15850.923	34308.274	39116.012	41752.34	37168.043	34598.078
485.52	19164.701	15559.546	33700.515	38409.601	40993.996	36500.128	33978.195
485.68	18884.111	15329.22	33214.835	37842.351	40406.109	35967.835	33473.914
485.84	18793.281	15239.863	33025.71	37645.214	40219.941	35779.124	33311.39
486	18989.284	15390.043	33337.462	38010.427	40598.009	36116.747	33640.583
486.16	19315.934	15644.846	33910.473	38628.395	41239.91	36709.957	34207.891
486.31	19678.169	15931.147	34524.103	39339.576	41978.673	37374.685	34842.915
486.47	20125.125	16278.169	35311.75	40190.465	42879.914	38187.41	35610.707
486.63	20493.727	16588.287	35977.725	40928.494	43656.693	38870.463	36278.779
486.79	20924.075	16933.118	36726.745	41777.284	44531.527	39659.636	37036.734
486.95	21340.013	17272.464	37458.739	42576.583	45382.54	40443.474	37764.935
487.11	21622.391	17513.237	37977.147	43122.94	45982.018	40987.444	38270.389
487.27	21834.951	17693.554	38381.193	43565.369	46459.545	41418.939	38681.103
487.42	22049.587	17867.509	38788.167	43968.991	46915.324	41832.355	39074.113
487.58	22146.37	17950.204	38976.524	44163.95	47137.774	42035.591	39277.052
487.74	22244.056	18027.034	39150.726	44328.737	47338.89	42232.761	39448.452
487.9	22203.477	17991.223	39094.598	44233.278	47275.192	42173.137	39377.895
488.06	22127.125	17942.058	38992.521	44089.388	47128.642	42043.697	39266.377
488.22	22077.613	17884.525	38906.582	43980.515	47025.328	41941.207	39171.328
488.38	22093.575	17892.685	38912.773	43978.39	47034.784	41949.972	39184.917
488.53	22122.018	17917.5	38940.258	44012.434	47089.555	41989.082	39219.555
488.69	22278.266	18033.418	39197.287	44292.573	47394.639	42269.78	39462.616
488.85	22522.537	18211.119	39599.855	44757.746	47861.941	42711.273	39852.34
489.01	22863.26	18488.347	40207.119	45413.963	48540.471	43360.974	40441.06
489.17	23181.911	18721.438	40738.612	46013.206	49153.096	43938.956	40974.745
489.33	23477.439	18956.987	41247.273	46581.636	49745.108	44504.339	41486.315
489.48	23691.604	19131.088	41625.449	46983.735	50149.649	44896.559	41859.121
489.64	23826.381	19235.954	41880.481	47255.723	50390.317	45163.614	42094.868
489.8	23857.88	19252.441	41901.749	47303.288	50392.847	45188.944	42108.562
489.96	23836.327	19220.491	41856.403	47254.681	50332.657	45132.724	42068.985
490.12	23780.103	19167.369	41738.257	47143.226	50191.82	45004.269	41961.73
490.28	23758.259	19153.283	41684.183	47091.425	50148.214	44968.019	41912.765
490.43	23661.945	19070.176	41518.648	46892.847	49936.031	44783.031	41747.66
490.59	23547.505	18956.725	41302.833	46657.638	49682.735	44554.977	41531.243
490.75	23436.537	18844.635	41087.789	46433.328	49455.285	44337.274	41314.91
490.91	23327.237	18767.227	40941.776	46268.272	49277.632	44186.624	41167.94
491.07	23141.757	18630.208	40642.503	45923.382	48901.253	43862.89	40872.308
491.23	22973.285	18513.933	40371.294	45618.142	48580.955	43573.99	40590.341
491.38	22761.121	18343.769	40043.32	45221.562	48163.429	43188.144	40222.617
491.54	22637.754	18254.269	39843.851	44999.578	47921.906	42967.73	40004.875
491.7	22638.715	18255.078	39852.385	45033.178	47949.506	42989.693	39995.021
491.86	22730.79	18351.745	40044.011	45230.812	48152.921	43178.569	40186.483
492.02	22886.994	18475.355	40316.574	45492.047	48469.918	43455.555	40462.07
492.18	23140.3	18682.751	40754.62	45970.87	48991.179	43914.808	40904.038
492.33	23404.642	18871.157	41177.565	46443.323	49486.511	44369.245	41348.288
492.49	23590.328	19028.647	41510.186	46807.799	49868.022	44744.791	41700.217
492.65	23731.721	19130.985	41759.414	47085.348	50147.391	45004.985	41964.469
492.81	23806.427	19185.448	41887.645	47204.161	50266.052	45127.173	42108.755
492.97	23802.374	19153.638	41859.87	47151.519	50246.925	45095.112	42072.968
493.13	23805.896	19162.103	41877.576	47153.74	50259.146	45115.916	42084.752
493.28	23783.243	19133.715	41861.046	47117.397	50210.737	45087.936	42037.221
493.44	23775.255	19117.179	41869.528	47107.497	50196.595	45086.684	42035.958
493.6	23930.927	19222.981	42118.927	47380.333	50500.005	45339.751	42291.63
493.76	24115.196	19373.998	42451.184	47717.414	50872.758	45686.887	42599.461
493.92	24302.903	19527.442	42784.09	48092.356	51273.649	46062.363	42920.309
494.07	24511.073	19706.491	43159.239	48489.294	51661.118	46450.985	43299.645
494.23	24635.626	19799.507	43358.396	48723.54	51882.067	46668.013	43509.298
494.39	24739.522	19872.917	43524.04	48880.204	52067.762	46852.356	43687.919
494.55	24722.776	19874.831	43527.348	48863.477	52072.204	46846.149	43669.282
494.71	24644.233	19800.794	43405.454	48697.442	51895.638	46706.212	43523.048
494.87	24559.031	19729.813	43245.361	48514.459	51708.506	46537.045	43368.307
495.02	24451.772	19639.102	43071.014	48298.651	51511.268	46342.893	43185.705
495.18	24343.628	19544.561	42884.245	48110.968	51312.483	46148.804	42985.253
495.34	24307.472	19503.064	42818.843	48037.03	51229.382	46079.78	42901.448
495.5	24303.447	19504.687	42813.951	48066.786	51248.04	46076.181	42904.677
495.66	24415.278	19580.454	42988.235	48239.825	51422.946	46258.704	43069.344
495.81	24507.812	19656.702	43138.757	48427.374	51579.218	46440.679	43221.788
495.97	24584.331	19707.749	43274.872	48558.771	51715.872	46580.685	43352.419
496.13	24708.735	19800.307	43481.131	48783.459	51919.92	46796.108	43560.913
496.29	24832.115	19892.764	43691.359	48987.258	52141.191	47021.785	43775.766
496.45	24958.136	19986.191	43912.687	49221.214	52382.816	47237.203	43994.706
496.6	25043.599	20062.753	44065.124	49358.523	52516.499	47394.062	44119.554
496.76	25082.698	20093.61	44124.105	49429.948	52601.972	47456.226	44171.886
496.92	25073.831	20081.073	44119.755	49426.997	52590.337	47439.501	44166.755
497.08	24989.817	20004.335	43993.114	49295.884	52436.563	47311.388	44029.993
497.24	24841.299	19885.639	43737.858	49008.616	52136.221	47032.506	43764.858
497.39	24679.707	19754.486	43453.555	48710.434	51815.422	46731.695	43485.027
497.55	24484.477	19595.763	43124.509	48350.786	51426.126	46387.774	43159.157
497.71	24276.905	19417.004	42774.971	47990.53	51029.014	46036.717	42788.42
497.87	24131.839	19292.312	42523.212	47726.939	50732.872	45779.533	42546.212
498.03	24075.292	19234.555	42419.688	47600.04	50606.786	45655.852	42424.786
498.18	24192.527	19336.165	42610.493	47808.947	50829.56	45840.396	42617.099
498.34	24356.06	19470.005	42886.564	48119.005	51150.326	46119.787	42886.259
498.5	24569.385	19636.803	43259.57	48508.879	51560.66	46509.957	43250.527
498.66	24755.443	19779.058	43569.683	48843.222	51907.156	46845.804	43539.664
498.82	24958.153	19933.175	43891.286	49199.317	52276.153	47194.638	43898.856
498.97	25082.721	20031.435	44101.404	49430.588	52513.162	47415.986	44092.525
499.13	25133.359	20081.789	44196.734	49547.843	52644.679	47518.457	44185.929
499.29	25055.566	20001.16	44049.107	49392.006	52460.381	47378.193	44036.049
499.45	24905.95	19876.622	43808.929	49114.28	52186.238	47142.609	43802.698
499.61	24706.085	19716.954	43475.977	48768.59	51809.051	46790.911	43456.766
499.76	24544.542	19603.651	43213.497	48472.169	51523.29	46510.52	43222.344
499.92	24356.797	19437.116	42907.921	48125.327	51168.249	46192.042	42921.37
