Lon	I-H-1043	I-H-1048	I-P-1116	O-H-1040	O-H-1046	O-P-1113	I-H-1114
570.76	23458.146	17333.189	42331.773	46767.726	49427.84	45141.211	41074.629
570.92	23623.717	17456.101	42604.189	47073.013	49720.178	45422.881	41357.826
571.07	23759.206	17550.777	42833.933	47319.515	49980.062	45645.437	41581.577
571.22	23961.417	17692.923	43176.527	47685.398	50393.925	46005.156	41915.527
571.38	24161.877	17828.568	43520.469	48040.469	50781.547	46361.734	42246.535
571.53	24378.992	17985.838	43889.707	48433.871	51186.883	46757.015	42607.476
571.69	24518.419	18084.186	44141.409	48700.44	51464.022	47004.823	42833.889
571.84	24620.055	18156.044	44304.395	48870.583	51646.055	47191.309	42990.735
572	24655.572	18180.772	44367.615	48950.432	51727.111	47280.791	43059.572
572.15	24718.002	18232.189	44492.234	49090.113	51864.352	47424.332	43176.113
572.3	24709.325	18205.688	44463.874	49071.874	51821.655	47379.819	43140.885
572.46	24689.493	18199.372	44451.198	49072.902	51806.132	47356.132	43126.859
572.61	24650.966	18178.844	44401.999	49016.944	51734.768	47293.503	43061.339
572.77	24632.794	18154.542	44366.587	48989.079	51708.114	47262.95	43031.915
572.92	24615.46	18134.766	44348.381	48985.788	51686.471	47229.206	43001.526
573.07	24594.515	18113.888	44318.108	48946.976	51661.659	47189.55	42954.163
573.23	24553.662	18086.596	44253.356	48874.848	51603.793	47109.168	42882.629
573.38	24560.746	18100.822	44298.758	48923.844	51650.043	47152.746	42915.777
573.54	24519.412	18067.863	44214.621	48837.566	51566.027	47055.753	42818.839
573.69	24481.854	18027.998	44128.613	48779.723	51511.238	46992.801	42750.867
573.84	24428.632	17988.291	44033.291	48690.654	51392.084	46897.63	42658.916
574	24360.6	17934.654	43914.217	48565.588	51277.721	46783.104	42544.6
574.15	24254.904	17858.564	43744.972	48400.046	51094.53	46596.39	42388.796
574.31	24166.71	17795.228	43608.722	48247.523	50932.492	46457.831	42250.667
574.46	24031.47	17695.304	43356.743	47997.755	50667.712	46210.622	42028.13
574.61	23985.068	17662.728	43280.968	47916.433	50573.706	46146.652	41954.738
574.77	23879.624	17574.318	43098.659	47717.78	50375.999	45955.394	41786.308
574.92	23818.321	17532.641	42976.202	47586.518	50262.214	45827.378	41671.335
575.07	23743.482	17475.273	42858.119	47458.341	50123.505	45675.47	41553.154
575.23	23738.487	17476.366	42842.476	47452.312	50128.972	45660.464	41540.421
575.38	23746.872	17458.311	42831.266	47464.411	50127.29	45648.661	41537.727
575.54	23813.541	17503.596	42972.387	47600.598	50282.356	45786.551	41643.125
575.69	23785.266	17484.838	42925.793	47564.649	50230.254	45712.508	41588.52
575.84	23833.918	17518.654	43012.896	47672.048	50313.634	45815.588	41679.588
576	23888.655	17538.688	43118.546	47767.952	50403.401	45924.952	41760.964
576.15	23966.011	17597.384	43219.099	47906.209	50545.373	46073.131	41867.373
576.31	23990.647	17598.041	43258.953	47938.821	50569.043	46129.492	41904.317
576.46	24045.449	17646.361	43327.546	48004.417	50662.613	46209.187	41984.042
576.61	24005.267	17615.167	43247.683	47941.265	50582.914	46121.652	41941.398
576.77	24002.702	17596.713	43245.723	47915.426	50585.758	46144.856	41949.778
576.92	23961.325	17564.456	43178.864	47842.337	50532.688	46051.817	41873.192
577.07	23869.425	17500.579	43007.612	47680.745	50388.085	45883.491	41729.163
577.23	23783.565	17426.872	42869.543	47524.575	50214.665	45715.204	41601.805
577.38	23658.006	17334.348	42673.379	47296.578	49976.27	45473.566	41392.16
577.54	23491.344	17215.268	42431.037	47049.365	49691.279	45205.752	41144.092
577.69	23387.339	17142.009	42254.58	46864.021	49497.955	45024.791	40968.482
577.84	23283.566	17069.511	42071.392	46685.939	49292.072	44813.665	40796.005
578	23219.839	17024.222	41978.73	46603.683	49171.597	44705.597	40700.585
578.15	23195.812	16997.8	41952.603	46570.713	49109.548	44652.416	40641.22
578.3	23216.097	17011.382	41984.304	46613.175	49158.89	44700.624	40679.436
578.46	23253.41	17037.07	42028.709	46677.322	49215.013	44763.244	40709.189
578.61	23317.486	17067.144	42113.388	46778.825	49323.704	44847.903	40784.607
578.77	23384.94	17099.501	42190.962	46874.126	49416.524	44942.646	40855.446
578.92	23438.337	17141.052	42280.173	46991.591	49539.416	45048.666	40934.998
579.07	23487.13	17182	42385.591	47080.052	49656.384	45141.978	41020.888
579.23	23528.373	17219.131	42469.373	47163.736	49748.748	45229.998	41095.713
579.38	23504.313	17190.962	42453.237	47129.413	49707.632	45152.303	41043.874
579.53	23547.655	17230.149	42523.382	47228.206	49814.8	45245.765	41139.612
579.69	23553.926	17225.059	42522.586	47218.805	49815.75	45251.367	41135.023
579.84	23578.33	17245.043	42573.088	47266.705	49876.154	45307.779	41173.143
579.99	23583.103	17235.949	42572.156	47264.203	49856.882	45297.597	41168.64
580.15	23561.559	17223.526	42502.735	47197.758	49801.669	45258.922	41122.7
580.3	23529.488	17190.73	42416.566	47129.578	49743.796	45190.531	41079.464
580.46	23548.206	17204.724	42417.865	47153.767	49787.087	45241.482	41102.052
580.61	23530.158	17180.895	42375.258	47096.883	49738.969	45178.852	41035.168
580.76	23540.309	17202.012	42390.496	47134.703	49762.922	45215.782	41065.012
580.92	23530.179	17202.498	42386.925	47152.726	49779.695	45190.785	41070.839
581.07	23548.488	17220.301	42454.895	47223.762	49861.961	45267.168	41126.16
581.22	23571.975	17229.348	42501.778	47281.907	49914.415	45299.919	41163.493
581.38	23645.477	17281.291	42630.873	47417.94	50058.026	45417.608	41256.861
581.53	23683.919	17303.05	42723.171	47513.457	50153.832	45490.457	41329.457
581.68	23737.101	17335.156	42820.916	47626.396	50268.552	45595.123	41449.978
581.84	23756.577	17333.95	42862.862	47672.05	50316.027	45613.886	41482.159
581.99	23748.242	17323.266	42859.838	47648.791	50277.803	45598.44	41449.428
582.14	23748.79	17317.99	42836.745	47633.363	50264.726	45571.46	41431.253
582.3	23737.831	17321.161	42817.51	47639.522	50272.049	45563.28	41422.315
582.45	23692.877	17282.338	42734.11	47583.207	50184.942	45471.02	41358.989
582.6	23649.68	17259.164	42650.197	47509.174	50098.404	45404.275	41305.635
582.76	23559.001	17196.286	42510.913	47363.397	49963.549	45256.924	41161.112
582.91	23525.046	17181.564	42452.73	47294.386	49888.761	45203.859	41097.355
583.07	23506.206	17161.03	42405.019	47272.229	49855.722	45162.194	41067.745
583.22	23481.002	17140.33	42346.396	47230.603	49806.869	45103.197	41024.779
583.37	23463.842	17108.161	42319.491	47186.745	49749.58	45052.975	40982.612
583.53	23450.697	17097.193	42294.996	47146.367	49730.324	45031.535	40954.039
583.68	23437.239	17063.624	42235.394	47082.823	49653.175	44932.394	40846.382
583.83	23443.475	17059.508	42221.969	47064.465	49633.344	44914.246	40821.016
583.99	23381.401	17019.523	42125.62	46961.534	49548.94	44805.085	40729.007
584.14	23296.378	16956.411	42002.61	46821.278	49429.501	44679.102	40611.325
584.29	23211.905	16890.247	41857.095	46656.872	49270.696	44526.575	40470.368
584.45	23125.308	16830.439	41698.834	46481.24	49083.881	44366.185	40318.759
584.6	22987.848	16738.275	41479.275	46238.439	48826.725	44125.33	40099.67
584.75	22854.346	16653.323	41268.094	46024.567	48616.344	43936.454	39926.61
584.91	22710.024	16552.278	41042.112	45783.475	48352.858	43689.663	39693.761
585.06	22598.66	16460.408	40839.66	45574.023	48132.484	43478.266	39495.981
585.21	22524.725	16394.45	40686.088	45421.428	47960.92	43316.276	39339.979
585.37	22456.005	16346.323	40585.136	45296.378	47829.3	43209.409	39222.069
585.52	22394.438	16289.657	40477.073	45206.569	47746.018	43104.229	39119.624
585.67	22423.834	16302.065	40521.008	45258.844	47807.243	43163.922	39173.02
585.83	22454.345	16322.268	40594.478	45325.333	47864.345	43230.247	39221.333
585.98	22552.875	16381.26	40728.469	45497.821	48035.27	43390.766	39376.391
586.13	22643.573	16439.319	40872.452	45660.452	48196.21	43540.046	39515.835
586.29	22723.173	16498.415	41014.372	45816.736	48356.954	43694.384	39650.865
586.44	22801.578	16548.974	41148.613	45983.207	48518.917	43813.656	39779.511
586.59	22859.989	16597.077	41259.143	46094.077	48639.397	43941.835	39876.999
586.75	22850.74	16599.585	41282.562	46129.374	48662.542	43950.199	39874.386
586.9	22840.736	16592.681	41257.121	46096.32	48661.242	43925.66	39857.219
587.05	22763.483	16545.692	41159.923	46004.934	48561.485	43818.462	39758.559
587.2	22691.752	16499.037	41056.576	45909.486	48450.764	43713.248	39660.412
587.36	22570.279	16406.992	40853.004	45682.058	48211.75	43496.332	39459.554
587.51	22398.694	16285.232	40560.133	45355.77	47877.969	43214.211	39198.825
587.66	22151.275	16091.067	40132.902	44876.46	47378.242	42738.824	38774.484
587.82	21848.381	15865.91	39591.229	44274.248	46749.768	42176.733	38250.889
587.97	21510.508	15613.332	39013.235	43674.465	46089.387	41569.836	37688.926
588.12	21147.798	15331.039	38372.139	42959.553	45344.522	40885.249	37064.147
588.28	20716.33	15013.088	37628.285	42142.793	44501.847	40098.031	36344.812
588.43	20319.763	14731.575	36919.97	41360.841	43690.685	39356.599	35671.236
588.58	19934.134	14442.014	36210.486	40608.552	42906.861	38612.631	34969.298
588.74	19732.277	14289.98	35829.232	40221.97	42497.97	38208.584	34602.08
588.89	19661.936	14230.3	35686.905	40092.749	42366.573	38053.925	34472.093
589.04	19679.949	14255.323	35693.431	40111.709	42370.345	38069.181	34500.564
589.2	19755.236	14314.28	35823.718	40261.125	42527.39	38210.828	34635.015
589.35	19958.778	14456.876	36165.098	40645.922	42908.512	38591.832	34967.7
589.5	20264.523	14671.26	36713.402	41252.437	43545.031	39158.972	35481.093
589.65	20611.461	14916.241	37337.734	41920.187	44243.262	39816.824	36086.187
589.81	20918.516	15140.197	37888.319	42525.022	44866.319	40403.209	36613.108
589.96	21144.525	15301.48	38292.469	42975.535	45334.875	40844.219	36998.723
590.11	21307.826	15404.541	38589.367	43277.719	45683.719	41132.387	37260.047
590.27	21450.314	15514.435	38844.676	43570.207	45990.336	41407.898	37500.336
590.42	21525.948	15561.124	38974.917	43687.971	46142.85	41510.202	37595.663
590.57	21521.178	15552.507	38954.266	43693.418	46148.539	41498.629	37596.387
590.73	21508.251	15536.526	38922.096	43677.26	46129.198	41464.503	37573.788
590.88	21445.496	15494.319	38817.09	43552.726	46006.793	41362.812	37490.242
591.03	21362.3	15428.64	38679.134	43394.825	45828.298	41202.376	37357.817
591.19	21333.319	15397.924	38630.978	43355.232	45771.802	41163.165	37318.329
591.34	21308.561	15367.78	38588.782	43289.087	45714.911	41098.262	37268.032
591.49	21293.795	15353.124	38579.631	43300.807	45702.037	41092.916	37290.588
591.64	21262.159	15326.917	38536.753	43235.609	45636.905	41026.148	37216.136
591.8	21243.724	15320.812	38524.681	43227.614	45607.571	41007.021	37201.173
591.95	21233.769	15299.583	38492.67	43226.518	45590.318	40991.955	37172.365
592.1	21291.437	15342.194	38565.491	43308.952	45702.448	41068.534	37235.394
592.26	21282.155	15334.781	38549.409	43299.604	45702.483	41057.046	37210.682
592.41	21307.723	15358.656	38579.535	43344.711	45722.953	41096.691	37238.887
592.56	21310.617	15365.176	38563.408	43338.837	45733.408	41087.087	37225.384
592.71	21336.233	15386.069	38611.123	43405.397	45797.311	41153.287	37283.397
592.87	21337.842	15389.281	38610.414	43408.523	45822.258	41146.136	37274.59
593.02	21369.968	15418.792	38684.505	43485.813	45892.978	41195.505	37344.032
593.17	21342.371	15400.844	38657.49	43458.459	45855.361	41176.865	37312.084
593.33	21362.478	15419.39	38670.115	43465.139	45853.225	41198.389	37326.611
593.48	21300.303	15353.325	38566.719	43356.743	45747.712	41089.04	37228.919
593.63	21263.088	15324.836	38503.87	43282.713	45650.538	41016.936	37144.76
593.78	21163.71	15245.92	38334.171	43100.46	45463.206	40823.964	36985.734
593.94	21102.769	15203.902	38233.263	42994.705	45341.607	40708.662	36872.439
594.09	21023.773	15131.96	38061.226	42807.16	45152.585	40525.917	36692.214
594.24	20960.587	15084.225	37949.325	42699.466	45030.763	40415.665	36615.399
594.4	20871.084	15018.04	37822.91	42570.777	44905.305	40261.844	36499.523
594.55	20870.51	15036.257	37811.643	42573.565	44917.783	40269.455	36495.873
594.7	20866.512	15031.094	37825.059	42581.234	44949.609	40271.512	36507.258
594.85	20951.51	15089.829	37953.477	42714.962	45080.411	40423.684	36617.489
595.01	21007.803	15111.903	38031.715	42802.309	45169.848	40522.387	36712.376
595.16	21066.972	15174.961	38191.488	42958.07	45347.874	40682.488	36856.421
595.31	21132.454	15210.134	38288.366	43055.088	45452.694	40777.143	36926.034
595.46	21183.691	15246.01	38389.835	43170.746	45558.437	40883.382	37006.46
595.62	21214.255	15260.463	38440.804	43228.011	45617.53	40929.542	37041.64
595.77	21261.236	15298.148	38504.037	43332.158	45695.939	41030.818	37121.544
595.92	21239.155	15279.737	38463.509	43321.618	45684.673	40991.188	37092.563
596.08	21266.34	15288.131	38511.207	43378.891	45748.957	41041.195	37118.781
596.23	21228.123	15257.629	38436.563	43313.047	45674.43	40957.828	37046.715
596.38	21206.946	15243.901	38392.737	43287.628	45647.933	40919.737	37012.878
596.53	21191.591	15232.833	38352.996	43232.207	45592.843	40872.547	36970.929
596.69	21163.365	15208.761	38322.783	43206.638	45530.068	40823.455	36952.287
596.84	21112.721	15164.161	38231.446	43098.875	45443.25	40705.633	36847.668
596.99	21098.21	15158.858	38211.428	43073.089	45403.331	40679.178	36843.354
597.14	21013.552	15127.058	38073.331	42918.827	45228.96	40522.772	36722.389
597.3	20977.638	15079.604	37977.185	42825.966	45106.536	40433.857	36635.79
597.45	20909.721	15028.677	37882.334	42698.6	44981.83	40312.26	36535.569
597.6	20879.829	14995.071	37810.149	42628.204	44923.192	40249.368	36475.61
597.75	20829.287	14963.408	37738.871	42528.235	44850.981	40181.938	36390.695
597.91	20787.615	14924.879	37680.441	42469.484	44766.011	40127.617	36323.879
598.06	20734.92	14885.437	37608.02	42371.141	44673.626	40040.098	36222.438
598.21	20737.257	14863.926	37612.06	42370.595	44692.884	40031.06	36218.575
598.36	20741.535	14871.304	37622.06	42380.963	44723.756	40041.303	36226.193
598.52	20775.201	14893.387	37678.84	42465.816	44789.332	40111.156	36277.222
598.67	20772.621	14892.368	37684.578	42482.293	44783.5	40099.422	36275.172
598.82	20816.076	14911.275	37748.373	42561.768	44856.057	40146.057	36321.924
598.98	20823.41	14917.53	37749.298	42569.826	44877.498	40148.982	36334.267
599.13	20867.213	14931.992	37780.564	42611.498	44956.771	40207.475	36385.541
599.28	20865.051	14940.182	37764.48	42602.898	44954.523	40216.687	36375.953
599.43	20856.303	14924.643	37749.258	42571.887	44934.652	40189.402	36356.082
599.59	20802.908	14887.579	37658.25	42445.457	44821.039	40082.898	36272.184
599.74	20773.717	14856.343	37603.157	42383.586	44751.278	40034.157	36209.981
599.89	20704.64	14802.54	37458.923	42238.88	44609.759	39900.497	36089.255
600.04	20672.463	14779.266	37403.311	42182.729	44540.311	39838.178	36039.76
600.2	20596.866	14734.547	37327.02	42084.997	44417.106	39720.59	35940.645
600.35	20543.158	14691.059	37254.883	41986.477	44307.312	39620.52	35847.992
600.5	20479.283	14655.514	37149.305	41885.613	44187.395	39516.371	35760.512
600.65	20479.685	14653.609	37148.511	41909.07	44203.753	39518.585	35763.288
600.8	20414.434	14612.202	37052.807	41810.698	44103.334	39401.893	35670.655
600.96	20376.111	14594.606	37004.627	41749.892	44046.463	39354.396	35617.033
601.11	20313.969	14546.948	36898.147	41628.123	43925.202	39232.991	35497.662
601.26	20288.932	14525.58	36813.27	41563.724	43842.802	39156.931	35425.282
601.41	20255.239	14489.71	36736.731	41504.25	43783.614	39077.379	35363.985
601.57	20260.635	14492.361	36740.581	41500.26	43779.557	39065.339	35354.745
601.72	20251.013	14472.43	36714.793	41478.707	43750.902	39025.816	35321.957
601.87	20303.527	14505.758	36775.164	41571.109	43858.187	39120.539	35407.218
602.02	20378.233	14549.585	36878.057	41707.905	43971.135	39217.87	35505.003
602.18	20466.623	14615.314	37051.843	41876.711	44156.535	39392.73	35662.226
602.33	20530.198	14657.506	37177.669	41990.286	44294.661	39516.122	35765.45
602.48	20628.764	14737.545	37367.258	42205.403	44515.731	39710.481	35949.907
602.63	20703.673	14788.213	37503.98	42380.332	44721.277	39879.179	36090.312
602.79	20760.112	14835.485	37609.069	42491.604	44846.022	39986.178	36175.276
602.94	20805.317	14864.714	37719.163	42587.253	44942.526	40071.55	36248.616
603.09	20809.845	14865.35	37746.89	42626.964	44993.472	40109.363	36292.746
603.24	20789.809	14858.523	37704.623	42630.514	44983.104	40088.787	36275.83
603.39	20819.362	14885.021	37761.241	42704.44	45040.659	40142.174	36336.549
603.55	20794.415	14850.249	37720.656	42652.831	44964.109	40088.82	36284.394
603.7	20783.62	14835.696	37691.475	42633.62	44908.873	40050.299	36240.014
603.85	20770.574	14822.628	37661.035	42610.531	44889.453	40037.817	36219.41
604	20773.146	14827.07	37637.357	42611.498	44895.189	40034.115	36229.06
604.16	20753.871	14809.794	37599.543	42565.168	44854.949	40000.191	36184.816
604.31	20747.587	14800.279	37574.652	42519.609	44813.366	39971.105	36157.3
604.46	20697.613	14759.909	37476.382	42447.46	44740.491	39895.183	36081.085
604.61	20690.419	14767.99	37445.221	42434.706	44742.53	39887.827	36071.518
604.76	20642.057	14729.541	37366.407	42335.114	44664.981	39794.618	36006.848
604.92	20633.351	14716.373	37325.295	42295.307	44617.33	39760.295	35969.221
605.07	20562.572	14663.901	37209.472	42168.109	44486.593	39645.199	35840.199
605.22	20549.775	14639.963	37179.478	42129.224	44433.533	39596.72	35785.291
605.37	20513.274	14591.394	37096.571	42065.535	44353.469	39501.965	35697.934
605.53	20523.697	14588.169	37098.585	42060.288	44359.632	39497.542	35701.058
605.68	20481.014	14548.057	37027.123	41989.408	44277.561	39426.584	35612.529
605.83	20482.086	14553.898	37013.326	41996.834	44268.787	39423.138	35602.568
605.98	20429.982	14516.85	36964.752	41939.783	44220.377	39347.291	35540.267
606.13	20463.084	14527.514	37021.405	41994.362	44272.952	39397.065	35583.303
606.29	20457.856	14542.174	37032.668	42011.571	44316.383	39408.481	35599.965
606.44	20498.679	14574.449	37110.974	42088.283	44407.494	39488.041	35673.845
606.59	20453.352	14556.924	37064.603	42037.748	44338.603	39440.725	35626.232
606.74	20456.43	14539.979	37052.462	42020.145	44329.637	39426.673	35637.395
606.89	20380.539	14465.913	36920.23	41872.23	44184.562	39285.582	35505.418
607.05	20346.086	14442.516	36832.758	41792.571	44089.055	39209.649	35446.657
607.2	20247.38	14374.337	36660.04	41614.501	43885.599	39017.653	35287.599
607.35	20142.96	14290.113	36472.221	41408.299	43629.882	38803.62	35108.76
607.5	20017.129	14196.525	36243.811	41141.702	43357.284	38550.745	34890.096
607.65	19939.956	14144.957	36106.055	41002.485	43214.571	38404.79	34740.086
607.81	19856.696	14100.399	35977.619	40858.147	43057.51	38243.233	34587.112
607.96	19841.461	14094.988	35937.756	40820.076	43007.9	38210.736	34550.471
608.11	19786.725	14047.352	35841.977	40728.836	42903.274	38114.891	34454.418
608.26	19764.539	14035.21	35803.033	40700.033	42874.142	38080.584	34411.791
608.41	19757.893	14020.455	35775.256	40673.76	42878.706	38045.62	34370.819
608.57	19758.962	14027.874	35789.807	40707.6	42900.565	38084.413	34368.721
608.72	19760.327	14009.612	35783.755	40697.204	42897.141	38070.513	34371.446
608.87	19721.584	13971.947	35688.959	40610.354	42792.772	37982.729	34307.959
609.02	19648.716	13922.309	35586.823	40499.702	42678.187	37856.792	34205.241
609.17	19571.816	13876.157	35466.178	40361.861	42530.959	37726.764	34066.146
609.33	19489.024	13807.277	35304.233	40188.057	42355.596	37560.221	33909.815
609.48	19393.022	13755.693	35148.704	40019.68	42167.551	37426.032	33771.922
609.63	19299.105	13686.983	34999.677	39848.072	41986.158	37244.502	33635.103
609.78	19194.578	13610.215	34821.644	39649.722	41755.918	37041.918	33451.941
609.93	19107.558	13562.427	34689.889	39509.932	41629.736	36902.799	33299.471
610.09	19090.413	13551.062	34653.744	39481.247	41581.119	36880.919	33264.611
610.24	19084.667	13541.118	34633.9	39449.548	41560.513	36844.04	33243.259
610.39	19077.445	13540.774	34640.027	39444.851	41568.718	36843.288	33240.741
610.54	19074.246	13522.961	34612.004	39429.894	41560.422	36814.367	33216.84
610.69	19069.505	13506.155	34592.662	39405.705	41560.826	36791.529	33181.99
610.84	19009.778	13467.592	34489.207	39294.043	41463.293	36687.965	33077.692
611	18978.826	13424.574	34422.334	39216.565	41364.166	36626.037	33016.1
611.15	18865.727	13341.825	34233.595	38989.067	41141.88	36410.552	32827.044
611.3	18736.892	13243.431	33999.387	38748.519	40862.32	36177.023	32612.674
611.45	18600.178	13140.761	33750.993	38462.774	40554.837	35905.661	32372.091
611.6	18441.66	13033.21	33484.594	38154.825	40229.813	35603.157	32118.627
611.76	18250.606	12899.056	33142.209	37800.057	39823.639	35251.077	31805.815
611.91	18116.646	12798.393	32893.117	37520.098	39520.844	34981.832	31582.799
612.06	17980.279	12703.015	32652.763	37246.39	39245.18	34711.168	31346.346
612.21	17846.065	12604.515	32410.317	36980.505	38970.481	34466.196	31110.944
612.36	17688.19	12489.475	32140.102	36666.214	38668.96	34174.155	30849.552
612.51	17513.197	12371.076	31823.648	36328.339	38316.913	33847.616	30560.89
612.67	17360.934	12256.462	31545.637	36030.825	37984.079	33546.2	30265.946
612.82	17202.18	12155.356	31259.489	35706.907	37649.016	33247.059	29989.61
612.97	17017.542	12023.927	30920.354	35346.466	37255.364	32901.794	29654.772
613.12	16815.83	11879.336	30554.06	34932.818	36825.478	32514.029	29310.205
613.27	16617.15	11737.863	30192.665	34541.722	36417.48	32123.599	28958.117
613.42	16513.719	11662.85	29992.389	34320.553	36176.467	31917.234	28754.686
613.58	16466.69	11626.26	29901.327	34224.448	36076.248	31825.448	28664.536
613.73	16436.461	11594.341	29843.043	34151.781	36020.438	31782.703	28628.022
613.88	16466.683	11587.793	29882.244	34189.232	36067.189	31814.058	28671.431
614.03	16550.412	11635.895	30044.027	34361.861	36263.576	31969.928	28819.379
614.18	16722.885	11760.522	30376.643	34730.707	36654.864	32312.061	29119.325
614.33	17006.423	11954.984	30897.182	35311.149	37244.688	32852.446	29617.677
614.49	17247.699	12119.975	31355.435	35820.053	37778.006	33305.271	30047.217
614.64	17487.01	12282.428	31783.131	36293.012	38289.012	33743.449	30468.285
614.79	17728.712	12445.338	32224.009	36799.482	38806.931	34210.767	30907.788
614.94	17930.126	12609.279	32613.105	37261.358	39275.116	34635.358	31293.466
615.09	18103.63	12740.607	32892.464	37606.444	39638.507	34962.038	31594.53
615.24	18203.926	12816.222	33058.066	37819.77	39855.242	35153.641	31756.365
615.39	18211.683	12821.54	33051.683	37809.706	39875.441	35150.706	31771.814
615.55	18208.808	12820.972	33022.38	37792.74	39859.732	35130.611	31754.433
615.7	18172.529	12798.211	32965.936	37735.608	39775.85	35064.385	31667.387
615.85	18151.172	12791.028	32881.445	37663.238	39707.324	34983.347	31585.238
616	18147.389	12788.104	32859.082	37640.621	39693.391	34942.985	31550.643
616.15	18177.963	12803.711	32923.756	37702.646	39770.556	34987.502	31594.93
616.3	18196.685	12802.409	32939.497	37739.146	39813.806	35002.696	31632.376
616.46	18245.51	12829.192	33027.783	37850.498	39904.389	35096.455	31684.279
616.61	18322.682	12873.858	33154.155	38008.483	40068.022	35240.034	31797.627
616.76	18409.845	12932.69	33291.987	38207.491	40263.186	35411.296	31949.581
616.91	18462.134	12973.002	33429.827	38377.87	40426.772	35544.937	32066.134
617.06	18538.092	13017.773	33558.522	38536.092	40599.784	35701.038	32199.762
617.21	18580.83	13032.225	33620.435	38630.72	40676.896	35774.927	32258.675
617.36	18622.089	13069.595	33717.376	38736.486	40799.431	35882.88	32355.056
617.52	18663.184	13103.152	33784.37	38825.866	40914.151	35960.448	32445.118
617.67	18687.876	13132.789	33836.085	38889.527	40979.589	36005.769	32511.085
617.82	18672.111	13116.034	33809.253	38844.242	40968.175	35973.812	32477.781
617.97	18672.291	13123.181	33802.258	38824.621	40965.41	35970.93	32476.028
618.12	18641.54	13103.528	33753.803	38762.288	40914.924	35905.397	32413.54
618.27	18609.546	13084.92	33699.908	38685.568	40855.548	35842.908	32362.425
618.42	18591.595	13054.507	33633.662	38604.256	40777.154	35770.529	32293.705
618.58	18545.941	13015.864	33552.349	38528.865	40661.173	35680.404	32208.271
618.73	18479.955	12963.308	33443.252	38410.155	40539.451	35573.264	32099.428
618.88	18457.754	12944.776	33417.522	38393.206	40498.522	35545.272	32085.182
619.03	18450.105	12930.204	33418.062	38398.676	40481.293	35530.226	32079.117
619.18	18461.847	12927.726	33422.804	38407.933	40474.175	35536.44	32096.265
619.33	18475.086	12940.371	33447.436	38453.854	40500.072	35577.361	32112.272
619.48	18464.445	12943.116	33439.424	38461.26	40490.623	35582.643	32107.963
619.63	18465.852	12939.797	33452.664	38461.281	40508.996	35582.676	32102.072
619.79	18502.156	12957.794	33514.762	38528.508	40579.367	35643.696	32153.147
619.94	18526.952	12964.764	33549.543	38560.094	40629.786	35676.258	32183.391
620.09	18525.025	12955.828	33530.686	38541.225	40627.115	35676.939	32167.223
620.24	18482.462	12924.714	33463.035	38483.386	40550.218	35596.738	32091.736
620.39	18445.866	12898.118	33417.676	38428.262	40498.634	35538.173	32047.8
620.54	18414.891	12876.133	33373.482	38380.693	40439.131	35479.846	31989.439
620.69	18377.979	12851.331	33306.805	38309.563	40364.637	35421.981	31941.276
620.84	18307.303	12804.809	33179.612	38156.842	40210.139	35288.127	31814.379
621	18218.407	12752.153	33040.682	37999.131	40030.338	35144.823	31678.625
621.15	18160.268	12709.73	32922.774	37869.63	39889.434	35001.18	31579.214
621.3	18113.846	12680.252	32836.649	37772.372	39798.88	34918.462	31495.253
621.45	18048.465	12641.574	32723.189	37645.432	39658.158	34780.541	31385.959
621.6	18005.14	12610.578	32667.325	37578.657	39579.27	34710.149	31326.853
621.75	17963.4	12585.346	32601.73	37507.227	39505.488	34626.82	31259.357
621.9	17921.409	12554.674	32529.751	37450.005	39432.2	34561.454	31208.048
622.05	17912.706	12545.068	32502.067	37441.628	39413.124	34534.98	31181.188
622.21	17864.119	12521.69	32429.295	37371.088	39357.24	34472.47	31096.164
622.36	17816.014	12479.63	32357.465	37273.992	39249.399	34400.793	31015.223
622.51	17787.858	12448.023	32307.452	37210.694	39180.585	34357.968	30947.639
622.66	17736.134	12403.881	32206.552	37097.937	39076.858	34255.858	30840.091
622.81	17689.098	12365.484	32125.352	37010.395	38991.274	34193.715	30762.155
622.96	17661.684	12338.002	32080.278	36935.442	38935.332	34120.969	30706.694
623.11	17624.836	12317.835	32010.933	36846.748	38852.506	34050.416	30639.033
623.26	17591.793	12278.001	31959.793	36784.494	38782.056	33987.431	30590.605
623.41	17587.771	12280.375	31954.398	36781.816	38783.222	33976.253	30594.716
623.57	17537.678	12241.116	31855.039	36685.193	38706.138	33867.029	30527.347
623.72	17500.096	12223.161	31788.305	36625.086	38618.094	33790.512	30473.457
623.87	17451.378	12196.796	31699.511	36531.157	38500.853	33672.157	30384.566
624.02	17392.552	12153.902	31582.518	36425.407	38371.958	33573.298	30280.288
624.17	17323.749	12086.354	31467.882	36302.828	38224.035	33430.113	30157.683
624.32	17252.077	12036.593	31341.913	36146.516	38066.254	33296.208	30019.594
624.47	17164.649	11973.758	31201.001	35995.989	37910.208	33137.208	29867.419
624.62	17127.207	11942.624	31135.679	35930.658	37828.9	33072.568	29797.271
624.77	17075.477	11904.675	31036.05	35828.753	37724.467	32982.94	29704.225
624.92	17049.086	11863.977	30988.989	35769.371	37680.582	32942.188	29648.823
625.08	17018.652	11847.147	30952.806	35741.467	37641.181	32889.279	29613.51
625.23	17021.448	11865.217	30967.372	35741.336	37662.7	32888.219	29622.723
