Lon	O-H-1153	O-P-1159	I-P-1205	I-H-1158	I-H-1204
557.17	36043.56	21048.066	14604.1	17163.968	15090.605
557.32	36142.234	21093.081	14641.048	17204.29	15122.883
557.48	36087.898	21052.709	14606.896	17175.908	15104.171
557.63	35985.111	20991.959	14570.342	17127.959	15047.298
557.78	35810.731	20903.897	14498.787	17039.579	14983.27
557.94	35675.462	20805.384	14425.528	16979.363	14904.594
558.09	35400.742	20644.763	14302.159	16834.466	14784.093
558.25	35178.838	20514.517	14218.44	16726.209	14686.386
558.4	34990.367	20412.28	14145.367	16642.115	14611.301
558.56	34942.472	20381.317	14119.613	16626.679	14590.151
558.71	34966.916	20388.61	14121.081	16631.104	14604.378
558.87	35011.047	20403.258	14138.17	16656.531	14608.752
559.02	35009.628	20399.673	14137.199	16643.792	14608.935
559.18	35123.412	20457.6	14185.831	16701.733	14658.699
559.33	35259.303	20533.435	14237.908	16764.281	14706.04
559.49	35429.335	20633.147	14299.708	16836.841	14774.247
559.64	35541.833	20706.424	14351.161	16889.358	14825.05
559.8	35679.667	20784.097	14411.185	16965.152	14886.514
559.95	35873.298	20905.234	14492.651	17062.628	14980.695
560.11	36137.262	21055.451	14599.769	17182.703	15098.352
560.26	36288.716	21142.892	14662.881	17257.343	15170.574
560.42	36332.149	21171.918	14681.203	17281.192	15199.082
560.57	36316.939	21154.499	14677.478	17271.456	15184.862
560.73	36317.316	21138.888	14678.942	17260.952	15175.81
560.88	36215.823	21087.096	14630.823	17205.153	15134.295
561.03	36036.567	20976.159	14552.213	17109.126	15050.312
561.19	35836.578	20873.214	14463.972	17006.082	14962.918
561.34	35710.828	20800.973	14403.401	16940.973	14894.73
561.5	35702.444	20798.026	14405.355	16934.981	14887.07
561.65	35714.903	20806.805	14404.662	16945.354	14892.52
561.81	35757.029	20838.677	14418.71	16973.171	14906.93
561.96	35883.035	20906.498	14469.585	17029.047	14942.761
562.12	36025.202	20985.004	14523.894	17085.872	15002.883
562.27	36155.809	21063.182	14579.062	17166.524	15068.94
562.43	36257.945	21131.679	14629.602	17221.294	15117.119
562.58	36291.552	21140.949	14625.663	17230.575	15128.642
562.74	36261.726	21113.484	14609.868	17209.078	15110.484
562.89	36239.398	21099.388	14595.619	17199.388	15101.454
563.04	36106.818	21021.916	14533.597	17130.519	15047.926
563.2	35997.658	20965.162	14489.964	17102.086	14997.601
563.35	35892.677	20893.929	14439.28	17040.027	14953.918
563.51	35886.388	20876.883	14423.003	17027.738	14950.553
563.66	35784.161	20829.016	14391.423	16984.61	14911.204
563.82	35816.753	20868.608	14404.884	17007.378	14938.763
563.97	35830.583	20880.936	14407.826	17007.563	14947.826
564.13	35873.668	20912.646	14431.514	17037.043	14968.954
564.28	35886.208	20909.747	14429.691	17026.087	14978.923
564.44	35890.689	20916.214	14450.775	17040.39	14975.248
564.59	35761.861	20846.06	14406.839	16985.037	14912.554
564.74	35700.257	20807.017	14377.533	16953.478	14874.358
564.9	35540.911	20699.835	14306.504	16877.844	14799.471
565.05	35347.993	20575.102	14225.134	16779.145	14710.574
565.21	35178.283	20465.775	14161.5	16706.556	14635.303
565.36	35056.982	20405.279	14108.5	16644.84	14581.588
565.52	34938.755	20325.985	14050.986	16586.018	14525.096
565.67	34987.986	20342.787	14059.546	16602.435	14543.139
565.83	35063.777	20380.634	14088.579	16638.734	14573.766
565.98	35228.024	20476.278	14154.707	16708.499	14639.663
566.13	35409.646	20579.556	14223.765	16792.601	14722.051
566.29	35605.215	20700.457	14286.973	16876.105	14804.324
566.44	35760.701	20788.414	14358.734	16959.262	14872.316
566.6	35959.279	20912.497	14445.695	17053.507	14962.475
566.75	36072.07	20982.379	14497.094	17110.367	15016.214
566.91	36152.263	21029.437	14526.943	17140.207	15058.625
567.06	36077.498	20983.016	14509.333	17102.168	15032.015
567.22	35987.927	20936.927	14472.586	17058.992	14988.399
567.37	35862.774	20854.843	14428.941	16996.546	14934.743
567.52	35705.919	20757.774	14364.38	16906.083	14860.369
567.68	35480.742	20619.094	14262.512	16787.742	14749.677
567.83	35246.768	20492.69	14163.295	16675.372	14658.272
567.99	35061.684	20377.573	14086.881	16595.145	14583.277
568.14	34980.508	20321.377	14044.817	16551.398	14540.059
568.3	34921.384	20282.901	14024.823	16520.472	14506.406
568.45	34941.719	20290.764	14019.347	16525.93	14508.874
568.6	34984.249	20307.171	14026.501	16543.995	14525.665
568.76	35108.813	20386.782	14076.067	16593.682	14586.078
568.91	35138.198	20387.01	14077.549	16605.813	14581.769
569.07	35200.171	20429.436	14094.722	16627.327	14596.25
569.22	35186.124	20437.796	14092.906	16621.081	14596.334
569.37	35163.301	20430.412	14088.665	16619.6	14594.72
569.53	35033.846	20355.934	14044.713	16560.098	14544.933
569.68	34892.343	20284.947	13998.188	16502.177	14492.858
569.84	34624.793	20123.054	13884.89	16386.428	14373.154
569.99	34449.557	20015.395	13818.921	16295.086	14299.438
570.15	34193.885	19854.874	13715.301	16174.115	14193.939
570.3	34041.359	19751.592	13640.965	16096.646	14121.613
570.45	33893.612	19643.964	13564.391	16006.062	14055.6
570.61	33859.991	19623.144	13546.584	15982.265	14041.386
570.76	33915.816	19644.892	13555.695	15999.871	14053.277
570.92	34145.049	19784.64	13648.212	16116.904	14157.959
571.07	34326.988	19893.952	13722.073	16199.525	14225.722
571.22	34616.726	20061.199	13841.561	16333.067	14345.638
571.38	34894.317	20216.492	13956.349	16476.656	14465.799
571.53	35191.355	20405.717	14083.003	16630.683	14590.376
571.69	35407.647	20524.637	14173.462	16734.561	14670.561
571.84	35549.735	20605.637	14223.714	16809.155	14730.605
572	35621.553	20632.43	14244.771	16833.781	14752.068
572.15	35733.441	20697.65	14287.639	16881.781	14806.661
572.3	35704.928	20685.964	14275.358	16873.028	14795.974
572.46	35689.55	20696.22	14265.417	16862.902	14775.911
572.61	35639.139	20665.405	14239.416	16837.921	14750.932
572.77	35624.059	20662.157	14222.212	16825.717	14750.333
572.92	35600.295	20660.272	14214.943	16812.217	14752.042
573.07	35573.163	20649.987	14207.054	16793.505	14733.987
573.23	35511.641	20606.432	14181.322	16767.387	14704.267
573.38	35555.879	20631.603	14194.163	16784.043	14718.24
573.54	35499.632	20576.312	14173.225	16755.906	14699.291
573.69	35446.48	20544.975	14155.448	16737.547	14684.932
573.84	35357.908	20490.545	14121.478	16700.115	14642.401
574	35267.908	20441.479	14081.534	16661.215	14608.6
574.15	35136.62	20363.937	14022.608	16595.224	14552.498
574.31	35017.843	20302.579	13970.985	16539.546	14510.622
574.46	34821.271	20181.249	13891.481	16442.382	14430.558
574.61	34774.265	20153.068	13862.662	16401.244	14407.75
574.77	34634.921	20068.394	13800.515	16321.79	14344.339
574.92	34556.924	20016.52	13765.498	16280.256	14314.366
575.07	34464.755	19946.142	13723.274	16218.35	14257.427
575.23	34467.73	19930.091	13714.718	16205.827	14264.289
575.38	34474.915	19929.575	13708.86	16204.992	14258.707
575.54	34584.981	19994.114	13752.102	16252.443	14306.684
575.69	34519.684	19966.166	13737.013	16238.376	14286.42
575.84	34592.92	20007.589	13770.852	16270.314	14313.655
576	34652.171	20050.831	13796.226	16304.27	14328.138
576.15	34765.451	20111.242	13840.307	16354.362	14373.571
576.31	34787.922	20138.713	13867.053	16376.108	14379.712
576.46	34848.539	20174.328	13897.68	16398.24	14405.582
576.61	34794.671	20146.343	13879.211	16366.464	14365.673
576.77	34799.067	20151.319	13874.23	16369.868	14369.911
576.92	34736.227	20109.126	13853.204	16336.72	14342.962
577.07	34612.995	20045.776	13801.041	16272.194	14306.656
577.23	34480.883	19974.18	13751.927	16219.488	14248.674
577.38	34304.172	19865.875	13672.83	16132.732	14171.281
577.54	34092.178	19751.279	13593.113	16040.718	14089.729
577.69	33937.154	19654.066	13525.329	15975.076	14041.23
577.84	33796.798	19552.82	13464.105	15888.368	13977.424
578	33728.464	19519.839	13420.113	15847.223	13933.421
578.15	33697.658	19485.24	13399.252	15827.471	13904.262
578.3	33734.702	19495.833	13397.119	15833.503	13921.943
578.46	33774.291	19519.103	13409.509	15847.751	13934.696
578.61	33857.497	19559.814	13429.408	15891.024	13964.825
578.77	33950.478	19611.468	13448.776	15926.315	13986.534
578.92	34040.724	19681.24	13471.668	15977.283	14020.711
579.07	34115.263	19717.043	13495.098	16018.394	14056.9
579.23	34183.81	19752.109	13529.746	16051.493	14088.768
579.38	34144.444	19743.411	13528.236	16046.433	14064.104
579.53	34222.655	19788.579	13556.281	16072.798	14098.381
579.69	34215.113	19791.047	13553.277	16062.816	14089.849
579.84	34231.264	19805.231	13571.527	16078.242	14110.066
579.99	34224.027	19784.664	13581.355	16073.135	14113.531
580.15	34189.922	19760.768	13573.218	16059.317	14095.581
580.3	34144.39	19729.685	13550.554	16032.795	14069.059
580.46	34180.876	19726.361	13568.614	16040.866	14084.25
580.61	34141.981	19699.85	13562.256	16036.938	14077.201
580.76	34184.848	19716.879	13586.474	16051.122	14096.968
580.92	34199.367	19712.925	13592.343	16050.321	14094.365
581.07	34244.809	19755.434	13609.862	16077.719	14105.631
581.22	34275.446	19760.304	13630.315	16091.238	14136.821
581.38	34366.322	19811.719	13659.202	16138.181	14187.06
581.53	34426.777	19855.414	13668.414	16167.403	14210.392
581.68	34504.013	19907.429	13687.002	16197.848	14235.079
581.84	34532.71	19910.62	13685.775	16212.104	14235.444
581.99	34523.022	19918.133	13676.43	16206.924	14237.825
582.14	34513.933	19903.187	13676.582	16195.703	14235.747
582.3	34499.557	19913.434	13674.545	16194.358	14222.885
582.45	34436.746	19884.416	13658.735	16165.548	14197.108
582.6	34373.603	19864.23	13646.438	16139.878	14174.12
582.76	34262.471	19787.462	13611.407	16084.154	14131.363
582.91	34212.488	19762.585	13591.079	16066.234	14110.146
583.07	34184.667	19740.909	13579.009	16045.382	14092.854
583.22	34142.9	19712.957	13556.484	16025.704	14075.067
583.37	34128.284	19700.436	13531.59	16010.183	14061.787
583.53	34103.718	19693.29	13518.884	15999.621	14043.049
583.68	34040.976	19646.888	13489.426	15959.228	14021.47
583.83	34035.707	19639.739	13475.487	15953.102	14005.629
583.99	33961.444	19591.007	13449.633	15909.106	13974.468
584.14	33850.016	19521.565	13412.389	15873.917	13931.587
584.29	33746.896	19454.653	13360.488	15817.06	13878.071
584.45	33615.166	19363.197	13309.406	15739.725	13824.384
584.6	33439.232	19246.902	13235.946	15645.045	13753.309
584.75	33289.61	19155.84	13168.862	15569.906	13682.873
584.91	33099.917	19054.706	13091.794	15487.354	13613.684
585.06	32929.617	18976.508	13030.584	15413.299	13555.013
585.21	32816.858	18903.428	12975.548	15345.131	13487.329
585.37	32727.62	18842.335	12939.136	15296.268	13451.916
585.52	32640.723	18793.229	12905.261	15272.338	13412.69
585.67	32675.889	18815.702	12918.79	15304.669	13419.175
585.83	32733.423	18844.96	12939.587	15338.268	13445.389
585.98	32848.973	18911.469	12986.205	15392.963	13492.963
586.13	32982.475	18965.397	13025.166	15441.826	13536.682
586.29	33094.876	19030.691	13069.206	15497.855	13592.141
586.44	33199.82	19090.083	13111.656	15542.424	13637.326
586.59	33299.913	19146.715	13151.781	15576.21	13677.001
586.75	33325.289	19142.498	13160.289	15571.321	13689.607
586.9	33291.605	19126.012	13146.77	15563.946	13681.264
587.05	33213.68	19077.307	13114.528	15522.044	13641.384
587.2	33135.455	19032.016	13070.401	15482.213	13607.313
587.36	32956.433	18920.673	13001.014	15391.916	13538.07
587.51	32710.967	18783.573	12901.782	15287.616	13439.792
587.66	32341.209	18566.199	12755.287	15126.011	13286.979
587.82	31884.438	18308.778	12567.031	14914.667	13087.679
587.97	31411.52	18029.959	12381.332	14674.211	12877.772
588.12	30888.643	17715.27	12163.016	14417.292	12660.104
588.28	30264.242	17342.242	11918.406	14130.934	12401.439
588.43	29702.675	17019.982	11680.213	13854.532	12158.707
588.58	29131.103	16678.773	11442.586	13585.839	11908.52
588.74	28837.341	16494.914	11305.342	13429.727	11767.705
588.89	28735.212	16433.475	11257.069	13364.278	11729.64
589.04	28753.675	16449.795	11265.982	13393.049	11747.641
589.2	28855.06	16507.697	11303.95	13442.192	11787.247
589.35	29133.954	16667.262	11413.163	13556.14	11896.052
589.5	29577.623	16911.886	11578.908	13764.886	12075.788
589.65	30085.582	17210.406	11775.208	13998.67	12277.658
589.81	30532.01	17467.065	11949.956	14209.472	12473.648
589.96	30859.568	17664.48	12086.47	14371.426	12608.7
590.11	31087.65	17791.98	12157.289	14457.245	12700.629
590.27	31312.217	17910.887	12247.776	14569.611	12780.513
590.42	31402.696	17978.366	12282.75	14624.552	12815.278
590.57	31386.639	17981.309	12287.123	14629.529	12813.266
590.73	31365.702	17954.866	12281.053	14616.746	12814.108
590.88	31288.584	17916.264	12252.143	14576.308	12770.154
591.03	31180.849	17838.497	12199.717	14524.64	12718.926
591.19	31152.495	17818.946	12182.694	14512.089	12696.88
591.34	31104.298	17796.671	12162.769	14490.374	12678.462
591.49	31114.949	17808.564	12160.268	14494.366	12689.487
591.64	31072.532	17774.138	12139.928	14453.027	12667.884
591.8	31069.493	17779.987	12140.79	14448.031	12662.186
591.95	31040.408	17764.209	12132.506	14446.44	12664.946
592.1	31113.294	17820.403	12163.843	14479.349	12697.986
592.26	31113.231	17812.067	12175.352	14478.429	12689.637
592.41	31145.799	17827.854	12189.052	14490.932	12709.744
592.56	31143.187	17814.199	12192.21	14484.122	12710.364
592.71	31196.772	17842.344	12204.464	14524.629	12735.443
592.87	31194.941	17842.127	12207.699	14528.27	12738.687
593.02	31264.968	17878.538	12232.704	14554.715	12757.924
593.17	31243.029	17856.02	12222.382	14553.547	12752.668
593.33	31259.016	17858.17	12225.126	14562.918	12767.006
593.48	31175.512	17812.325	12183.963	14521.325	12727.919
593.63	31115.452	17776.1	12159.451	14497.682	12701.022
593.78	30970.437	17695.073	12106.184	14426.184	12643.107
593.94	30883.747	17646.681	12068.055	14383.385	12609.275
594.09	30743.421	17562.829	11998.027	14312.268	12555.96
594.24	30660.73	17512.323	11968.511	14257.95	12517.203
594.4	30553.898	17446.139	11925.293	14212.897	12472.853
594.55	30555.664	17448.883	11927.796	14206.949	12479.653
594.7	30579.479	17450.709	11927.05	14213.687	12480.632
594.85	30696.137	17518.938	11975.433	14265.928	12528.433
595.01	30778.309	17558.288	12010.409	14302.848	12561.574
595.16	30905.224	17632.511	12074.807	14361.126	12611.148
595.31	30967.046	17680.563	12108.639	14395.321	12648.595
595.46	31052.273	17724.218	12136.142	14427.295	12684.966
595.62	31096.231	17750.407	12158.881	14454.969	12701.782
595.77	31157.818	17793.763	12190.961	14485.499	12729.543
595.92	31153.485	17783.134	12185.452	14478.375	12715.957
596.08	31190.264	17809.109	12194.219	14489.461	12721.768
596.23	31136.651	17782.52	12167.079	14461.278	12705.541
596.38	31127.571	17771.913	12149.726	14464.616	12692.088
596.53	31072.777	17757.81	12133.228	14443.03	12675.557
596.69	31043.771	17743.189	12125.047	14418.882	12662.838
596.84	30962.436	17700.084	12097.304	14379.986	12624.865
596.99	30937.298	17688.276	12093.21	14376.408	12625.023
597.14	30824.145	17618.893	12045.959	14331.761	12589.036
597.3	30747.626	17578.781	12019.406	14307.22	12546.956
597.45	30655.654	17516.248	11985.776	14261.907	12503.754
597.6	30621.686	17488.092	11970.565	14237.5	12476.4
597.75	30550.43	17444.078	11939.98	14211.233	12453.035
597.91	30503.539	17417.242	11919.583	14181.945	12442.384
598.06	30432.678	17370.854	11886.887	14139.503	12405.964
598.21	30445.53	17379.806	11885.003	14140.729	12392.948
598.36	30449.93	17376.896	11892.051	14139.04	12404.007
598.52	30507.168	17403.025	11910.332	14163.112	12426.277
598.67	30509.324	17402.357	11916.104	14165.159	12432.544
598.82	30569.188	17423.33	11936.308	14185.923	12444.473
598.98	30586.177	17434.156	11946.277	14192.695	12443.948
599.13	30633.51	17463.08	11966.388	14213.586	12461.718
599.28	30616.875	17458.566	11972.27	14207.435	12469.589
599.43	30625.281	17450.324	11972.401	14195.687	12460.434
599.59	30531.699	17407.105	11946.876	14145.425	12435.315
599.74	30495.836	17382.42	11915.354	14132.134	12416.925
599.89	30396.507	17338.771	11875.991	14090.672	12377.925
600.04	30347.772	17297.518	11854.497	14063.013	12362.662
600.2	30271.678	17249.415	11823.47	14027.558	12325.272
600.35	30215.52	17206.895	11797.103	13989.751	12288.037
600.5	30122.096	17162.69	11758.723	13954.503	12262.679
600.65	30152.4	17173.972	11759.389	13965.4	12250.806
600.8	30075.004	17131.465	11739.983	13925.653	12218.576
600.96	30025.31	17109.386	11720.518	13897.87	12203.056
601.11	29937.047	17064.323	11679.871	13867.124	12159.256
601.26	29879.624	17040.581	11657.514	13844.053	12140.668
601.41	29808.776	17001.59	11624.831	13825.798	12123.513
601.57	29801.571	16992.68	11620.208	13819.625	12116.68
601.72	29775.056	16969.232	11603.332	13800.826	12115.508
601.87	29839.715	17001.418	11622.263	13827.175	12137.681
602.02	29926.893	17042.254	11654.771	13878.288	12180.31
602.18	30052.566	17115.105	11711.292	13940.996	12243.764
602.33	30145.144	17167.802	11748.363	13987.528	12293.858
602.48	30320.467	17264.282	11809.04	14050.523	12360.721
602.63	30456.025	17341.103	11863.685	14114.366	12411.773
602.79	30541.748	17397.121	11897.045	14153.166	12449.562
602.94	30613.229	17445.077	11932.011	14190.384	12485.505
603.09	30664.009	17467.076	11953.285	14205.538	12487.867
603.24	30667.567	17452.82	11951.094	14201.028	12474.215
603.39	30727.241	17481.207	11966.977	14221.868	12478.746
603.55	30680.04	17450.128	11957.239	14204.184	12457.107
603.7	30647.541	17444.059	11945.652	14194.256	12448.63
603.85	30629.211	17429.805	11944.519	14191.068	12437.486
604	30631.619	17420.267	11948.014	14187.256	12425.718
604.16	30594.926	17392.31	11927.157	14164.607	12405.882
604.31	30566.103	17378.972	11913.004	14148.862	12395.718
604.46	30502.271	17333.679	11887.337	14117.667	12373.799
604.61	30484.495	17339.694	11890.957	14117.891	12372.221
604.76	30418.497	17285.2	11862.595	14085.013	12338.332
604.92	30391.471	17268.471	11840.922	14076.076	12330.669
605.07	30304.99	17220.044	11793.66	14032.208	12302.978
605.22	30284.381	17207.402	11777.963	14018.523	12299.094
605.37	30219.91	17170.834	11747.042	13983.658	12282.823
605.53	30209.202	17175.609	11745.158	13983.389	12287.828
605.68	30168.969	17138.66	11714.475	13954.694	12262.035
605.83	30169.964	17152.503	11707.195	13952.503	12267.58
605.98	30126.51	17127.764	11694.302	13923.049	12236.938
606.13	30164.459	17148.184	11712.943	13940.272	12256.316
606.29	30170.295	17144.602	11713.998	13940.68	12259.317
606.44	30230.691	17188.394	11737.24	13977.801	12280.834
606.59	30196.209	17155.924	11714.198	13948.396	12254.154
606.74	30186.024	17142.936	11709.847	13941.046	12253.573
606.89	30075.484	17064.121	11675.671	13897.429	12206.308
607.05	30013.043	17019.098	11648.868	13873.34	12198.307
607.2	29872.786	16943.403	11596.534	13809.193	12127.523
607.35	29708.421	16862.344	11538.047	13729.421	12070.08
607.5	29536.514	16742.778	11461.272	13641.14	11990.152
607.65	29427.44	16683.868	11424.187	13594.989	11947.517
607.81	29327.289	16617.86	11379.827	13540.135	11894.464
607.96	29309.516	16605.461	11362.307	13509.988	11877.241
608.11	29251.516	16557.867	11333.154	13473.506	11840.011
608.26	29226.969	16538.209	11319.187	13453.682	11829.287
608.41	29209.542	16516.026	11298.959	13453.07	11812.982
608.57	29209.126	16521.995	11312.599	13457.731	11812.588
608.72	29213.118	16519.909	11313.129	13448.382	11808.733
608.87	29127.969	16480.047	11283.355	13415.519	11789.849
609.02	29037.989	16423.683	11242.616	13383.144	11754.572
609.17	28927.828	16372.74	11207.916	13340.52	11706.498
609.33	28793.772	16294.672	11161.87	13286.617	11658.178
609.48	28676.549	16221.33	11125.341	13227.484	11615.967
609.63	28554.666	16152.84	11064.083	13162.192	11564.742
609.78	28391.82	16057.875	11000.391	13089.128	11499.852
609.93	28287.428	15993.515	10962.031	13031.262	11441.504
610.09	28239.611	15980.128	10949.413	13013.403	11433.447
610.24	28200.185	15965.085	10939.316	12990.832	11423.272
610.39	28205.851	15971.29	10936.18	12984.169	11420.653
610.54	28192.883	15965.653	10923.488	12980.015	11405.334
610.69	28180.417	15950.385	10917.869	12974.078	11401.858
610.84	28087.229	15910.152	10886.361	12940.295	11365.526
611	28022.793	15884.893	10854.135	12912.365	11342.915
611.15	27886.958	15792.21	10783.891	12841.649	11274.177
611.3	27718.398	15682.695	10697.827	12750.871	11194.431
611.45	27517.542	15560.421	10611.839	12660.718	11115.091
611.6	27285.539	15415.99	10527.122	12546.012	11019.418
611.76	27005.506	15258.671	10414.089	12411.408	10897.65
611.91	26809.008	15141.041	10334.415	12312.821	10817.832
612.06	26620.939	15015.422	10266.4	12227.455	10732.334
612.21	26426.735	14905.141	10204.097	12137.581	10655.119
612.36	26198.344	14775.025	10131.058	12041.915	10570.486
612.51	25944.109	14637.197	10034.571	11921.945	10467.835
612.67	25721.506	14522.011	9947.011	11825.824	10377.121
612.82	25490.499	14397.126	9867.378	11715.104	10286.356
612.97	25219.563	14234.927	9751.267	11587.487	10179.355
613.12	24916.984	14076.27	9624.325	11446.248	10065.852
613.27	24627.523	13903.193	9501.511	11295.709	9937.599
613.42	24472.059	13811.256	9427.927	11220.443	9866.509
613.58	24391.875	13758.931	9395.051	11180.502	9828.854
613.73	24349.615	13738.044	9367.022	11152.593	9808.109
613.88	24374.419	13740.024	9368.98	11164.804	9816.848
614.03	24511.346	13811.774	9426.071	11222.148	9863.686
614.18	24787.192	13958.775	9536.17	11343.291	9969.885
614.33	25207.665	14203.346	9702.698	11545.72	10148.269
614.49	25570.514	14400.644	9837.513	11709.513	10298.655
614.64	25933.439	14603.494	9974.362	11880.285	10444.417
614.79	26294.119	14803.284	10127.668	12044.415	10598.745
614.94	26621.565	15005.423	10250.928	12199.4	10734.521
615.09	26866.091	15141.278	10344.739	12319.289	10838.586
615.24	27009.914	15225.111	10392.155	12398.123	10901.067
615.39	27014.98	15230.342	10391.518	12393.628	10900.529
615.55	27010.884	15231.489	10389.917	12385.598	10895.489
615.7	26957.76	15185.651	10364.892	12350.387	10874.607
615.85	26905.775	15146.028	10329.38	12327.567	10847.875
616	26896.004	15130.928	10327.181	12320.499	10847.445
616.15	26946.81	15154.711	10340.7	12330.447	10860.249
616.3	26967.364	15159.299	10348.738	12335.64	10864.694
616.46	27035.367	15191.796	10370.84	12378.345	10891.313
616.61	27125.496	15255.452	10413.067	12424.496	10928.847
616.76	27255.085	15342.195	10463.569	12484.13	10978.679
616.91	27372.243	15411.65	10502.761	12527.2	11017.397
617.06	27480.432	15460.993	10549.18	12580.465	11055.323
617.21	27537.578	15496.236	10567.961	12613.631	11077.236
617.36	27602.892	15534.441	10602.144	12642.704	11107.452
617.52	27670.657	15568.217	10629.789	12656.119	11134.888
617.67	27723.712	15589.196	10647.976	12680.317	11162.25
617.82	27697.078	15571.385	10639.111	12676.561	11142.231
617.97	27681.225	15572.247	10640.038	12680.247	11145.522
618.12	27640.528	15548.813	10620.89	12657.549	11123.089
618.27	27580.416	15536.228	10597.997	12637.722	11103.173
618.42	27534.98	15518.958	10575.606	12620.529	11082.199
618.58	27463.841	15483.7	10546.524	12597.457	11044.447
618.73	27372.176	15430.22	10507.967	12556.846	10999.352
618.88	27352.709	15422.897	10493.853	12536.567	10996.743
619.03	27339.775	15403.666	10488.71	12532.226	10997.589
619.18	27361.507	15413.231	10488.495	12534.11	11011.385
619.33	27400.317	15412.734	10501.47	12542.041	11022.744
619.48	27406.654	15401.941	10488.501	12541.457	11015.831
619.63	27406.072	15398.313	10490.258	12542.478	11021.687
619.79	27453.42	15430.069	10509.025	12574.684	11046.772
619.94	27493.676	15445.874	10518.742	12590.039	11058.962
620.09	27493.344	15440.322	10520.421	12588.937	11044.586
620.24	27429.494	15404.154	10505.725	12560.934	11010.868
620.39	27380.776	15381.338	10499.898	12540.766	10991.711
620.54	27355.727	15357.242	10503.869	12516.396	10985.407
620.69	27307.221	15330.111	10486.21	12490.331	10955.606
620.84	27208.797	15274.182	10447.93	12426.742	10907.93
621	27096.703	15203.109	10405.142	12372.472	10858.406
621.15	27002.686	15142.225	10360.807	12321.862	10823.005
621.3	26932.802	15105.274	10322.208	12298.768	10796.263
621.45	26858.266	15057.145	10281.442	12253.223	10757.53
621.6	26809.019	15035.293	10247.831	12224.436	10726.985
621.75	26765.818	14993.533	10220.862	12192.467	10713.346
621.9	26716.63	14964.706	10198.608	12169.102	10688.926
622.05	26687.915	14951.057	10184.717	12153.859	10681.112
622.21	26641.361	14938.273	10169.713	12130.493	10656.998
622.36	26570.037	14901.663	10144.641	12090.487	10635.586
622.51	26515.122	14871.067	10118.155	12074.188	10616.737
622.66	26422.903	14817.958	10080.497	12040.849	10589.815
622.81	26353.901	14785.319	10055.176	12015.429	10561.714
622.96	26315.09	14747.068	10032.068	11992.772	10548.024
623.11	26263.966	14722.462	10022.736	11979.868	10529.626
623.26	26215.923	14692.341	10002.616	11955.32	10503.496
623.41	26221.54	14678.584	10003.078	11960.078	10494.98
623.57	26150.556	14627.896	9973.6	11921.248	10467.754
623.72	26109.248	14595.787	9954.699	11892.975	10443.392
623.87	26038.632	14547.444	9930.994	11857.543	10418.643
624.02	25942.803	14505.342	9896.694	11815.847	10381.65
624.17	25839.222	14438.189	9849.783	11758.002	10336.157
624.32	25735.649	14374.934	9807.253	11711.33	10295.637
624.47	25621.176	14314.033	9754.462	11651.297	10239.78
624.62	25574.031	14282.195	9734.03	11629.36	10214.283
624.77	25494.423	14240.071	9703.752	11589.686	10179.796
624.92	25456.746	14226.406	9684.263	11573.615	10158.977
625.08	25436.103	14200.961	9666.708	11558.62	10141.17
625.23	25447.174	14206.503	9668.58	11564.393	10144.789
625.38	25453.242	14221.616	9670.088	11569.781	10154.396
625.53	25494.111	14246.76	9693.716	11585.925	10181.573
625.68	25529.164	14266.286	9703.901	11606.45	10191.681
625.83	25578.532	14294.081	9731.938	11640.191	10217.773
625.98	25589.343	14300.31	9730.848	11641.837	10221.837
626.13	25646.21	14339.385	9758.868	11673.627	10245.935
626.28	25647.462	14334.65	9756.221	11671.738	10239.562
626.43	25657.71	14322.138	9755.38	11667.105	10235.588
626.58	25582.162	14270.624	9714.349	11628.239	10204.503
626.74	25511.673	14230.607	9683.805	11592.849	10175.399
626.89	25393.63	14165.519	9626.475	11536.454	10123.311
627.04	25305.322	14115.157	9592.399	11499.816	10089.751
627.19	25152.632	14018.413	9531.149	11417.259	10021.127
627.34	25050.41	13965.695	9492.344	11367.453	9980.948
627.49	24988.899	13923.207	9454.799	11337.613	9950.272
627.64	25019.48	13942.15	9464.227	11342.413	9955.512
627.79	25018.35	13942.812	9460.999	11336.34	9946.932
627.94	25127.988	13999.67	9500.867	11370.043	9990.043
628.09	25196.123	14030.079	9527.914	11392.31	10018.728
628.24	25351.322	14110.433	9587.718	11465.773	10080.103
628.39	25500.569	14188.811	9635.833	11530.954	10129.855
628.55	25609.216	14253.601	9682.974	11586.656	10176.853
628.7	25682.139	14293.545	9712.962	11627.688	10204.611
628.85	25773.235	14346.455	9745.455	11660.037	10244.169
629	25775.723	14342.69	9739.733	11666.635	10245.447
629.15	25855.788	14395.468	9766.6	11707.82	10271.908
629.3	25877.434	14409.281	9768.875	11723.117	10281.534
629.45	25923.943	14439.537	9795.679	11750.657	10310.569
629.6	25982.117	14475.193	9818.919	11767.27	10335.49
629.75	26095.408	14539.31	9853.738	11817.859	10380.628
629.9	26229.671	14602.176	9916.671	11884.187	10437.506
630.05	26454.243	14728.298	10006.419	11997.793	10519.199
630.2	26612.665	14805.522	10070.346	12076.499	10579.444
630.35	26826.041	14923.48	10142.92	12172.624	10657.942
630.5	27003.351	15010.275	10193.296	12242.791	10723.714
630.65	27165.332	15099.871	10261.684	12330.772	10781.981
