Lon	O-H-1153	O-P-1159	I-P-1205	I-H-1158	I-H-1204
753.62	10918.96	5363.202	3628.993	4465.52	3949.476
753.77	10917.53	5369.827	3627.157	4468.596	3948.552
753.91	10879.164	5354.439	3617.549	4457.109	3943.835
754.05	10862.852	5353.39	3613.577	4448.951	3938.885
754.19	10835.554	5340.631	3598.598	4432.928	3925.543
754.34	10841.481	5340.504	3601.218	4436.767	3925.295
754.48	10803.799	5320.437	3589.832	4414.272	3908.425
754.62	10790.325	5313.478	3589.182	4405.303	3901.215
754.76	10766.847	5289.11	3578.111	4392.836	3891.781
754.9	10751.187	5282.341	3568.286	4385.814	3877.637
755.05	10714.923	5263.868	3554.407	4363.154	3864.516
755.19	10691.808	5253.204	3550.182	4357.468	3856.985
755.33	10666.071	5236.422	3538.565	4340.191	3842.345
755.47	10648.215	5234.973	3534.061	4344.116	3836.687
755.62	10615.486	5220.783	3518.574	4332.508	3817.167
755.76	10592.398	5214.937	3510.64	4326.893	3819.948
755.9	10579.849	5203.168	3506.937	4322.981	3820.036
756.04	10581.611	5201.776	3506.534	4324.237	3818.479
756.18	10556.59	5187.03	3500.645	4313.612	3811.238
756.33	10537.367	5179.554	3495.301	4313.708	3813.708
756.47	10529.782	5165.716	3483.464	4305.398	3807.376
756.61	10532.4	5165.005	3483.038	4314.235	3813.752
756.75	10522.871	5156.432	3483.366	4311.805	3806.179
756.9	10534.053	5164.24	3484.691	4313.866	3801.866
757.04	10510.333	5154.091	3477.553	4306.344	3795.75
757.18	10507.796	5149.938	3468.499	4303.609	3783.785
757.32	10470.675	5124.06	3455.785	4279.741	3762.906
757.46	10441.538	5117.571	3450.725	4271.242	3759.637
757.61	10399.33	5098.121	3435.693	4245.846	3740.088
757.75	10371.78	5089.659	3420.922	4229.263	3733.087
757.89	10285.906	5043.203	3393.742	4199.148	3706.137
758.03	10180.626	4985.714	3361.066	4157.714	3658.989
758.17	9992.76	4898.233	3303.189	4078.485	3593.65
758.32	9744.298	4785.298	3220.474	3980.507	3508.507
758.46	9376.651	4601.509	3098.333	3830.289	3371.827
758.6	8909.007	4372.952	2937.754	3642.973	3208.424
758.74	8287.559	4060.241	2732.098	3393.241	2976.67
758.88	7574.944	3714.406	2486.373	3095.724	2724.12
759.03	6794.32	3327.705	2215.694	2766.991	2443.606
759.17	6008.708	2940.038	1944.049	2447.818	2154.28
759.31	5238.456	2558.874	1681.764	2126.907	1871.83
759.45	4548.092	2217.619	1446.334	1839.114	1621.356
759.59	3934.196	1911.976	1239.789	1583.525	1393.679
759.73	3466.444	1680.543	1076.158	1384.016	1223.224
759.88	3134.43	1516.167	970.354	1247.716	1095.716
760.02	2960.339	1431.053	911.24	1182.306	1030.701
760.16	2913.067	1403.858	890.484	1154.221	1016.726
760.3	3008.004	1442.322	916.531	1190.015	1043.333
760.44	3230.421	1550.619	989.509	1284.586	1120.278
760.59	3568.627	1713.583	1101.111	1426.462	1236.66
760.73	3975.779	1910.79	1240.229	1593.68	1382.032
760.87	4440.205	2132.018	1395.81	1784.15	1547.799
761.01	4892.602	2353.679	1543.426	1965.58	1711.558
761.15	5327.584	2570.826	1697.826	2148.628	1869.683
761.29	5680.813	2745.978	1818.187	2302.934	2007.066
761.44	5917.226	2861.083	1893.93	2396.644	2092.556
761.58	6020.93	2916.161	1932.985	2443.49	2138.787
761.72	6011.597	2918.707	1924.652	2441.52	2132.157
761.86	5910.359	2866.029	1885.755	2398.062	2092.963
762	5766.39	2791.389	1838.214	2339.126	2040.532
762.14	5586.293	2698.403	1771.183	2263.754	1971.886
762.29	5413.922	2614.043	1711.988	2185.384	1901.911
762.43	5270.318	2543.263	1668.746	2129.493	1849.537
762.57	5186.785	2508.62	1637.158	2089.719	1815.653
762.71	5153.23	2492.285	1629.329	2077.022	1809.681
762.85	5193.887	2519.634	1644.656	2093.348	1828.733
762.99	5255.894	2546.685	1661.532	2114.63	1845.488
763.14	5347.075	2596.206	1699.294	2155.328	1878.888
763.28	5468.07	2655.916	1740.564	2209.223	1924.74
763.42	5610.167	2717.409	1783.134	2258.947	1971.035
763.56	5757.757	2781.91	1834.866	2318.91	2025.02
763.7	5932.007	2860.523	1887.787	2388.655	2081.007
763.84	6096.04	2940.281	1945.062	2454.688	2138.116
763.99	6264.583	3031.56	2004.714	2527.077	2205.538
764.13	6434.098	3106.647	2059.471	2595.647	2267.647
764.27	6600.926	3189.311	2116.706	2662.497	2328.168
764.41	6758.626	3273.285	2175.472	2734.461	2396.615
764.55	6920.653	3352.246	2226.148	2798.093	2456.027
764.69	7061.537	3421.999	2281.285	2853.636	2514.559
764.84	7196.267	3485.311	2321.85	2904.212	2563.07
764.98	7329.97	3548.014	2368.707	2963.607	2614.069
765.12	7471.152	3619.405	2415.855	3020.372	2669.207
765.26	7602.322	3681.42	2460.266	3068.97	2713.629
765.4	7732.815	3746.078	2502.749	3125.595	2755.265
765.54	7865.812	3811.769	2551.625	3186.395	2806.614
765.68	8017.18	3884.685	2599.202	3249.344	2858.531
765.83	8161.905	3950.279	2647.762	3315.147	2912.817
765.97	8313.718	4021.355	2695.828	3369.663	2961.311
766.11	8460.007	4089.391	2743.314	3431.007	3013.776
766.25	8618.142	4165.736	2797.835	3501.164	3070.219
766.39	8773.866	4234.943	2846.756	3552.515	3123.767
766.53	8906.995	4298.808	2890.204	3603.379	3164.61
766.67	9034.692	4364.693	2935.056	3652.638	3209.253
766.82	9152.146	4427.431	2979.047	3697.322	3252.487
766.96	9258.807	4481.51	3019.345	3740.972	3291.785
767.1	9346.46	4530.317	3046.855	3770.449	3323.196
767.24	9400.626	4558.45	3062.879	3788.988	3344.988
767.38	9466.944	4599.548	3085.274	3826.142	3372.647
767.52	9536.046	4634.441	3109.991	3851.398	3403.574
767.66	9583.299	4650.672	3128.397	3872.254	3421.134
767.8	9619.816	4667.267	3140.442	3885.014	3434.553
767.95	9669.697	4690.96	3158.664	3904.895	3457.158
768.09	9710.892	4712.321	3176.618	3925.672	3469.936
768.23	9749.238	4729.578	3195.611	3940.04	3485.886
768.37	9755.212	4728.113	3197.553	3943.092	3490.036
768.51	9762.293	4731.512	3194.337	3942.765	3485.446
768.65	9777.439	4741.065	3190.9	3945.406	3487.428
768.79	9790.051	4746.304	3185.831	3953.249	3489.952
768.93	9777.805	4736.377	3181.729	3956.982	3483.882
769.08	9787.204	4735.544	3183.775	3958.709	3486.27
769.22	9803.152	4745.02	3184.701	3964.701	3489.404
769.36	9834.274	4765.824	3202.275	3973.208	3502.351
769.5	9845.557	4768.173	3210.139	3979.546	3511.678
769.64	9869.012	4785.264	3222.858	3995.418	3525.836
769.78	9912.301	4810.345	3247.916	4012.487	3545.367
769.92	9954.472	4838.812	3259.043	4022.241	3564.527
770.06	9959.277	4848.882	3267.728	4034.981	3572.475
770.2	9963.689	4856.557	3273.667	4042.535	3579.546
770.35	9960.11	4839.912	3261.791	4029.44	3566.934
770.49	9963.383	4846.228	3266.635	4032.251	3566.228
770.63	9932.105	4831.204	3256.115	4014.006	3554.401
770.77	9898.216	4807.832	3240.766	3993.81	3537.37
770.91	9868.61	4790.391	3231.391	3985.852	3517.369
771.05	9873.683	4789.277	3226.782	3980.134	3519.475
771.19	9882.436	4787.337	3224.117	3977.436	3515.985
771.33	9891.81	4796.194	3234.316	3991.711	3528.458
771.47	9914.422	4803.059	3241.554	3996.499	3539.356
771.61	9945.112	4815.914	3252.144	4011.211	3552.441
771.76	9955.98	4825.056	3259.375	4017.309	3557.749
771.9	9972.923	4830.362	3263.472	4022.538	3568.736
772.04	9984.254	4825.683	3266.331	4025.32	3564.397
772.18	9994.855	4832.075	3266.855	4034.624	3569.745
772.32	10006.99	4846.221	3270.298	4036.935	3570.869
772.46	10014.896	4849.259	3268.654	4044.687	3565.391
772.6	10017.874	4844.621	3269.885	4046.28	3564.566
772.74	10042.529	4850.475	3275.628	4064.76	3574.43
772.88	10065.441	4860.144	3286.771	4072.705	3580.001
773.02	10079.198	4868.857	3290.055	4076.286	3584.286
773.16	10076.531	4857.475	3290.388	4064.629	3581.552
773.31	10074.672	4857.343	3291.991	4065.255	3583.936
773.45	10053.482	4851.439	3286.241	4058.241	3586.329
773.59	10038.335	4849.049	3280.18	4050.235	3578.631
773.73	9990.962	4833.973	3266.753	4036.643	3566.05
773.87	9944.996	4812.589	3248.248	4021.38	3552.896
774.01	9900.964	4793.074	3233.371	4003.437	3541.239
774.15	9872.654	4781.874	3224.961	3992.027	3531.896
774.29	9849.112	4758.276	3212.419	3975.892	3514.573
774.43	9840.881	4751.463	3207.87	3971.859	3510.013
774.57	9841.879	4749.901	3209.846	3968.44	3511.34
774.71	9857.113	4758.729	3221.069	3970.025	3517.849
774.85	9867.343	4768.024	3229.684	3974.694	3519.09
774.99	9887.031	4777.921	3237.625	3981.57	3532.207
775.14	9893.22	4780.758	3236.351	3992.483	3537.758
775.28	9911.963	4792.216	3240.183	4002.809	3544.348
775.42	9923.467	4797.379	3241.588	4003.214	3541.28
775.56	9932.567	4799.852	3241.797	4009.787	3547.808
775.7	9924.096	4796.601	3231.535	4004.546	3539.931
775.84	9937.955	4800.097	3235.932	4003.13	3552.361
775.98	9937.173	4796.053	3235.514	3996.13	3544.877
776.12	9942.259	4807.127	3244.985	3997.149	3544.71
776.26	9912.676	4789.49	3238.27	3986.446	3540.072
776.4	9892.918	4778.577	3235.599	3980.731	3540.203
776.54	9868.329	4757.494	3220.516	3962.889	3524.78
776.68	9857.325	4747.556	3214.468	3953.094	3516.479
776.82	9810.848	4720.277	3194.596	3936.31	3493.673
776.96	9791.436	4714.986	3179.216	3936.348	3487.162
777.1	9771.486	4700.343	3162.574	3926.222	3480.288
777.24	9771.851	4709.598	3159.939	3925.555	3476.368
777.39	9776.709	4707.852	3159.885	3923.27	3471.621
777.53	9790.28	4719.105	3166.896	3929.874	3474.577
777.67	9807.787	4719.942	3170.963	3936.854	3478.744
777.81	9858.642	4749.884	3185.763	3955.994	3499.686
777.95	9867.789	4751.195	3193.251	3951.096	3498.569
778.09	9903.687	4770.138	3206.06	3966.357	3508.687
778.23	9912.234	4767.245	3217.74	3969.828	3514.004
778.37	9928.431	4777.123	3218.629	3976.771	3517.958
778.51	9929.364	4781.342	3222.166	3983.265	3520.848
778.65	9917.261	4781.382	3220.426	3980.283	3520.547
778.79	9886.789	4762.811	3206.052	3969.833	3503.591
778.93	9894.025	4765.838	3209.497	3979.596	3514.717
779.07	9859.723	4735.042	3199.031	3960.349	3501.316
779.21	9847.649	4730.978	3187.121	3953.659	3498.055
779.35	9822.34	4710.801	3180.988	3944.9	3494.395
779.49	9801.21	4703.045	3172.77	3937.155	3489.682
779.63	9789.794	4696.849	3166.377	3930.992	3485.805
779.77	9794.619	4703.927	3177.212	3931.136	3489.114
779.91	9779.206	4695.184	3178.382	3924.272	3471.657
780.05	9778.27	4703.798	3178.27	3924.325	3472.414
780.19	9778.992	4698.267	3177.685	3925.289	3466.52
780.33	9782.094	4704.281	3179.369	3924.325	3467.358
780.47	9789.566	4696.181	3177.488	3918.851	3465.488
780.61	9811.049	4701.016	3185.203	3924.093	3466.511
780.76	9812.717	4691.508	3182.882	3917.211	3464.596
780.9	9816.036	4699.146	3184.08	3925.432	3476.421
781.04	9831.667	4709.492	3192.514	3938.184	3479.986
781.18	9849.183	4720.557	3194.414	3945.041	3485.524
781.32	9862.501	4730.611	3198.38	3951.963	3486.204
781.46	9877.557	4747.964	3206.568	3958.646	3494.865
781.6	9864.635	4747.294	3199.591	3953.217	3495.503
781.74	9854.887	4747.931	3191.283	3952.151	3491.887
781.88	9840.487	4734.443	3180.453	3935.442	3477.508
782.02	9814.644	4719.82	3167.963	3921.095	3475.029
782.16	9785.669	4709.955	3164.405	3906.691	3469.329
782.3	9743.089	4682.814	3148.452	3890.858	3456.352
782.44	9696.246	4657.586	3137.795	3877.971	3432.652
782.58	9655.17	4635.819	3128.358	3866.5	3416.083
782.72	9621.548	4610.493	3122.658	3855.141	3404.24
782.86	9604.159	4599.797	3112.467	3853.511	3396.412
783	9592.412	4586.896	3101.215	3844.16	3385.303
783.14	9589.33	4579.693	3094.122	3842.506	3382.55
783.28	9587.825	4582.44	3097.99	3841.638	3381.418
783.42	9612.002	4589.881	3101.892	3849.266	3393.53
783.56	9628.632	4594.851	3107.368	3857.126	3397.39
783.7	9642.012	4609.825	3105.485	3863.759	3410.968
783.84	9653.806	4608.509	3103.971	3868.938	3414.696
783.98	9716.613	4673.569	3173.932	3932.119	3468.997
784.12	9706.768	4664.548	3171.306	3937.197	3466.164
784.26	9703.121	4666.934	3169.714	3936.473	3465.879
784.4	9675.402	4652.567	3155.633	3926.71	3458.49
784.54	9676.763	4649.411	3151.884	3920.488	3460.4
784.68	9652.691	4630.823	3143.779	3905.097	3441.668
784.82	9622.309	4621.243	3145.518	3889.595	3437.639
784.96	9552.526	4550.614	3077.988	3822.296	3379.526
785.1	9553.634	4553.931	3076.052	3813.931	3375.293
785.24	9539.913	4540.067	3060.98	3805.287	3364.584
785.38	9529.266	4540.332	3063.948	3799.893	3361.124
785.52	9509.489	4534.961	3051.126	3786.291	3350.467
785.66	9496.213	4533.301	3050.455	3789.301	3347.543
785.8	9480.923	4526.616	3040.934	3781.55	3336.143
785.94	9474.072	4530.412	3041.808	3780.478	3334.061
786.08	9439.143	4512.088	3036.165	3769.44	3322.275
786.22	9429.795	4506.619	3038.63	3766.355	3324.509
786.36	9399.896	4487.653	3024.786	3759.906	3312.302
786.5	9383.781	4481.264	3030.198	3761.484	3310.846
786.64	9366.876	4469.052	3020.909	3748.03	3304.602
786.78	9353.673	4462.365	3009.805	3741.662	3301.882
786.92	9315.13	4438.8	2993.558	3726.261	3287.185
787.06	9288.582	4430.065	2985.9	3712.527	3286.592
787.2	9257.1	4413.913	2974.21	3693.418	3273.374
787.34	9255.771	4416.859	2973.749	3684.596	3269.694
787.48	9219.849	4397.937	2957.838	3664.168	3255.465
787.62	9209.276	4390.847	2952.705	3657.089	3248.034
787.76	9197.325	4380.643	2953.555	3647.093	3241.731
787.89	9187.323	4382.828	2956.026	3644.982	3240.059
788.03	9171.388	4368.026	2944.323	3636.235	3228.103
788.17	9147.032	4358.362	2941.23	3629.79	3218.581
788.31	9105.624	4328.503	2922.909	3614.47	3198.602
788.45	9090.749	4317.2	2914.134	3608.936	3189.551
788.59	9055.17	4303.719	2900.895	3597.115	3177.686
788.73	9016.202	4294.213	2891.543	3584.719	3166.389
788.87	8975.913	4265.913	2873.902	3568.144	3150.166
789.01	8954.861	4261.399	2871.652	3562.322	3140.652
789.15	8937.412	4254.446	2862.259	3554.654	3133.512
789.29	8934.743	4259.919	2858.215	3550.468	3132.798
789.43	8928.323	4253.839	2857.344	3546.092	3126.971
789.57	8919.617	4250.068	2858.782	3543.079	3125.804
789.71	8914.995	4242.358	2853.82	3548.896	3120.72
789.85	8908.199	4245.243	2850.353	3546.21	3120.1
789.99	8901.737	4239.781	2842.099	3542.583	3116.957
790.13	8902.183	4232.633	2835.985	3544.282	3115.535
790.27	8870.657	4215.119	2830.888	3535.987	3110.712
790.41	8840.483	4204.516	2821.538	3526.758	3106.45
790.55	8823.669	4191.515	2812.295	3517.702	3096.691
790.69	8820.103	4184.971	2812.587	3507.652	3094.026
790.83	8796.105	4165.621	2802.445	3491.105	3079.545
790.97	8767.457	4150.171	2797.083	3477.16	3071.621
791.11	8733.491	4130.173	2792.404	3458.426	3059.26
791.24	8727.891	4129.023	2791.671	3453.374	3057.374
791.38	8711.018	4117.853	2784.787	3447.073	3052.04
791.52	8708.57	4112.339	2783.998	3445.262	3051.196
791.66	8669.544	4098.182	2766.171	3432.588	3039.797
791.8	8668.933	4092.571	2767.087	3436.351	3047.12
791.94	8643.659	4075.065	2759.626	3429.384	3037.912
792.08	8632.283	4079.965	2752.371	3433.635	3037.547
792.22	8612.221	4068.991	2743.705	3427.485	3028.76
792.36	8584.731	4051.578	2734.27	3413.028	3019.49
792.5	8542.884	4032.884	2724.565	3399.774	3002.587
792.64	8536.274	4024.878	2721.768	3392.395	2996.395
792.78	8509.385	4015.034	2713.572	3374.935	2984.122
792.92	8503.548	4024.24	2705.79	3369.954	2980.548
793.06	8487.649	4013.385	2703.528	3357.813	2976.626
793.2	8478.304	4007.393	2701.689	3348.799	2973.019
793.34	8471.07	4003.883	2699.124	3344.795	2967.564
793.47	8461.331	4000.002	2698.518	3339.606	2973.848
793.61	8446.171	3995.863	2697.61	3335.457	2969.742
793.75	8431.158	3996.202	2689.664	3334.575	2963.059
793.89	8419.613	3981.262	2684.767	3328.943	2958.394
794.03	8412.308	3980.297	2678.594	3322.671	2950.979
794.17	8398.014	3967.179	2669.19	3313.893	2942.772
794.31	8424.667	3983.645	2676.36	3326.81	2952.964
794.45	8435.622	3988.875	2677.919	3332.117	2954.886
794.59	8428.668	3986.723	2677.239	3331.69	2954.108
794.73	8423.295	3972.591	2673.855	3327.613	2953.152
794.87	8413.012	3968.649	2672.968	3320.693	2951.286
795.01	8395.34	3952.9	2670.691	3312.317	2940.625
795.15	8362.067	3942.144	2668.66	3301.221	2933.924
795.28	8308.444	3914.928	2650.17	3280.807	2908.104
795.42	8273.629	3908.167	2640.002	3268.387	2896.167
795.56	8232.845	3885.439	2623.582	3249.56	2883.801
795.7	8204.556	3878.303	2617.83	3237.6	2876.369
795.84	8188.318	3868.999	2608.505	3228.373	2863.714
795.98	8185.559	3871.789	2602.746	3225.768	2866.163
796.12	8194.583	3873.637	2598.461	3231.121	2862.725
796.26	8207.059	3875.62	2606.62	3236.499	2876.016
796.4	8207.847	3866.419	2603.023	3235.199	2875.111
796.54	8243.66	3879.473	2614.077	3250.594	2879.781
796.68	8263.676	3887.655	2621.621	3257.358	2879.599
796.81	8282.624	3893.602	2635.328	3273.691	2887.449
796.95	8285.424	3892.434	2638.358	3281.39	2887.72
797.09	8294.985	3897.304	2641.842	3278.755	2888.996
797.23	8284.799	3893.788	2635.622	3267.315	2877.161
797.37	8290.362	3899.406	2635.46	3264.109	2873.164
797.51	8268.574	3895.541	2628.277	3258.299	2870.211
797.65	8267.166	3894.935	2627.474	3257.661	2874.496
797.79	8250.921	3886.548	2616.339	3239.899	2870.405
797.93	8235.352	3881.626	2616.802	3234.769	2865.67
798.07	8215.449	3871.647	2609.834	3228.12	2860.515
798.2	8203.195	3872.239	2601.569	3223.712	2859.228
798.34	8175.418	3852.188	2593.231	3214.77	2850.155
798.48	8164.193	3847.654	2588.808	3205.984	2847.347
798.62	8117.697	3820.928	2574.499	3190.016	2827.686
798.76	8083.416	3811.361	2571.591	3188.152	2817.735
798.9	8034.48	3783.996	2547.634	3163.942	2798.579
799.04	8016.701	3782.405	2542.899	3162.493	2795.416
799.18	7968.618	3754.661	2531.881	3143.398	2776.057
799.32	7933.782	3743.354	2520.068	3128.672	2762.43
799.45	7878.181	3715.829	2501.049	3108.829	2742.016
799.59	7857.83	3712.719	2495.808	3102.917	2736.324
799.73	7830.579	3694.777	2478.59	3086.106	2721.271
799.87	7830.175	3695.307	2478.483	3087.659	2722.472
800.01	7797.997	3670.986	2468.514	3072.646	2705.832
800.15	7802.29	3673.092	2468.839	3071.333	2711.29
800.29	7792.914	3658.827	2457.365	3057.233	2703.739
800.43	7805.798	3656.907	2463.292	3057.083	2707.589
800.56	7797.563	3647.255	2460.694	3049.881	2699.507
800.7	7795.27	3648.095	2464.369	3046.16	2703.831
800.84	7785.851	3640.027	2463.18	3042.301	2701.202
800.98	7785.133	3637.518	2459.991	3041.65	2704.947
801.12	7774.145	3630.123	2458.727	3041.409	2696.53
801.26	7765.873	3639.445	2466.313	3049.203	2698.39
801.4	7742.434	3628.082	2454.357	3043.192	2687.236
801.53	7738.415	3630.844	2452.042	3046.36	2692.426
801.67	7704.586	3609.751	2433.608	3036.597	2678.839
801.81	7674.11	3600.956	2420.484	3023.594	2667.506
801.95	7639.791	3584.824	2407.099	3012.11	2653.736
802.09	7609.127	3576.633	2397.435	3001.16	2642.083
802.23	7575.823	3556.548	2386.691	2985.636	2629.988
802.37	7563.475	3557.486	2389.585	2980.871	2630.146
802.5	7532.061	3543.644	2374.534	2967.589	2614.182
802.64	7535.982	3546.872	2379.235	2971.487	2619.707
802.78	7535.175	3540.56	2378.659	2967.714	2614.395
802.92	7538.458	3546.798	2384.831	2966.622	2622.227
803.06	7531.182	3535.863	2378.885	2966.401	2619.852
803.2	7540.246	3537.597	2373.345	2971.136	2625.378
803.34	7527.565	3526.533	2363.752	2960.148	2615.313
803.47	7499.456	3512.192	2355.456	2946.082	2609.115
803.61	7462.484	3498.11	2346.583	2930.715	2590.979
803.75	7442.84	3486.785	2339.016	2923.796	2581.73
803.89	7404.267	3461.169	2322.037	2905.421	2561.685
804.03	7374.875	3452.05	2313.292	2889.984	2551.127
804.17	7349.25	3437.711	2309.744	2879.415	2537.612
804.31	7339.882	3435.388	2309.201	2881.058	2539.564
804.44	7360.064	3436.174	2315.944	2883.944	2541.35
804.58	7375.373	3440.637	2320.34	2887.362	2549.076
804.72	7377.886	3442.655	2321.765	2883.919	2558.425
804.86	7406.071	3463.246	2329.324	2891.466	2566.763
805	7428.329	3468.043	2341.175	2900.208	2576.604
805.14	7438.272	3474.613	2348.997	2902.481	2585.382
805.27	7436.706	3470.575	2343.97	2901.816	2582.739
805.41	7435.549	3478.176	2342.714	2901.208	2584.769
