Lon	O-P-1210	O-H-1209	I-P-1220	I-H-1212	I-P-1213	I-H-1219
549.57	27075.082	25328.885	16030.434	16415.225	17900.588	16253.555
549.72	27028.717	25294.65	15995.771	16386.254	17875.244	16226.068
549.88	26962.004	25244.07	15967.993	16354.894	17830.631	16196.301
550.03	26900.634	25185.646	15933.096	16321.03	17782.547	16155.657
550.19	26884.79	25170.766	15923.613	16310.075	17771.965	16134.866
550.34	26836.807	25130.698	15888.082	16283.269	17725.18	16111.301
550.5	26830.686	25133.631	15892.015	16287.619	17740.543	16123.795
550.65	26826.112	25143.518	15904.77	16297.408	17736.112	16126.672
550.81	26865.26	25156.249	15925.974	16307.117	17753.754	16137.446
550.96	26948.261	25211.646	15961.25	16338.942	17793.206	16166.931
551.12	27047.875	25297.59	16019.887	16398.787	17882.172	16227.403
551.27	27079.07	25321.356	16032.806	16427.246	17900.807	16258.443
551.43	27144.815	25373.431	16074.673	16467.155	17951.948	16283.903
551.58	27135.323	25363.499	16070.994	16458.444	17936.092	16270.521
551.74	27108.325	25321.6	16037.918	16428.248	17905.434	16250.753
551.89	27005.148	25254.511	15968.906	16364.972	17841.742	16182.807
552.05	26898.981	25171.772	15905.498	16309.673	17774.508	16131.168
552.2	26740.489	25037.104	15814.049	16205.148	17665.477	16041.092
552.36	26625.935	24932.265	15751.704	16130.297	17600.232	15962.869
552.52	26527.865	24841.975	15689.426	16070.371	17531.447	15917.832
552.67	26537.086	24852.295	15697.492	16083.601	17550.283	15919.733
552.83	26579.701	24889.371	15721.788	16122.997	17587.942	15954.327
552.98	26659.835	24941.153	15754.483	16174.307	17641.12	16011.45
553.14	26743.259	25013.81	15803.853	16210.249	17691.853	16052.392
553.29	26827.141	25089.162	15841.437	16262.184	17739.15	16096.689
553.45	26953.373	25197.636	15909.13	16328.801	17814.976	16175.471
553.6	27061.432	25314.972	15979.202	16395.598	17893.311	16236.872
553.76	27078.581	25323.242	15984.582	16402.318	17895.966	16249.78
553.91	27143.258	25379.698	16009.863	16432.807	17918.346	16273.819
554.07	27151.322	25393.343	16023.563	16427.716	17918.113	16272.981
554.22	27184.726	25416.681	16038.935	16457.044	17937.265	16293.088
554.38	27222.415	25442.724	16070.35	16477.669	17953.866	16315.415
554.53	27264.909	25472.603	16093.976	16507.118	17973.624	16332.525
554.69	27267.716	25457.782	16082.991	16493.563	17968.046	16333.156
554.84	27289.421	25491.267	16095.674	16511.673	17989.125	16350.707
555	27210.063	25408.084	16052.151	16466.37	17934.041	16306.491
555.15	27158.446	25379.368	16041.665	16457.402	17919.116	16288.523
555.31	27091.51	25325.971	16008.323	16412.916	17887.928	16256.026
555.46	27028.935	25277.99	15951.276	16374.484	17859.451	16209.297
555.62	26888.781	25161.966	15858.604	16281.747	17754.736	16125.077
555.77	26751.624	25038.7	15784.734	16206.975	17656.602	16048.558
555.93	26594.571	24876.637	15680.352	16099.055	17535.428	15939.572
556.08	26501.342	24822.133	15630.628	16036.255	17490.278	15886.145
556.24	26392.39	24705.224	15547.355	15950.675	17403.444	15803.982
556.39	26311.606	24623.078	15494.079	15900.54	17341.99	15746.123
556.55	26260.697	24557.927	15468.147	15865.048	17292.542	15716.203
556.7	26269.062	24563.216	15478.128	15868.677	17307.007	15718.919
556.86	26283.97	24564.101	15479.068	15882.958	17317.925	15717.893
557.01	26380.948	24651.014	15551.377	15947.069	17394.63	15787.772
557.17	26445.868	24692.507	15575.385	15982.396	17430.726	15827.22
557.32	26509.63	24755.476	15606.697	16025.642	17478.3	15868.366
557.48	26456.929	24715.039	15572.951	15992.051	17449.26	15834.852
557.63	26373.826	24639.892	15517.265	15936.958	17399.068	15795.815
557.78	26257.258	24519.676	15442.161	15859.985	17319.04	15723.885
557.94	26135.296	24409.759	15368.935	15776.407	17237.726	15650.825
558.09	25936.148	24229.203	15236.522	15651.709	17101.269	15513.06
558.25	25772.166	24069.66	15152.572	15558.419	17003.957	15404.528
558.4	25644.807	23941.819	15078.323	15477.862	16915.115	15324.928
558.56	25620.196	23896.151	15067.635	15455.811	16888.602	15308.075
558.71	25638.674	23901.356	15085.818	15469.136	16891.928	15312.027
558.87	25654.268	23931.149	15095.422	15497.444	16905.313	15328.741
559.02	25650.837	23921.473	15088.002	15494.485	16905.231	15324.32
559.18	25716.611	23987.6	15141.149	15544.49	16950.117	15376.93
559.33	25809.523	24074.754	15194.38	15594.27	17008.006	15422.787
559.49	25930.665	24176.29	15273.62	15671.994	17079.511	15502.235
559.64	26014.688	24276.358	15316.249	15727.831	17147.413	15549.49
559.8	26120.909	24386.492	15378.108	15787.909	17225.976	15615.646
559.95	26289.585	24520.001	15466.354	15877.76	17331.058	15699.508
560.11	26490.945	24718.682	15595.132	15991.527	17469.549	15819.132
560.26	26607.464	24811.331	15637.244	16053.837	17543.265	15876.508
560.42	26652.776	24847.016	15651.159	16079.511	17557.621	15897.137
560.57	26627.202	24837.884	15624.587	16061.181	17544.235	15866.664
560.73	26634.821	24812.843	15617.382	16057.382	17531.273	15862.788
560.88	26543.493	24735.932	15564.878	16008.196	17467.778	15799.526
561.03	26393.544	24606.907	15476.368	15923.268	17373.95	15730.917
561.19	26241.214	24454.927	15362.247	15832.73	17259.742	15635.577
561.34	26144.861	24371.412	15318.016	15771.686	17192.082	15587.994
561.5	26124.796	24362.772	15311.587	15760.443	17189.741	15580.037
561.65	26137.772	24372.322	15328.728	15773.388	17198.53	15604.86
561.81	26154.371	24404.084	15347.754	15791.117	17213.908	15623.985
561.96	26259.53	24478.783	15398.443	15842.487	17280.156	15673.783
562.12	26354.147	24574.059	15460.147	15886.85	17345.553	15705.081
562.27	26465.006	24671.732	15537.018	15953.149	17418.072	15766.556
562.43	26551.285	24742.14	15578.163	16011.415	17476.712	15808.372
562.58	26567.96	24759.39	15584.763	16023.532	17485.818	15832.807
562.74	26540.517	24732.033	15556.363	15992.692	17469.111	15792.857
562.89	26522.222	24709.695	15539.949	15981.838	17455.201	15787.333
563.04	26420.158	24609.388	15473.454	15913.828	17394.07	15721.861
563.2	26352.568	24544.656	15430.074	15872.492	17349.855	15688.58
563.35	26258.5	24467.599	15377.643	15810.324	17283.884	15628.863
563.51	26244.553	24449.08	15370.805	15792.036	17267.728	15620.607
563.66	26193.676	24386.995	15335.413	15744.006	17225.786	15572.61
563.82	26218.52	24406.52	15349.169	15766.708	17242.796	15603.982
563.97	26231.003	24416.803	15356.914	15763.222	17254.145	15596.266
564.13	26256.273	24454.47	15374.086	15796.328	17266.57	15625.91
564.28	26257.087	24439.593	15372.538	15800.296	17264.229	15624.285
564.44	26263.138	24437.336	15371.061	15820.16	17275.193	15634.182
564.59	26162.279	24361.4	15304.323	15756.389	17221.158	15582.707
564.74	26113.765	24319.302	15289.951	15742.127	17189.556	15542.435
564.9	26007.702	24216.229	15224.911	15667.746	17110.977	15473.713
565.05	25862.596	24091.081	15143.354	15588.893	17018.256	15387.882
565.21	25756.238	23983.929	15082.5	15512.984	16943.072	15317.017
565.36	25680.027	23908.203	15046.148	15470.851	16885.752	15264.258
565.52	25599.216	23830.821	14994.447	15408.447	16837.261	15209.711
565.67	25642.898	23862.765	15020.974	15432.096	16848.183	15226.82
565.83	25679.095	23904.81	15026.634	15446.569	16872.392	15264.404
565.98	25793.181	24014.85	15100.443	15521.938	16953.411	15327.872
566.13	25925.886	24145.271	15171.315	15602.545	17053.865	15422.535
566.29	26058.764	24275.027	15247.215	15669.983	17149.324	15505.28
566.44	26188.151	24396.547	15303.25	15735.36	17214.326	15576.8
566.6	26335.595	24527.025	15384.749	15827.563	17306.859	15668.442
566.75	26422.643	24604.709	15440.511	15879.302	17368.994	15707.379
566.91	26489.328	24663.261	15469.339	15917.646	17407.625	15742.57
567.06	26442.223	24619.322	15428.136	15879.542	17360.75	15712.982
567.22	26376.552	24534.488	15391.246	15842.498	17288.125	15652.784
567.37	26278.446	24452.732	15327.963	15803.589	17217.589	15579.315
567.52	26147.862	24327.071	15255.259	15720.841	17141.632	15498.38
567.68	25973.248	24175.973	15146.897	15619.139	17028.654	15388.666
567.83	25796.845	24025.636	15034.833	15526.306	16918.612	15279.8
567.99	25657.442	23905.309	14959.662	15438.057	16833.157	15198.002
568.14	25599.377	23850.762	14920.048	15404.839	16805.982	15165.894
568.3	25568.263	23822.417	14884.505	15360.923	16786.878	15146.714
568.45	25580.061	23808.018	14881.918	15358.534	16786.27	15164.556
568.6	25603.655	23835.919	14885.215	15379.742	16799.632	15184.259
568.76	25708.343	23916.255	14943.87	15420.968	16858.112	15236.661
568.91	25732.682	23923.803	14953.715	15420.901	16871.122	15241.945
569.07	25777.151	23950.733	14982.173	15457.25	16905.337	15273.821
569.22	25763.333	23922.806	14971.004	15452.741	16891.663	15247.367
569.37	25750.303	23898.521	14966.401	15450.05	16875.369	15238.05
569.53	25675.846	23823.01	14911.208	15394.219	16831.077	15173.285
569.68	25581.275	23720.396	14860.539	15322.385	16770.253	15102.341
569.84	25370.748	23543.933	14750.681	15209.956	16631.957	14988.362
569.99	25243.811	23415.547	14668.174	15128.438	16534.108	14922.284
570.15	25054.301	23240.895	14550.236	15006.565	16391.907	14800.884
570.3	24930.998	23122.295	14486.218	14921.514	16305.646	14739.581
570.45	24792.403	23012.094	14409.303	14842.161	16233.523	14658.106
570.61	24745.847	22992.573	14405.946	14826.781	16208.189	14642.474
570.76	24769.156	23038.123	14427.86	14848.058	16228.475	14675.651
570.92	24953.013	23188.531	14517.86	14963.574	16340.761	14781.333
571.07	25081.601	23316.898	14606.107	15034.832	16430.107	14858.249
571.22	25298.714	23513.792	14727.209	15159.517	16583.738	14975.253
571.38	25511.525	23716.359	14836.162	15284.667	16711.371	15090.019
571.53	25746.09	23928.025	14968.695	15434.057	16855.289	15229.838
571.69	25900.901	24070.792	15053.055	15517.253	16941.758	15315.792
571.84	26018.803	24167.989	15113.495	15581.231	17013.407	15378.769
572	26056.299	24210.893	15137.771	15596.431	17034.123	15392.111
572.15	26138.727	24273.717	15172.848	15636.716	17091.838	15443.485
572.3	26130.051	24268.249	15165.985	15627.194	17067.743	15438.259
572.46	26121.384	24262.923	15164.032	15629.703	17079.154	15438.714
572.61	26085.932	24231.339	15148.372	15599.383	17064.593	15415.284
572.77	26076.464	24205.124	15133.662	15597.618	17067.86	15414.805
572.92	26068.756	24196.975	15122.8	15589.108	17061.569	15405.712
573.07	26059.505	24176.954	15111.075	15577.889	17062.021	15395.866
573.23	26022.959	24151.662	15084.959	15568.19	17035.508	15365.146
573.38	26041.955	24162.349	15091.767	15580.383	17064.076	15383.767
573.54	26001.851	24111.082	15069.39	15545.895	17023.763	15349.928
573.69	25966.668	24081.217	15035.338	15513.712	16991.822	15320.92
573.84	25921.357	24041.224	15000.192	15478.324	16949.951	15282.665
574	25850.072	23976.666	14957.248	15448.633	16905.205	15243.842
574.15	25754.312	23894.267	14889.498	15386.399	16832.751	15182.08
574.31	25671.347	23804.316	14849.601	15343.315	16771.843	15134.744
574.46	25522.656	23660.943	14765.975	15257.47	16672.919	15049.678
574.61	25477.398	23629.619	14737.234	15228.97	16636.486	15025.541
574.77	25373.361	23534.548	14677.207	15173.01	16565.823	14961.131
574.92	25306.169	23465.817	14641.563	15137.915	16518.399	14926.355
575.07	25234.757	23399.285	14597.768	15082.889	16460.757	14872.548
575.23	25214.245	23387.872	14596.894	15087.267	16458.521	14871.355
575.38	25214.233	23395.024	14586.739	15067.201	16454.387	14862.795
575.54	25295.717	23475.893	14633.487	15106.19	16506.541	14895.86
575.69	25256.981	23444.145	14602.013	15083.486	16497.178	14879.914
575.84	25307.039	23488.49	14628.237	15117.423	16529.117	14922.259
576	25352.061	23547.885	14656.215	15145.996	16571.424	14949.106
576.15	25426.869	23606.957	14694.175	15190.395	16617.209	15005.824
576.31	25459.768	23625.35	14702.998	15196.075	16641.504	15024.284
576.46	25500.064	23668.503	14732.383	15235.416	16675.9	15046.362
576.61	25474.431	23641.859	14705.31	15220.057	16644.167	15026.596
576.77	25485.934	23638.416	14717.856	15222.208	16642.647	15029.241
576.92	25452.556	23593.214	14692.621	15184.204	16609.544	14996.72
577.07	25366.633	23503.118	14630.25	15126.206	16549.591	14945.546
577.23	25276.817	23428.686	14578.861	15080.465	16502.686	14876.455
577.38	25140.227	23309.149	14502.786	14990.786	16407.709	14795.094
577.54	25001.783	23162.707	14406.861	14890.487	16307.037	14707.399
577.69	24877.867	23046.57	14339.636	14815.768	16231.46	14636.295
577.84	24762.005	22950.314	14266.512	14756.292	16158.028	14554.83
578	24701.794	22894.849	14231.916	14721.981	16118.817	14514.949
578.15	24667.527	22865.945	14214.626	14695.614	16089.702	14492.043
578.3	24692.251	22871.987	14222.987	14697.184	16090.855	14505.932
578.46	24737.08	22900.158	14239.872	14712.861	16110.553	14512.981
578.61	24788.892	22950.21	14273.825	14751.188	16154.616	14542.309
578.77	24852.083	23011.292	14303.402	14781.666	16191.666	14570.798
578.92	24923.591	23055.152	14342.283	14818.283	16238.371	14610.019
579.07	24978.8	23117.13	14381.768	14859.592	16285.153	14646.218
579.23	25039.646	23154.9	14417.681	14890.208	16318.647	14671.658
579.38	25011.587	23130.268	14403.17	14879.192	16312.532	14653.159
579.53	25068.073	23181.04	14439.864	14917.622	16346.765	14687.82
579.69	25066.738	23185.728	14439.201	14914.739	16341.442	14684.574
579.84	25095.231	23210.221	14459.33	14935.066	16369.791	14707.638
579.99	25094.904	23226.113	14457.344	14918.509	16357.081	14702.322
580.15	25073.229	23194.592	14435.482	14894.295	16333.372	14684.932
580.3	25028.63	23175.357	14403.818	14869.642	16317.004	14664.488
580.46	25049.548	23209.9	14417.206	14888.371	16324.679	14678.921
580.61	25016.641	23191.41	14396.795	14871.938	16304.927	14667.004
580.76	25041.473	23217.782	14401.001	14879.902	16308.078	14686.144
580.92	25056.749	23228.355	14397.036	14874.64	16295.453	14680.915
581.07	25091.94	23254.84	14421.532	14900.697	16330.192	14709.181
581.22	25121.843	23291.249	14432.414	14924.085	16349.997	14718.359
581.38	25192.356	23362.774	14477.949	14972.499	16385.994	14759.62
581.53	25241.083	23410.798	14504.491	14983.106	16408.05	14789.644
581.68	25308.244	23462.968	14536.386	15026.144	16451.375	14821.397
581.84	25325.478	23487.939	14555.478	15037.038	16471.169	14826.961
581.99	25305.891	23463.561	14558.869	15040.979	16474.166	14828.232
582.14	25305.911	23464.329	14541.451	15034.22	16454.329	14817.022
582.3	25303.04	23453.325	14549.38	15022.875	16444.764	14818.347
582.45	25275.844	23423.317	14526.196	14988.636	16418.241	14799.877
582.6	25235.24	23387.152	14495.867	14966.593	16404.658	14771.472
582.76	25143.243	23316.649	14448.539	14909.352	16347.045	14716.462
582.91	25104.453	23270.079	14427.981	14891.453	16321.036	14692.244
583.07	25082.536	23256.866	14407.042	14873.481	16306.514	14673.426
583.22	25047.836	23224.32	14394.968	14846.352	16288.419	14658.308
583.37	25018.194	23198.502	14364.59	14833.271	16264.546	14630.095
583.53	25006.148	23165.665	14349.895	14830.379	16257.631	14608.049
583.68	24974.888	23118.757	14331.613	14800.954	16224.536	14575.932
583.83	24977.211	23106.266	14327.156	14799.069	16220.915	14572.168
583.99	24934.304	23061.995	14289.578	14766.26	16182.018	14545.545
584.14	24860.665	22978.598	14240.544	14718.873	16132.939	14503.928
584.29	24766.169	22903.577	14187.511	14678.697	16075.027	14452.444
584.45	24667.351	22808.715	14128.945	14622.923	16023.054	14411.582
584.6	24522.199	22676.969	14042.44	14534.022	15924.154	14333.484
584.75	24392.477	22568.653	13954.554	14469.587	15841.456	14267.653
584.91	24260.245	22441.212	13872.97	14384.069	15751.08	14178.827
585.06	24135.606	22331.254	13797.111	14310.914	15672.276	14108.848
585.21	24041.141	22264.35	13738.834	14247.648	15592.373	14052.999
585.37	23980.29	22193.477	13693.136	14203.773	15552.257	14004.74
585.52	23932.569	22140.217	13664.064	14161.448	15500.767	13965.569
585.67	23984.516	22171.022	13685.757	14184.131	15522.592	13985.274
585.83	24031.817	22203.157	13718.652	14208.916	15544.235	14010.048
585.98	24101.733	22280.809	13764.777	14251.942	15600.557	14068.03
586.13	24181.749	22352.958	13811.09	14289.441	15644.804	14107.76
586.29	24261.437	22433.833	13868.394	14353.185	15714.855	14148.218
586.44	24328.589	22521.292	13912.919	14397.776	15767.864	14194.073
586.59	24386.473	22588.012	13942.923	14435.714	15811.231	14228.418
586.75	24378.189	22597.531	13946.827	14433.881	15818.827	14216.069
586.9	24356.803	22577.857	13934.88	14426.177	15802.968	14203.187
587.05	24295.065	22510.186	13896.319	14392.384	15752.802	14161.165
587.2	24245.268	22451.291	13859.961	14360.84	15720.752	14121.06
587.36	24119.443	22322.519	13770.146	14279.355	15620.652	14032.399
587.51	23946.584	22143.33	13663.078	14176.748	15493.32	13931.518
587.66	23681.056	21891.296	13504.99	14017.891	15314.396	13773.132
587.82	23345.942	21581.502	13303.096	13820.239	15095.184	13583.448
587.97	22998.09	21263.321	13086.508	13588.025	14866.596	13375.399
588.12	22612.919	20898.237	12850.687	13353.632	14605.236	13140.05
588.28	22151.428	20482.242	12578.571	13085.011	14303.846	12869.923
588.43	21732.488	20094.333	12337.378	12828.807	14029.027	12636.191
588.58	21316.664	19692.047	12094.619	12578.817	13760.289	12378.981
588.74	21084.959	19475.55	11955.386	12434.42	13620.002	12237.188
588.89	20998.048	19391.366	11913.366	12381.915	13562.86	12180.761
589.04	21019.883	19393.597	11937.301	12410.927	13583.543	12195.015
589.2	21096.884	19461.544	11989.478	12454.774	13632.291	12237.621
589.35	21286.36	19630.887	12107.822	12564.832	13771.69	12361.008
589.5	21604.238	19910.48	12286.501	12750.216	13981.359	12543.348
589.65	21976.934	20253.416	12493.955	12954.394	14211.977	12754.922
589.81	22311.989	20560.34	12684.274	13148.164	14417.812	12944.548
589.96	22562.965	20786.438	12819.942	13297.217	14571.767	13099.283
590.11	22717.168	20938.31	12899.432	13384.641	14664.486	13181.025
590.27	22873.062	21092.578	12985.776	13470.963	14770.875	13281.513
590.42	22956.387	21166.014	13030.124	13516.168	14813.201	13324.992
590.57	22949.596	21175.529	13033.167	13519.057	14811.584	13325.914
590.73	22927.042	21170.999	13019.372	13510.207	14804.383	13320.526
590.88	22859.363	21106.615	12979.726	13474.407	14763.99	13286.099
591.03	22774.189	21033.661	12917.815	13414.629	14698.738	13224.991
591.19	22739.144	21002.441	12901.924	13390.584	14679.946	13206.232
591.34	22716.055	20969.946	12871.418	13370.56	14655.549	13173.451
591.49	22719.531	20973.553	12861.432	13366.839	14655.102	13168.772
591.64	22684.466	20945.126	12832.049	13341.434	14633.236	13144.104
591.8	22671.966	20932.054	12829.559	13342.307	14631.186	13142.219
591.95	22660.297	20918.187	12815.528	13338.803	14627.265	13139.495
592.1	22707.327	20969.964	12847.206	13377.491	14669.843	13172.876
592.26	22720.331	20973.604	12843.341	13377.165	14667.341	13171.748
592.41	22734.162	20998.426	12859.58	13392.107	14679.58	13197.514
592.56	22732.484	21005.802	12859.584	13392.088	14667.759	13192.122
592.71	22789.662	21036.914	12882.113	13419.519	14685.849	13213.805
592.87	22803.533	21040.72	12882.369	13419.138	14686.369	13213.017
593.02	22862.21	21102.517	12916.506	13448.857	14718.396	13236.55
593.17	22859.447	21080.854	12912.041	13435.404	14712.832	13234.426
593.33	22857.797	21087.73	12915.786	13448.05	14732.577	13244.885
593.48	22798.479	21029.6	12878.193	13404.897	14690.105	13188.314
593.63	22763.331	20983.594	12844.352	13384.66	14663.253	13163.034
593.78	22653.843	20887.337	12785.513	13315.777	14597.249	13105.788
593.94	22588.638	20828.287	12741.088	13279.199	14551.858	13067.726
594.09	22481.642	20718.785	12684.697	13210.829	14482.279	12999.081
594.24	22406.323	20661.401	12651.082	13168.884	14426.643	12953.72
594.4	22344.117	20593.393	12612.403	13120.601	14368.227	12904.37
594.55	22354.795	20591.104	12616.081	13139.598	14369.708	12926.367
594.7	22367.324	20603.896	12636.313	13143.148	14384.489	12936.104
594.85	22446.301	20677.422	12678.62	13193.17	14434.312	12982.664
595.01	22514.772	20736.266	12717.211	13229.409	14466.969	13011.859
595.16	22611.83	20824.796	12755.972	13282.742	14524.324	13070.83
595.31	22683.772	20886.805	12780.629	13317.178	14568.189	13105.651
595.46	22735.009	20948.328	12808.076	13361.702	14607.988	13141.306
595.62	22766.848	20998.54	12829.551	13367.067	14636.716	13151.716
595.77	22820.248	21046.4	12855.027	13391.071	14667.906	13178.675
595.92	22810.386	21039.837	12852.693	13376.935	14663.243	13164.749
596.08	22828.736	21067.064	12864.878	13392.614	14681.538	13180.878
596.23	22788.014	21033.201	12848.827	13371.047	14652.915	13151.607
596.38	22777.868	21004.241	12841.22	13361.968	14646.1	13147.77
596.53	22748.447	20976.359	12828.206	13333.591	14633.085	13122.239
596.69	22728.004	20941.892	12815.354	13328.277	14620.057	13108.849
596.84	22667.6	20889.93	12781.118	13295.821	14588.546	13083.898
596.99	22666.364	20890.364	12772.793	13296.529	14581.803	13084.749
597.14	22598.321	20814.145	12728.322	13242.761	14529.728	13037.695
597.3	22554.538	20773.044	12699.208	13213.231	14490.813	13009.846
597.45	22480.512	20712.028	12660.402	13176.336	14445.501	12966.479
597.6	22463.85	20683.411	12647.554	13150.148	14420.213	12943.378
597.75	22421.529	20659.551	12614.87	13125.178	14386.87	12917.167
597.91	22386.011	20620.078	12595.428	13101.89	14347.472	12895.165
598.06	22321.053	20572.042	12567.448	13070.899	14310.305	12863.987
598.21	22319.608	20572.179	12580.146	13080.542	14318.388	12863.97
598.36	22308.457	20567.535	12588.26	13078.787	14318.238	12859.523
598.52	22355.441	20606.783	12607.365	13095.585	14345.431	12869.915
598.67	22349.215	20608.027	12603.61	13099.588	14338.687	12878.874
598.82	22386.561	20630.779	12633.209	13120.418	14359.362	12900.418
598.98	22388.574	20644.882	12631.54	13127.08	14371.848	12897.486
599.13	22424.289	20664.686	12648.652	13145.092	14395.333	12917.092
599.28	22426.963	20667.885	12641.402	13135.885	14388.963	12913.72
599.43	22434.742	20667.842	12641.698	13136.995	14389.786	12917.742
599.59	22368.996	20623.281	12617.326	13100.469	14345.238	12893.205
599.74	22333.694	20589.124	12593.442	13084.387	14317.266	12869.925
599.89	22255.079	20527.913	12544.112	13028.397	14265.913	12824.298
600.04	22243.694	20491.166	12537.156	13006.386	14235.31	12803.618
600.2	22189.678	20436.975	12501.701	12961.327	14198.536	12758.899
600.35	22137.158	20375.707	12467.19	12920.069	14170.927	12734.048
600.5	22074.029	20327.613	12415.767	12871.92	14132.382	12696.437
600.65	22087.62	20336.675	12410.663	12887.015	14145.697	12702.224
600.8	22034.016	20290.104	12371.664	12851.246	14109.949	12669.389
600.96	22005.277	20259.605	12352.804	12834.298	14089.068	12656.452
601.11	21920.059	20205.684	12300.74	12795.223	14055.332	12616.179
601.26	21876.206	20171.724	12267.162	12778.371	14024.393	12593.932
601.41	21830.073	20151.569	12251.15	12766.293	13993.172	12566.854
601.57	21825.801	20151.12	12255.438	12780.141	13991.57	12559.043
601.72	21798.375	20132.398	12243.364	12768.134	13977.167	12544.299
601.87	21858.451	20167.066	12277.055	12802.769	14019.253	12576.395
602.02	21928.981	20236.366	12310.497	12851.354	14068.695	12613.365
602.18	22035.435	20320.841	12366.04	12917.072	14129.38	12670.172
602.33	22106.22	20385.825	12421.715	12958.748	14180.264	12716.188
602.48	22223.204	20485.709	12483.215	13027.523	14256.446	12789.853
602.63	22319.607	20572.707	12530.443	13078.817	14323.366	12854.542
602.79	22398.551	20634.506	12565.815	13108.276	14370.298	12896.012
602.94	22453.604	20700.901	12597.055	13130.923	14402.241	12928.802
603.09	22466.351	20713.56	12617.306	13137.922	14414.757	12939.768
603.24	22443.324	20703.5	12610.424	13128.6	14412.138	12933.512
603.39	22491.032	20736.395	12620.757	13143.922	14427.746	12954.78
603.55	22464.239	20707.316	12593.843	13114.964	14399.117	12924.623
603.7	22460.301	20690.059	12585.323	13106.07	14380.444	12906.993
603.85	22450.244	20678.069	12586.486	13101.804	14361.651	12898.145
604	22437.74	20672.377	12584.784	13106.454	14360.037	12899.07
604.16	22426.377	20638.641	12561.695	13087.651	14337.695	12871.772
604.31	22421.499	20636.927	12552.762	13067.18	14325.774	12865.158
604.46	22363.216	20589.458	12517.656	13040.579	14294.404	12827.645
604.61	22357.298	20590.309	12515.858	13045.397	14293.661	12833.881
604.76	22288.715	20530.827	12485.046	13007.266	14253.706	12808.969
604.92	22264.01	20513.109	12459.449	12996.549	14243.142	12791.757
605.07	22206.417	20441.054	12414.528	12954.681	14192.769	12747.11
605.22	22186.853	20424.435	12405.94	12941.193	14181.149	12744.666
605.37	22137.866	20370.041	12377.756	12919.273	14141.229	12714.427
605.53	22154.972	20376.509	12392.037	12923.949	14142.674	12715.422
605.68	22113.869	20351.453	12362.507	12895.364	14110.595	12685.683
605.83	22126.546	20354.855	12368.58	12899.305	14120.799	12683.92
605.98	22088.07	20319.5	12349.455	12869.038	14094.774	12656.806
606.13	22114.096	20364.602	12374.415	12878.239	14116.92	12670.591
606.29	22113.965	20380.823	12381.636	12886.756	14131.789	12664.724
606.44	22167.316	20427.756	12413.966	12909.306	14164.383	12685.922
606.59	22123.221	20395.703	12388.518	12883.001	14145.309	12663.605
606.74	22126.561	20374.913	12394.749	12877.65	14150.002	12656.902
606.89	22044.429	20298.496	12346.253	12835.462	14090.781	12598.528
607.05	22006.11	20261.362	12328.625	12820.098	14064.977	12575.307
607.2	21903.446	20161.073	12264.567	12762.348	13996.48	12510.249
607.35	21787.772	20046.585	12194.948	12696.663	13910.552	12452.839
607.5	21635.305	19920.36	12108.251	12614.602	13823.108	12367.426
607.65	21561.868	19835.803	12072.341	12573.616	13771.022	12321.879
607.81	21472.235	19755.047	12011.069	12528.014	13707.376	12272.575
607.96	21445.219	19738.582	11998.944	12498.109	13690.681	12267.12
608.11	21387.406	19693.692	11963.165	12452.989	13656.967	12236.626
608.26	21366.408	19676.736	11947.737	12436.396	13647.034	12226.946
608.41	21357.52	19664.95	11934.597	12417.872	13636.179	12211.091
608.57	21374.94	19670.589	11940.885	12421.5	13637.192	12221.764
608.72	21376.085	19675.206	11932.678	12417.315	13636.458	12222.755
608.87	21325.826	19625.432	11908.475	12382.19	13607.464	12193.003
609.02	21260.122	19570.495	11858.385	12345.66	13566.297	12151.935
609.17	21172.982	19486.301	11820.641	12299.278	13500.992	12097.564
609.33	21094.19	19398.014	11775.969	12238.145	13434.123	12053.167
609.48	21005.176	19311.682	11723.429	12187.825	13371.517	12002.637
609.63	20922.554	19225.5	11668.995	12137.236	13312.687	11939.203
609.78	20793.502	19120.841	11591.182	12067.05	13234.831	11867.094
609.93	20713.074	19058.219	11535.427	12015.757	13180.789	11811.042
610.09	20701.162	19036.15	11535.194	12010.974	13164.952	11805.172
610.24	20696.997	19028.161	11509.326	11999.854	13164.931	11794.305
610.39	20685.73	19021.29	11496.906	12010.356	13159.718	11784.73
610.54	20672.467	19015.412	11489.806	11998.971	13151.917	11775.049
610.69	20650.056	19000.429	11478.199	11986.111	13140.704	11776.879
610.84	20599.471	18947.426	11441.207	11935.954	13100.284	11738.712
611	20559.289	18904.035	11422.332	11909.278	13065.673	11719.299
611.15	20434.934	18790.804	11347.309	11833.133	12996.276	11637.21
611.3	20285.178	18659.201	11279.168	11753.541	12904.706	11566.86
611.45	20134.399	18519.233	11194.069	11657.168	12810.684	11481.025
611.6	19963.44	18358.518	11091.715	11565.562	12696.506	11383.803
611.76	19756.254	18167.991	10978.43	11445.265	12571.397	11255.056
611.91	19605.59	18022.25	10900.811	11370.393	12475.184	11166.7
612.06	19450.806	17881.224	10814.609	11282.631	12379.971	11078.444
612.21	19300.987	17751.008	10729.746	11212.031	12284.823	11004.559
612.36	19146.936	17606.497	10629.86	11124.124	12178.783	10914.354
